,Unnamed: 0,Column,imdb_title_id,title,year,genre,duration,country,language,director,production_company,budget,usa_gross_income,worlwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income
669,2451,2451,tt0377092,Mean Girls,2004,Comedy,97,"USA, Canada","English, German, Vietnamese, Swahili",Mark Waters,Paramount Pictures,17000000,86058055,128970716,14.406,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,187361754
670,2662,2662,tt0416236,The Spiderwick Chronicles,2008,"Action, Adventure, Drama",96,USA,English,Mark Waters,Paramount Pictures,90000000,71195053,162839667,15.605,-0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,187361754
671,1562,1562,tt0192111,Head Over Heels,2001,"Comedy, Mystery, Romance",86,USA,"English, Russian",Mark Waters,Universal Pictures,14000000,10424470,13127022,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1670400637,187361754
672,2725,2725,tt0425123,Just Like Heaven,2005,"Comedy, Drama, Fantasy",95,USA,"English, Spanish, Mandarin",Mark Waters,DreamWorks,58000000,48318130,102854431,14.913,3.5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,923075336,187361754
673,983,983,tt0119324,The House of Yes,1997,"Comedy, Drama",85,USA,English,Mark Waters,Bandeira Entertainment,1500000,626057,626057,11.522,4.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5007898,187361754
674,4284,4284,tt1686821,Vampire Academy,2014,"Action, Comedy, Drama",104,"USA, UK",English,Mark Waters,Angry Films,30000000,7791979,15391979,16.912,2.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,179265204,187361754
675,2149,2149,tt0322330,Freaky Friday,2003,"Comedy, Family, Fantasy",97,USA,"English, Mandarin",Mark Waters,Casual Friday Productions,20000000,110230332,160846332,13.879,2.9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,160846332,187361754
676,3272,3272,tt0821640,Ghosts of Girlfriends Past,2009,"Comedy, Fantasy, Romance",100,USA,"English, Japanese, Chinese, Spanish",Mark Waters,Jon Shestack Productions,37500000,55250026,102223269,15.209,-2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,102223269,187361754
677,4378,4378,tt1798603,Bad Santa 2,2016,"Comedy, Crime, Drama",92,USA,English,Mark Waters,Broad Green Pictures,26000000,17782178,24079268,17.689,1.6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24079268,187361754
678,4004,4004,tt1424381,Predators,2010,"Action, Adventure, Sci-Fi",107,USA,"English, Spanish, Russian",NimrÄ‚â€žĂ˘â‚¬ĹˇĂ„Ä…Ă˘â‚¬Ĺˇd Antal,Twentieth Century Fox,40000000,52000688,127233108,15.599,2.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2789968301,127233108
679,2884,2884,tt0452702,Vacancy,2007,"Horror, Thriller",85,USA,English,NimrÄ‚â€žĂ˘â‚¬ĹˇĂ„Ä…Ă˘â‚¬Ĺˇd Antal,Screen Gems,19000000,19363565,35300645,15.626,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196114570,127233108
680,3389,3389,tt0913354,Armored,2009,"Action, Crime, Thriller",88,USA,English,NimrÄ‚â€žĂ˘â‚¬ĹˇĂ„Ä…Ă˘â‚¬Ĺˇd Antal,Screen Gems,20000000,15988876,22942221,15.209,-2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,127233108
681,4601,4601,tt2172935,Metallica Through the Never,2013,Music,93,USA,English,NimrÄ‚â€žĂ˘â‚¬ĹˇĂ„Ä…Ă˘â‚¬Ĺˇd Antal,Blackened Recordings,18000000,3419967,7972967,16.495,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7972967,127233108
682,4014,4014,tt1431045,Deadpool,2016,"Action, Adventure, Comedy",108,USA,English,Tim Miller,Twentieth Century Fox,58000000,363070709,782612155,17.689,1.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,782612155
683,5308,5308,tt6450804,Terminator: Dark Fate,2019,"Action, Adventure, Sci-Fi",128,"USA, Spain, Hungary","English, Spanish",Tim Miller,Paramount Pictures,185000000,52510077,204286689,19.073,2.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1123794079,782612155
684,4079,4079,tt1502712,Fantastic Four,2015,"Action, Adventure, Drama",100,"USA, Germany, UK",English,Josh Trank,Twentieth Century Fox,120000000,56117548,167882881,17.404,2.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,167882881
685,4299,4299,tt1706593,Chronicle,2012,"Drama, Sci-Fi, Thriller",84,USA,English,Josh Trank,Twentieth Century Fox,12000000,64575175,126636097,16.197,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2789968301,167882881
686,4369,4369,tt1790864,The Maze Runner,2014,"Action, Mystery, Sci-Fi",113,"USA, UK",English,Wes Ball,Twentieth Century Fox,34000000,102427862,348319861,16.912,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2789968301,348319861
687,5048,5048,tt4046784,Maze Runner: The Scorch Trials,2015,"Action, Sci-Fi, Thriller",131,USA,English,Wes Ball,Gotham Group,61000000,81697192,312296056,17.404,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,312296056,348319861
688,5112,5112,tt4500922,Maze Runner: The Death Cure,2018,"Action, Sci-Fi, Thriller",143,USA,English,Wes Ball,Gotham Group,62000000,58032443,288175335,18.638,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,312296056,348319861
689,4613,4613,tt2203939,The Other Woman,2014,"Comedy, Romance",109,USA,English,Nick Cassavetes,Twentieth Century Fox,40000000,83911193,196710396,16.912,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,196710396
690,1784,1784,tt0251160,John Q,2002,"Crime, Drama, Thriller",116,USA,"English, Spanish",Nick Cassavetes,New Line Cinema,36000000,71756802,102244770,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1120424614,196710396
691,2203,2203,tt0332280,The Notebook,2004,"Drama, Romance",123,USA,English,Nick Cassavetes,New Line Cinema,29000000,81001787,115533700,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1120424614,196710396
692,1054,1054,tt0120112,She's So Lovely,1997,"Drama, Romance",100,"France, USA",English,Nick Cassavetes,Miramax,18000000,7281450,7281450,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,306776732,196710396
693,3582,3582,tt1078588,My Sister's Keeper,2009,"Drama, Family",109,USA,English,Nick Cassavetes,Curmudgeon Films,30000000,49200230,95714875,15.209,-2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,95714875,196710396
694,4736,4736,tt2404463,The Heat,2013,"Action, Comedy, Crime",117,USA,"English, Spanish, Bulgarian",Paul Feig,Twentieth Century Fox,43000000,159582188,229930771,16.495,1.8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,288383523
695,4889,4889,tt3079380,Spy,2015,"Action, Comedy, Crime",120,"USA, UK, France, Hungary, Germany","Hungarian, English, French, Italian, German",Paul Feig,Twentieth Century Fox,65000000,110825712,235666219,17.404,2.9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,288383523
696,3865,3865,tt1289401,Ghostbusters,2016,"Action, Comedy, Fantasy",116,"USA, Australia",English,Paul Feig,Columbia Pictures,144000000,128350574,229147509,17.689,1.6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1131845802,288383523
697,4053,4053,tt1478338,Bridesmaids,2011,"Comedy, Romance",125,USA,English,Paul Feig,Universal Pictures,32500000,169106725,288383523,15.841,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,288383523
698,3087,3087,tt0488658,Unaccompanied Minors,2006,"Adventure, Comedy, Family",90,USA,"English, Spanish",Paul Feig,Warner Bros.,25000000,16655224,21949214,15.338,2.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,288383523
699,5342,5342,tt7040874,A Simple Favor,2018,"Comedy, Crime, Drama",117,"Canada, USA",English,Paul Feig,BRON Studios,20000000,53548586,97644617,18.638,2.9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,995064593,288383523
700,5387,5387,tt8623904,Last Christmas,2019,"Comedy, Drama, Romance",103,"UK, USA","English, Croatian",Paul Feig,Calamity Films,25000000,17875765,20975765,19.073,2.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20975765,288383523
701,4796,4796,tt2679042,Hitman: Agent 47,2015,"Action, Crime, Thriller",96,"USA, UK, Germany",English,Aleksander Bach,Twentieth Century Fox,35000000,22467450,82347656,17.404,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2789968301,82347656
702,4813,4813,tt2752758,Devil's Due,2014,"Horror, Mystery, Thriller",89,USA,"English, Spanish, Latin","Matt Bettinelli-Olpin, Tyler Gillett",Twentieth Century Fox,7000000,15821461,36921560,16.912,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2789968301,57147559
703,5374,5374,tt7798634,Ready or Not,2019,"Comedy, Horror, Mystery",95,"Canada, USA",English,"Matt Bettinelli-Olpin, Tyler Gillett",Mythology Entertainment,6000000,28714231,57147559,19.073,2.3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,57147559,57147559
704,4825,4825,tt2799166,The Pyramid,2014,"Action, Adventure, Horror",89,"USA, Morocco",English,GrÄ‚â€žĂ˘â‚¬ĹˇÄ‚â€šĂ‚Â©gory Levasseur,Twentieth Century Fox,6500000,2756333,16861137,16.912,2.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2789968301,16861137
705,4830,4830,tt2823054,Mike and Dave Need Wedding Dates,2016,"Comedy, Romance",98,USA,"English, Chinese, Japanese",Jake Szymanski,Twentieth Century Fox,33000000,46009673,77068246,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,77068246
706,4944,4944,tt3402236,Murder on the Orient Express,2017,"Crime, Drama, Mystery",114,"Malta, USA","English, French, German, Arabic",Kenneth Branagh,Twentieth Century Fox,55000000,102826543,352789811,18.108,2.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2789968301,542351353
707,121,121,tt0101669,Dead Again,1991,"Crime, Drama, Mystery",107,USA,English,Kenneth Branagh,Paramount Pictures,15000000,38016380,38016380,9.355,-0.1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1123794079,542351353
708,3220,3220,tt0800369,Thor,2011,"Action, Adventure, Fantasy",115,USA,English,Kenneth Branagh,Paramount Pictures,150000000,181030624,449326618,15.841,1.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1123794079,542351353
709,3744,3744,tt1205537,Jack Ryan: Shadow Recruit,2014,"Action, Drama, Thriller",105,"USA, Russia","English, Russian",Kenneth Branagh,Paramount Pictures,60000000,50577412,135503748,16.912,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1123794079,542351353
710,509,509,tt0109836,Frankenstein,1994,"Drama, Horror, Romance",123,"USA, Japan, UK",English,Kenneth Branagh,TriStar Pictures,45000000,22006296,112006296,10.352,4.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,314178011,542351353
711,802,802,tt0116477,Hamlet,1996,Drama,242,"UK, USA",English,Kenneth Branagh,Castle Rock Entertainment,18000000,4708156,4770222,11.031,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,313500433,542351353
712,415,415,tt0107616,Much Ado About Nothing,1993,"Comedy, Drama, Romance",111,"UK, USA",English,Kenneth Branagh,Renaissance Films,11000000,22549338,22549338,9.952,2.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22549338,542351353
713,1517,1517,tt0182295,Love's Labour's Lost,2000,"Romance, Comedy, Musical",93,"UK, France, USA",English,Kenneth Branagh,PathÄ‚â€žĂ˘â‚¬ĹˇÄ‚â€šĂ‚Â© Pictures International,13000000,299792,299792,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24716440,542351353
714,4257,4257,tt1661199,Cinderella,2015,"Drama, Family, Fantasy",105,"USA, UK",English,Kenneth Branagh,Allison Shearmur Productions,95000000,201151353,542351353,17.404,2.9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,542351353,542351353
715,4952,4952,tt3450958,War for the Planet of the Apes,2017,"Action, Adventure, Drama",140,"USA, Canada, New Zealand","English, American Sign Language",Matt Reeves,Twentieth Century Fox,150000000,146880162,490719763,18.108,2.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,710644566
716,3563,3563,tt1060277,Cloverfield,2008,"Horror, Sci-Fi, Thriller",85,USA,"English, Russian",Matt Reeves,Paramount Pictures,25000000,80048433,170764026,15.605,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1123794079,710644566
717,845,845,tt0117283,The Pallbearer,1996,"Comedy, Romance",98,USA,English,Matt Reeves,Miramax,8000000,5656388,5656388,11.031,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,306776732,710644566
718,3788,3788,tt1228987,Let Me In,2010,"Drama, Fantasy, Horror",116,"UK, USA",English,Matt Reeves,Overture Films,20000000,12134935,24145613,15.599,2.6,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,54806823,710644566
719,4575,4575,tt2103281,Dawn of the Planet of the Apes,2014,"Action, Adventure, Drama",130,"USA, UK, Canada","English, American Sign Language",Matt Reeves,Chernin Entertainment,170000000,208545589,710644566,16.912,2.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,710644566,710644566
720,5016,5016,tt3829266,The Predator,2018,"Action, Adventure, Sci-Fi",107,"Canada, USA","English, Spanish",Shane Black,Twentieth Century Fox,88000000,51024708,160542134,18.638,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2789968301,1214811252
721,2425,2425,tt0373469,Kiss Kiss Bang Bang,2005,"Action, Comedy, Crime",103,USA,English,Shane Black,Warner Bros.,15000000,4243756,15785148,14.913,3.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,1214811252
722,3882,3882,tt1300854,Iron Man Three,2013,"Action, Adventure, Sci-Fi",130,USA,English,Shane Black,Marvel Studios,200000000,409013994,1214811252,16.495,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2797800564,1214811252
723,5012,5012,tt3799694,The Nice Guys,2016,"Action, Comedy, Crime",116,USA,"English, German",Shane Black,Misty Mountains,50000000,36261763,62788218,17.689,1.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62788218,1214811252
724,5113,5113,tt4501244,Why Him?,2016,Comedy,111,"USA, Cambodia","English, Khmer",John Hamburg,Twentieth Century Fox,38000000,60323786,118102725,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,171171424
725,2262,2262,tt0343135,Along Came Polly,2004,"Comedy, Romance",90,USA,"English, Spanish",John Hamburg,Universal Pictures,42000000,88097164,171171424,14.406,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1670400637,171171424
726,3685,3685,tt1155056,"I Love You, Man",2009,"Comedy, Romance",105,USA,English,John Hamburg,DreamWorks,40000000,71440011,91636986,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,923075336,171171424
727,1175,1175,tt0120813,Safe Men,1998,"Comedy, Crime",88,USA,English,John Hamburg,Andell Entertainment,1000000,45724,45724,12.038,4.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45724,171171424
728,5229,5229,tt5463162,Deadpool 2,2018,"Action, Adventure, Comedy",119,USA,"English, Cantonese, Spanish, Russian",David Leitch,Twentieth Century Fox,110000000,324591735,785046920,18.638,2.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,785046920
729,4739,4739,tt2406566,Atomic Blonde,2017,"Action, Mystery, Thriller",115,"Germany, Sweden, USA, Hungary","English, German, Russian, Swedish",David Leitch,87Eleven,30000000,51687870,100121713,18.108,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100121713,785046920
730,5328,5328,tt6806448,Fast & Furious Presents: Hobbs & Shaw,2019,"Action, Adventure",137,USA,"English, Samoan, Russian",David Leitch,Chris Morgan Productions,200000000,173810100,758910100,19.073,2.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758910100,785046920
731,5275,5275,tt6003368,Diary of a Wimpy Kid: The Long Haul,2017,"Comedy, Family",91,USA,"English, Spanish",David Bowers,Twentieth Century Fox,22000000,20738724,40140972,18.108,2.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,77112176
732,4243,4243,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,"Comedy, Family",99,USA,English,David Bowers,Fox 2000 Pictures,21000000,52698535,72417394,15.841,1.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,609016565,77112176
733,4534,4534,tt2023453,Diary of a Wimpy Kid: Dog Days,2012,"Comedy, Family",94,"USA, Canada",English,David Bowers,Fox 2000 Pictures,22000000,49008662,77112176,16.197,2.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,609016565,77112176
734,2439,2439,tt0375568,Astro Boy,2009,"Animation, Action, Comedy",94,"Japan, Hong Kong, USA",English,David Bowers,Imagi Animation Studios,65000000,19551067,39886986,15.209,-2.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95608995,77112176
735,5316,5316,tt6565702,Dark Phoenix,2019,"Action, Adventure, Sci-Fi",113,"USA, Canada","English, French",Simon Kinberg,Twentieth Century Fox,200000000,65845974,252442974,19.073,2.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2789968301,252442974
736,5371,5371,tt7734218,Stuber,2019,"Action, Comedy, Crime",93,USA,English,Michael Dowse,Twentieth Century Fox,16000000,22370452,32390945,19.073,2.3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,32390945
737,3243,3243,tt0810922,Take Me Home Tonight,2011,"Comedy, Drama, Romance",97,"USA, Germany",English,Michael Dowse,Rogue Pictures,23000000,6928068,7550073,15.841,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,82391145,32390945
738,3,3,tt0099005,Air America,1990,"Action, Comedy, War",113,USA,"English, Lao",Roger Spottiswoode,Carolco Pictures,35000000,31053601,33461269,9.366,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,520884847,333011068
739,306,306,tt0105477,Stop! Or My Mom Will Shoot,1992,"Action, Comedy, Family",87,USA,English,Roger Spottiswoode,Northern Lights Entertainment,45000000,28411210,70611210,9.685,3.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118243066,333011068
740,1075,1075,tt0120347,Tomorrow Never Dies,1997,"Action, Adventure, Thriller",119,"UK, USA","English, German, Danish, Mandarin, Cantonese",Roger Spottiswoode,Eon Productions,110000000,125304276,333011068,11.522,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1108561013,333011068
741,1650,1650,tt0216216,The 6th Day,2000,"Action, Mystery, Sci-Fi",123,"USA, Canada",English,Roger Spottiswoode,Phoenix Pictures,82000000,34604280,96085477,13.130999999999998,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,96085477,333011068
742,3365,3365,tt0889588,The Children of Huang Shi,2008,"Drama, War",125,"Australia, China, Germany, USA","English, Japanese, Mandarin",Roger Spottiswoode,Australian Film Finance Corporation (AFFC),40000000,1031872,7785975,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7785975,333011068
743,49,49,tt0099871,Jacob's Ladder,1990,"Drama, Horror, Mystery",113,USA,English,Adrian Lyne,Carolco Pictures,25000000,26118851,26118851,9.366,1.9,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,520884847,266614059
744,388,388,tt0107211,Indecent Proposal,1993,"Drama, Romance",117,USA,English,Adrian Lyne,Paramount Pictures,38000000,106614059,266614059,9.952,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1123794079,266614059
745,1004,1004,tt0119558,Lolita,1997,"Drama, Romance",137,"France, USA",English,Adrian Lyne,Guild,62000000,1071255,1071255,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1071255,266614059
746,1780,1780,tt0250797,Unfaithful,2002,"Drama, Romance, Thriller",124,"France, Germany, USA","English, French",Adrian Lyne,Fox 2000 Pictures,50000000,52775765,119137784,13.493,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,609016565,266614059
747,64,64,tt0100196,Mountains of the Moon,1990,"Adventure, Drama, History",136,USA,English,Bob Rafelson,Carolco Pictures,19000000,4011793,4011793,9.366,1.9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,520884847,4096030
748,747,747,tt0115710,Blood and Wine,1996,"Crime, Drama, Thriller",101,"USA, UK",English,Bob Rafelson,Recorded Picture Company (RPC),22000000,1094668,1094668,11.031,3.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15250594,4096030
749,266,266,tt0104804,Man Trouble,1992,"Comedy, Romance",100,"USA, Italy",English,Bob Rafelson,Penta Entertainment,30000000,4096030,4096030,9.685,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4096030,4096030
750,2002,2002,tt0292610,No Good Deed,2002,"Action, Crime, Drama",103,"Germany, USA",English,Bob Rafelson,ApolloMedia Distribution,12000000,181600,1440653,13.493,1.7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9448644,4096030
751,88,88,tt0100802,Total Recall,1990,"Action, Sci-Fi, Thriller",113,"USA, Mexico",English,Paul Verhoeven,Carolco Pictures,65000000,119412921,261317921,9.366,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,520884847,352927224
752,213,213,tt0103772,Basic Instinct,1992,"Drama, Mystery, Thriller",127,"France, USA, UK",English,Paul Verhoeven,Carolco Pictures,49000000,117727224,352927224,9.685,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,520884847,352927224
753,702,702,tt0114436,Showgirls,1995,Drama,128,"France, USA",English,Paul Verhoeven,Carolco Pictures,45000000,20350754,20350754,10.63,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,520884847,352927224
754,1429,1429,tt0164052,Hollow Man,2000,"Action, Horror, Sci-Fi",112,"USA, Germany",English,Paul Verhoeven,Columbia Pictures,95000000,73209340,190213455,13.130999999999998,4.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1131845802,352927224
755,1066,1066,tt0120201,Starship Troopers,1997,"Action, Adventure, Sci-Fi",129,USA,English,Paul Verhoeven,TriStar Pictures,105000000,54814377,121214377,11.522,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,314178011,352927224
756,150,150,tt0102307,Light Sleeper,1992,"Crime, Drama",103,USA,English,Paul Schrader,Carolco Pictures,5000000,1050861,1055987,9.685,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,520884847,6330054
757,2856,2856,tt0449086,Dominion: Prequel to the Exorcist,2005,"Drama, Horror, Thriller",117,USA,English,Paul Schrader,Morgan Creek Entertainment,30000000,251495,251495,14.913,3.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,212385533,6330054
758,895,895,tt0118564,Affliction,1997,"Drama, Mystery, Thriller",114,"USA, Canada, Japan",English,Paul Schrader,JVC Entertainment Networks,6000000,6330054,6330054,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,20308772,6330054
759,2034,2034,tt0298744,Auto Focus,2002,"Biography, Crime, Drama",105,USA,English,Paul Schrader,Focus Puller Inc.,7000000,2063196,2704951,13.493,1.7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2704951,6330054
760,3187,3187,tt0783608,The Walker,2007,"Crime, Drama, Mystery",108,"USA, UK, Isle Of Man",English,Paul Schrader,Kintop Pictures,10000000,79698,546369,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,546369,6330054
761,4654,4654,tt2292959,The Canyons,2013,"Drama, Thriller",99,USA,English,Paul Schrader,Prettybird,250000,56825,270185,16.495,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,270185,6330054
762,221,221,tt0103939,Chaplin,1992,"Biography, Comedy, Drama",143,"UK, France, Italy, Japan, USA",English,Richard Attenborough,Carolco Pictures,31000000,9493259,9493259,9.685,3.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,520884847,9493259
763,4,4,tt0099012,Alice,1990,"Comedy, Romance",106,USA,"English, Cantonese",Woody Allen,Jack Rollins & Charles H. Joffe Productions,12000000,7331647,7331647,9.366,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10555619,151119219
764,251,251,tt0104466,Husbands and Wives,1992,"Comedy, Drama, Romance",108,USA,English,Woody Allen,Jack Rollins & Charles H. Joffe Productions,20000000,10555619,10555619,9.685,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10555619,151119219
765,298,298,tt0105378,Shadows and Fog,1991,Comedy,85,USA,English,Woody Allen,Jack Rollins & Charles H. Joffe Productions,14000000,2735731,2735731,9.355,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10555619,151119219
766,404,404,tt0107507,Manhattan Murder Mystery,1993,"Comedy, Mystery",104,USA,English,Woody Allen,TriStar Pictures,13500000,11330911,11330911,9.952,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,314178011,151119219
