,Unnamed: 0,Column,imdb_title_id,title,year,genre,duration,country,language,director,production_company,budget,usa_gross_income,worlwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income
51,139,139,tt0102059,Hot Shots!,1991,"Action, Comedy",84,USA,English,Jim Abrahams,Twentieth Century Fox,26000000,69467617,181096164,9.355,-0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,181096164
52,384,384,tt0107144,Hot Shots! Part Deux,1993,"Action, Comedy",86,USA,English,Jim Abrahams,Twentieth Century Fox,25000000,38922972,133752825,9.952,2.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,181096164
53,1146,1146,tt0120741,Jane Austen's Mafia!,1998,"Comedy, Crime",87,USA,"English, Italian",Jim Abrahams,Tapestry Films,10000000,19889299,19889299,12.038,4.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19889299,181096164
54,191,191,tt0102945,Sleeping with the Enemy,1991,"Drama, Thriller",99,USA,English,Joseph Ruben,Twentieth Century Fox,19000000,101599005,174999005,9.355,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2789968301,174999005
55,375,375,tt0107034,The Good Son,1993,"Drama, Thriller",87,USA,English,Joseph Ruben,Twentieth Century Fox,17000000,44789789,60613008,9.952,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2789968301,174999005
56,675,675,tt0113845,Money Train,1995,"Action, Comedy, Crime",110,USA,English,Joseph Ruben,Columbia Pictures,68000000,35431113,35431113,10.63,2.7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,174999005
57,2304,2304,tt0356618,The Forgotten,2004,"Drama, Mystery, Sci-Fi",91,USA,English,Joseph Ruben,Revolution Studios,42000000,67133509,117592831,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,277448382,174999005
58,5183,5183,tt4943322,The Ottoman Lieutenant,2017,"Drama, War",106,"Turkey, USA",English,Joseph Ruben,ES Film,40000000,240978,413844,18.108,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,413844,174999005
59,209,209,tt0103644,AlienĂ„â€šĂ˘â‚¬ĹˇĂ„Ä…Ă˘â‚¬Ĺˇ,1992,"Action, Horror, Sci-Fi",114,USA,English,David Fincher,Twentieth Century Fox,50000000,55473545,159814498,9.685,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2789968301,369330363
60,4641,4641,tt2267998,Gone Girl,2014,"Drama, Mystery, Thriller",149,USA,English,David Fincher,Twentieth Century Fox,61000000,167767189,369330363,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2789968301,369330363
61,2836,2836,tt0443706,Zodiac,2007,"Crime, Drama, Mystery",157,USA,English,David Fincher,Paramount Pictures,65000000,33080084,84785914,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1123794079,369330363
62,1814,1814,tt0258000,Panic Room,2002,"Crime, Drama, Thriller",112,USA,English,David Fincher,Columbia Pictures,48000000,96397334,197079546,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1131845802,369330363
63,3861,3861,tt1285016,The Social Network,2010,"Biography, Drama",120,USA,"English, French",David Fincher,Columbia Pictures,40000000,96962694,224920315,15.599,2.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,369330363
64,4142,4142,tt1568346,The Girl with the Dragon Tattoo,2011,"Crime, Drama, Mystery",158,"USA, Sweden, Norway","English, Swedish",David Fincher,Columbia Pictures,90000000,102515793,232617430,15.841,1.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1131845802,369330363
65,2703,2703,tt0421715,The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",166,USA,"English, Russian, French",David Fincher,Warner Bros.,150000000,127509326,333932083,15.605,-0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1341932398,369330363
66,964,964,tt0119174,The Game,1997,"Drama, Mystery, Thriller",129,USA,"English, Cantonese, German",David Fincher,Polygram Filmed Entertainment,50000000,48323648,109423648,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,363944522,369330363
67,699,699,tt0114369,Se7en,1995,"Crime, Drama, Mystery",127,USA,English,David Fincher,Cecchi Gori Pictures,33000000,100125643,327311859,10.63,2.7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,327311859,369330363
68,1288,1288,tt0137523,Fight Club,1999,Drama,139,"USA, Germany",English,David Fincher,Fox 2000 Pictures,63000000,37030102,101187217,12.611,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,609016565,369330363
69,218,218,tt0103893,Buffy the Vampire Slayer,1992,"Action, Comedy, Fantasy",86,USA,English,Fran Rubel Kuzui,Twentieth Century Fox,7000000,16624456,16624456,9.685,3.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2789968301,16624456
70,247,247,tt0104427,Hoffa,1992,"Biography, Crime, Drama",140,USA,"English, Italian, Latin",Danny DeVito,Twentieth Century Fox,35000000,24276506,29302121,9.685,3.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,33459416
71,1857,1857,tt0266452,Death to Smoochy,2002,"Comedy, Crime, Drama",109,"UK, Germany, USA",English,Danny DeVito,Warner Bros.,50000000,8364691,8382938,13.493,1.7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,33459416
72,832,832,tt0117008,Matilda,1996,"Comedy, Family, Fantasy",98,USA,English,Danny DeVito,TriStar Pictures,36000000,33459416,33459416,11.031,3.8,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,314178011,33459416
73,1859,1859,tt0266489,Duplex,2003,Comedy,89,"Germany, USA",English,Danny DeVito,Miramax,40000000,9692135,19322135,13.879,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306776732,33459416
74,248,248,tt0104431,Home Alone 2: Lost in New York,1992,"Adventure, Comedy, Crime",120,USA,"English, French",Chris Columbus,Twentieth Century Fox,18000000,173585516,365070556,9.685,3.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,978087613
75,414,414,tt0107614,Mrs. Doubtfire,1993,"Comedy, Drama, Family",125,USA,English,Chris Columbus,Twentieth Century Fox,25000000,219195243,441286195,9.952,2.8,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,978087613
76,4581,4581,tt2120120,Pixels,2015,"Action, Comedy, Sci-Fi",105,"USA, China, Canada","English, Hindi, Japanese",Chris Columbus,Columbia Pictures,88000000,78747585,244874809,17.404,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1131845802,978087613
77,1724,1724,tt0241527,Harry Potter and the Sorcerer's Stone,2001,"Adventure, Family, Fantasy",152,"UK, USA",English,Chris Columbus,Warner Bros.,125000000,318087620,978087613,13.262,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1341932398,978087613
78,2015,2015,tt0295297,Harry Potter and the Chamber of Secrets,2002,"Adventure, Family, Fantasy",161,"UK, USA, Germany",English,Chris Columbus,Warner Bros.,100000000,262450136,879465594,13.493,1.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1341932398,978087613
79,44,44,tt0099785,Home Alone,1990,"Comedy, Family",103,USA,English,Chris Columbus,Hughes Entertainment,18000000,285761243,476684675,9.366,1.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,476684675,978087613
80,1132,1132,tt0120686,Stepmom,1998,"Comedy, Drama",125,USA,English,Chris Columbus,TriStar Pictures,50000000,91137662,159710793,12.038,4.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314178011,978087613
81,1519,1519,tt0182789,Bicentennial Man,1999,"Comedy, Drama, Sci-Fi",132,"USA, Germany",English,Chris Columbus,1492 Pictures,100000000,58223861,87423861,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,129832389,978087613
82,3253,3253,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,2010,"Adventure, Family, Fantasy",118,"UK, Canada, USA","English, Greek, Ancient (to 1453)",Chris Columbus,Fox 2000 Pictures,95000000,88768303,226497209,15.599,2.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,609016565,978087613
83,2010,2010,tt0294870,Rent,2005,"Drama, Musical, Romance",135,USA,English,Chris Columbus,Rent Productions LLC,40000000,29077547,31670620,14.913,3.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,31670620,978087613
84,3526,3526,tt1032815,"I Love You, Beth Cooper",2009,"Comedy, Romance",102,"Canada, USA",English,Chris Columbus,Fox Atomic,18000000,14800725,15821907,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37466538,978087613
85,276,276,tt0104952,My Cousin Vinny,1992,"Comedy, Crime",120,USA,English,Jonathan Lynn,Twentieth Century Fox,11000000,52929168,64088552,9.685,3.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,106371651
86,1558,1558,tt0191133,The Fighting Temptations,2003,"Comedy, Drama, Music",123,USA,English,Jonathan Lynn,Paramount Pictures,30000000,30250745,32445215,13.879,2.9,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1123794079,106371651
87,229,229,tt0104114,The Distinguished Gentleman,1992,"Comedy, Crime",112,USA,English,Jonathan Lynn,Hollywood Pictures,50000000,46666502,46666502,9.685,3.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672806292,106371651
88,859,859,tt0117608,Sgt. Bilko,1996,Comedy,93,USA,English,Jonathan Lynn,Imagine Entertainment,39000000,30356793,37956793,11.031,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273961019,106371651
89,1552,1552,tt0190138,The Whole Nine Yards,2000,"Comedy, Crime",98,USA,"English, French, Spanish",Jonathan Lynn,Franchise Pictures,41300000,57262492,106371651,13.130999999999998,4.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106371651,106371651
90,291,291,tt0105219,Rapid Fire,1992,"Action, Crime, Drama",95,USA,"English, Cantonese",Dwight H. Little,Twentieth Century Fox,10000000,14356479,14356479,9.685,3.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,70992898
91,1022,1022,tt0119731,Murder at 1600,1997,"Action, Crime, Drama",107,USA,English,Dwight H. Little,Warner Bros.,40000000,25804707,25804707,11.522,4.4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,70992898
92,56,56,tt0100114,Marked for Death,1990,"Action, Adventure, Crime",93,USA,English,Dwight H. Little,Victor & Grais,12000000,46044396,57968936,9.366,1.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57968936,70992898
93,2370,2370,tt0366174,Anacondas: The Hunt for the Blood Orchid,2004,"Action, Adventure, Horror",97,USA,"English, Indonesian",Dwight H. Little,Screen Gems,20000000,32238923,70992898,14.406,3.8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,196114570,70992898
94,5266,5266,tt5833186,Last Rampage: The Escape of Gary Tison,2017,"Crime, Drama, Mystery",93,USA,English,Dwight H. Little,Rampage Films,6000000,6294,12944,18.108,2.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12944,70992898
95,374,374,tt0107009,Ghost in the Machine,1993,"Horror, Sci-Fi, Thriller",95,USA,English,Rachel Talalay,Twentieth Century Fox,12000000,5086909,5086909,9.952,2.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2789968301,34872033
96,133,133,tt0101917,Freddy's Dead: The Final Nightmare,1991,"Fantasy, Horror",89,USA,English,Rachel Talalay,New Line Cinema,11000000,34872033,34872033,9.355,-0.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1120424614,34872033
