,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies,Production_company_movies
867,2006,102,40000000,23649127,38756278,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1341932398,49050886,9,259
868,2017,141,149000000,412563408,821847012,18.108,2.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1341932398,821847012,2,259
869,2006,104,13000000,11003643,11130889,15.338,2.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1341932398,11130889,4,259
870,2010,97,25000000,23591432,29379723,15.599,2.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,75511123,3,259
871,2014,123,160000000,200676069,524976069,16.912,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1341932398,1056057273,2,259
872,2010,125,37000000,92186262,154026136,15.599,2.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1341932398,232325503,4,259
873,2012,120,44500000,136025503,232325503,16.197,2.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1341932398,232325503,4,259
874,2008,97,30000000,41850659,84375346,15.605,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1341932398,84375346,1,259
875,2009,128,90000000,209028679,524028679,15.209,-2.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,1050693953,6,259
876,2008,114,18000000,5700626,25739994,15.605,-0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1341932398,1050693953,6,259
877,2011,129,125000000,186848418,543848418,15.841,1.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,1050693953,6,259
878,2015,116,75000000,45445109,107045109,17.404,2.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,1050693953,6,259
879,2017,126,175000000,39175066,148675066,18.108,2.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,1050693953,6,259
880,2009,100,18500000,18451251,32406507,15.209,-2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1341932398,32406507,1,259
881,2010,81,47000000,10547117,10903312,15.599,2.6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1341932398,110387072,2,259
882,2009,100,35000000,277322503,467517116,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,995064593,10,259
883,2010,95,65000000,100539043,211780824,15.599,2.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,995064593,10,259
884,2011,102,80000000,254464305,586764305,15.841,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,995064593,10,259
885,2014,102,110000000,106580051,337580051,16.912,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,337580051,1,259
886,2010,80,80000000,100246011,201584141,15.599,2.6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,241995151,2,259
887,2011,110,40000000,33035397,45735397,15.841,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1341932398,45735397,1,259
888,2010,107,30000000,44875481,55583804,15.599,2.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,55583804,11,259
889,2011,100,135000000,64006466,150406466,15.841,1.6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,150406466,1,259
890,2012,83,17000000,4936819,9627492,16.197,2.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1341932398,9627492,1,259
891,2015,104,30000000,32363404,49263404,17.404,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,49263404,1,259
892,2017,109,120000000,33700160,221600160,18.108,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1341932398,221600160,1,259
893,2012,111,30000000,35763137,48963137,16.197,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1341932398,48963137,1,259
894,2016,128,44000000,86260045,155160045,17.689,1.6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,155160045,6,259
895,2015,115,14800000,66013057,117813057,17.404,2.9,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1341932398,117813057,2,259
896,2016,112,18000000,3712282,6212282,17.689,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1341932398,32613173,4,259
897,2019,107,99000000,105806508,191306508,19.073,2.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,752600867,6,259
898,2017,118,185000000,168052812,566652812,18.108,2.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1341932398,566652812,1,259
899,2019,132,170000000,110500138,385900138,19.073,2.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1341932398,385900138,2,259
900,2019,152,45000000,18858159,40958159,19.073,2.3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1341932398,81705746,3,259
901,2004,114,80000000,41821986,76899937,14.406,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,212385533,255000211,13,28
902,1995,90,30000000,108385533,212385533,10.63,2.7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212385533,212385533,4,28
903,1993,119,13000000,12281551,12281551,9.952,2.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,212385533,250849789,12,28
904,2005,117,30000000,251495,251495,14.913,3.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,212385533,6330054,6,28
905,1996,80,7000000,1055525,1060264,11.031,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,212385533,9188150,2,28
906,2007,113,20000000,19103072,24991167,15.626,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212385533,463406268,13,28
907,2000,105,24000000,5280035,5280035,13.130999999999998,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,212385533,17092453,2,28
908,1990,102,18000000,29381956,44926706,9.366,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,212385533,44926706,3,28
909,1992,112,40000000,75505856,75505856,9.685,3.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212385533,217663246,8,28
910,2001,124,35000000,19733089,29419291,13.262,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,212385533,56255142,4,28
911,2001,94,35000000,13342790,13678913,13.262,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212385533,177977226,6,28
912,1992,88,25000000,10736401,10736401,9.685,3.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,212385533,211989043,8,28
913,1993,89,6000000,13609396,13609396,9.952,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,212385533,20080020,2,28
914,1994,86,15000000,72217396,107217396,10.352,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212385533,484592874,8,28
915,1990,104,20000000,44143410,44143410,9.366,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212385533,104324083,3,28
916,1992,110,30000000,17129026,17129026,9.685,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,212385533,104324083,3,28
917,1990,102,11000000,8862354,8862354,9.366,1.9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,212385533,13294422,2,28
918,1996,90,15000000,2042530,2042530,11.031,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,212385533,56870414,4,28
919,1998,100,18000000,3572443,3572443,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,212385533,3572443,1,28
920,2000,117,60000000,30208599,40400425,13.130999999999998,4.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212385533,40400425,1,28
921,1999,87,25000000,11993021,11993021,12.611,4.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,212385533,11993021,2,28
922,1999,102,70000000,11263966,11788676,12.611,4.8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212385533,11788676,1,28
923,2000,102,63600000,14967182,19412993,13.130999999999998,4.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212385533,67192859,3,28
924,2002,91,15600000,13670733,13802599,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,212385533,13802599,1,28
925,2001,109,39000000,23510841,28510652,13.262,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212385533,28510652,4,28
926,2007,108,16500000,11892415,13620075,15.626,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,212385533,13620075,3,28
927,2011,103,38000000,16928670,27428670,15.841,1.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,212385533,27428670,1,28
928,2017,139,40000000,44922302,55668698,18.108,2.4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,212385533,55668698,2,28
929,1995,124,98000000,10017322,10017322,10.63,2.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017322,255000211,13,1
930,2004,106,27000000,4480744,21148829,14.406,3.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,278019771,255000211,13,50
931,1996,108,19000000,25836616,25836616,11.031,3.8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278019771,404852543,13,50
932,1998,104,15000000,40283321,40283321,12.038,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,278019771,404852543,13,50
933,2001,88,35000000,112719001,147934180,13.262,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,404852543,13,50
934,2002,100,38000000,85846429,119723358,13.493,1.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,404852543,13,50
935,2003,84,38000000,111761982,197101678,13.879,2.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,404852543,13,50
936,2005,93,50000000,39177684,69425966,14.913,3.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,404852543,13,50
937,2011,89,27000000,38538188,85564310,15.841,1.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,404852543,13,50
938,2003,86,14000000,15550605,18191005,13.879,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,278019771,220673217,6,50
939,2003,84,48000000,110003217,220673217,13.879,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,220673217,6,50
940,2006,83,45000000,90710620,178262620,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,220673217,6,50
941,1998,93,15000000,12874899,12874899,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,278019771,183097323,3,50
942,2001,95,30000000,6285176,8694320,13.262,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,278019771,100020092,7,50
943,2010,88,24000000,25003155,83188165,15.599,2.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278019771,90510445,4,50
944,2002,89,17000000,12840842,16446271,13.493,1.7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,278019771,22189039,2,50
945,1996,111,14000000,103046663,173046663,11.031,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,278019771,173046663,11,50
946,1997,120,24000000,101363301,172363301,11.522,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,278019771,173046663,11,50
947,2000,116,40000000,89143175,161834276,13.130999999999998,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,278019771,173046663,11,50
948,2005,97,38000000,19297522,29621722,14.913,3.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278019771,173046663,11,50
949,2011,111,40000000,38180928,97231420,15.841,1.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,278019771,173046663,11,50
950,2005,118,88000000,37916267,105316267,14.913,3.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,168839459,5,50
951,2002,105,40000000,605562,2622015,13.493,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,278019771,115772733,6,50
952,1997,105,30000000,25480490,25480490,11.522,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,278019771,411002906,7,50
953,1999,95,7000000,14011454,14011454,12.611,4.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,278019771,45479110,2,50
954,2004,101,60000000,88237754,170268750,14.406,3.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,995064593,10,50
955,2006,100,35000000,17807569,24470583,15.338,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,995064593,10,50
956,2001,104,22000000,30085147,33788161,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,55583804,11,50
957,2007,126,18000000,25594957,57293715,15.626,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,278019771,286801374,4,50
958,1998,86,17000000,55041738,55041738,12.038,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,278019771,56870414,4,50
959,2009,90,18000000,15281286,19651093,15.209,-2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,278019771,100654149,5,50
960,2006,84,9000000,16273581,21510851,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278019771,21510851,2,50
961,2007,104,25000000,71985628,132033383,15.626,1.9,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,278019771,137328301,5,50
962,2000,88,19000000,157019771,278019771,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,278019771,5,50
963,2001,83,45000000,71308997,141220678,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,278019771,5,50
964,1996,85,4000000,9336886,9336886,11.031,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,278019771,9336886,1,50
965,2000,104,42000000,23368995,32168970,13.130999999999998,4.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,41616262,2,50
966,2000,99,54000000,33022767,47053625,13.130999999999998,4.1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,278019771,100734718,3,50
967,2002,94,13000000,30354442,37664855,13.493,1.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,278019771,37664855,1,50
968,2002,107,20000000,1203794,5368217,13.493,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,278019771,31070211,2,50
969,2007,109,15000000,58272029,80253908,15.626,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278019771,80253908,7,50
970,2009,105,15000000,33392973,39421467,15.209,-2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278019771,80253908,7,50
971,2005,124,40000000,74103820,158733820,14.913,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,278019771,158733820,2,50
972,2005,95,3200000,56131,719135,14.913,3.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278019771,8518634,2,50
973,2012,83,5000000,376512,8518634,16.197,2.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278019771,8518634,2,50
974,2008,75,35000000,25881068,71239186,15.605,-0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,71239186,2,50
975,2007,191,67000000,25037897,25422088,15.626,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,278019771,25422088,1,50
976,2013,86,20000000,32015787,78378744,16.495,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,78378744,1,50
977,2008,86,8000000,408709,457690,15.605,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,457690,1,50
978,2009,111,25000000,8117000,27635305,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,278019771,53676628,3,50
979,2011,86,5000000,17687709,25562924,15.841,1.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,278019771,25562924,1,50
980,1996,121,65000000,33447612,89456761,11.031,3.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89456761,255000211,13,2
981,1999,112,35000000,26511114,40263020,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,89456761,181489203,4,2
982,2001,116,94000000,32720065,54744738,13.262,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,106371651,255000211,13,11
983,2000,98,41300000,57262492,106371651,13.130999999999998,4.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106371651,106371651,5,11
984,2003,98,40000000,20453431,26891849,13.879,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106371651,30666930,6,11
985,2001,102,53000000,24174218,29715606,13.262,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,106371651,118880016,3,11
986,2005,101,80000000,1900451,11665465,14.913,3.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106371651,211989043,8,11
987,2002,108,40000000,22449000,29676703,13.493,1.7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,106371651,159330280,4,11
988,2004,106,19250000,4434432,8112712,14.406,3.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106371651,28510652,4,11
989,1999,108,6000000,30471,30471,12.611,4.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106371651,10629321,2,11
990,1999,90,7000000,3165544,3728888,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106371651,3728888,1,11
991,2001,125,62000000,15749959,18720175,13.262,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106371651,18720175,1,11
992,2002,91,70000000,14307963,20154899,13.493,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106371651,20154899,1,11
993,2006,97,20000000,23380495,37597471,15.338,2.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196114570,255000211,13,57
994,2004,97,20000000,32238923,70992898,14.406,3.8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,196114570,70992898,5,57
995,2012,122,12000000,91547205,96070507,16.197,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,330120875,9,57
996,2006,106,50000000,62318875,111340801,15.338,2.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196114570,383531464,4,57
997,2005,119,19000000,75072454,144216468,14.913,3.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,196114570,677718395,5,57
998,2014,118,30000000,30577122,87937815,16.912,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,196114570,677718395,5,57
999,2007,85,19000000,19363565,35300645,15.626,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196114570,127233108,4,57
1000,2009,88,20000000,15988876,22942221,15.209,-2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,127233108,4,57
1001,2010,108,25000000,80014842,114977104,15.599,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,196114570,205736628,11,57
1002,2001,98,28000000,8709640,14010832,13.262,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,196114570,25477365,6,57
1003,2008,101,35000000,28687835,52659594,15.605,-0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,196114570,102616183,4,57
1004,2006,87,15000000,47860214,66966987,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196114570,314975955,7,57
1005,2014,100,12500000,48637684,49002684,16.912,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,64616723,4,57
1006,2013,130,60000000,31165421,95396573,16.495,1.8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,196114570,359126022,5,57
1007,2009,90,20000000,17231291,18599102,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196114570,351266433,5,57
1008,2010,92,8000000,58401464,74952305,15.599,2.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,351266433,5,57
1009,2011,109,35000000,55802754,149542245,15.841,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,351266433,5,57
1010,2016,88,9900000,89217875,157100845,17.689,1.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196114570,157100845,3,57
1011,2007,94,45000000,50648679,147717833,15.626,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,196114570,147717833,2,57
1012,2004,85,10000000,12264319,12544254,14.406,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,12544254,2,57
1013,2008,89,12000000,31691811,41319906,15.605,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196114570,62695489,4,57
1014,2008,110,20000000,39263506,44655002,15.605,-0.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,49050886,9,57
1015,2010,92,21000000,42739347,49050886,15.599,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196114570,49050886,9,57
1016,2009,99,5000000,10572742,10726909,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,57319029,5,57
1017,2005,89,20000000,46752382,67192859,14.913,3.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,196114570,67192859,3,57
1018,2004,91,3500000,97446,97446,14.406,3.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,144146816,2,57
1019,2000,97,5000000,1057750,1431406,13.130999999999998,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,32029928,5,57
1020,2008,90,10000000,31487293,33506644,15.605,-0.1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,196114570,33506644,3,57
1021,2006,88,30000000,18535812,31070211,15.338,2.9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196114570,31070211,2,57
1022,1999,117,31000000,24756177,41067311,12.611,4.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,55305279,2,57
1023,2011,110,25000000,10324441,11168712,15.841,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,27642707,5,57
1024,2007,90,16000000,35374833,55060212,15.626,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,196114570,55060212,2,57
1025,2001,90,15000000,7288451,8704851,13.262,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196114570,8704851,1,57
1026,2001,106,6000000,27457409,27958191,13.262,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196114570,27958191,1,57
1027,2001,90,13000000,22235901,22391450,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,22391450,2,57
1028,2002,98,13000000,15567860,19233280,13.493,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,19233280,2,57
1029,2004,95,8000000,40363810,48631561,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,196114570,48631561,2,57
1030,2005,97,30000000,15007991,33296457,14.913,3.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,196114570,33296457,1,57
1031,2009,101,20000000,29062561,31198531,15.209,-2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,57197876,2,57
1032,2008,88,20000000,43869350,57197876,15.605,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,196114570,57197876,2,57
1033,2011,87,60000000,29137000,78309505,15.841,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,196114570,78309505,3,57
1034,2010,100,26000000,40168080,67918658,15.599,2.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196114570,78309505,3,57
1035,2009,92,35000000,45802315,91353501,15.209,-2.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196114570,91353501,1,57
1036,2010,119,55000000,39440655,89519773,15.599,2.6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,196114570,89519773,1,57
1037,2010,107,32000000,57744720,80205382,15.599,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,80205382,2,57
1038,2009,108,20000000,68261644,73830340,15.209,-2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,196114570,73830340,1,57
1039,2011,91,16000000,37300000,40492652,15.841,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,196114570,40492652,2,57
