,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies,Production_company_movies,avg Director revenue,avg Studio revenue,Classification
0,2001,118.0,48000000.0,47121859.0,76019048.0,13.262,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76019048.0,619021436.0,10.0,1.0,61902143.6,7601904.8,0.0
1,2010,109.0,117000000.0,76423035.0,261989769.0,15.599,2.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,619021436.0,10.0,187.0,61902143.6,278996830.1,1.0
2,2013,126.0,120000000.0,132556852.0,414828246.0,16.495,1.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,619021436.0,10.0,187.0,61902143.6,278996830.1,1.0
3,2017,137.0,97000000.0,226277068.0,619021436.0,18.108,2.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,619021436.0,10.0,187.0,61902143.6,278996830.1,1.0
4,1990,104.0,20000000.0,21413502.0,21413502.0,9.366,1.9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,255000211.0,13.0,187.0,19615400.846153848,214612946.23076922,0.0
5,1990,124.0,70000000.0,117540947.0,240247433.0,9.366,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,255000211.0,13.0,187.0,19615400.846153848,214612946.23076922,1.0
6,1990,138.0,17500000.0,947306.0,947306.0,9.366,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2789968301.0,141047179.0,6.0,187.0,23507863.166666668,464994716.8333333,0.0
7,1990,96.0,10000000.0,2346150.0,2346150.0,9.366,1.9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,104942695.0,5.0,187.0,20988539.0,557993660.2,0.0
8,1990,105.0,20000000.0,56362352.0,86024005.0,9.366,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,1025467110.0,15.0,187.0,68364474.0,185997886.73333332,1.0
9,2001,119.0,100000000.0,180011740.0,362211740.0,13.262,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,1025467110.0,15.0,187.0,68364474.0,185997886.73333332,1.0
10,2016,127.0,110000000.0,87242834.0,296482446.0,17.689,1.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,1025467110.0,15.0,187.0,68364474.0,185997886.73333332,1.0
11,1991,107.0,17000000.0,4603929.0,4603929.0,9.355,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,4603929.0,1.0,187.0,4603929.0,2789968301.0,0.0
12,1991,84.0,26000000.0,69467617.0,181096164.0,9.355,-0.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,181096164.0,3.0,187.0,60365388.0,929989433.6666666,1.0
13,1993,86.0,25000000.0,38922972.0,133752825.0,9.952,2.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,181096164.0,3.0,187.0,60365388.0,929989433.6666666,1.0
14,1991,99.0,19000000.0,101599005.0,174999005.0,9.355,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,174999005.0,5.0,187.0,34999801.0,557993660.2,1.0
15,1993,87.0,17000000.0,44789789.0,60613008.0,9.952,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,174999005.0,5.0,187.0,34999801.0,557993660.2,1.0
16,1992,114.0,50000000.0,55473545.0,159814498.0,9.685,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,369330363.0,10.0,187.0,36933036.3,278996830.1,1.0
17,2014,149.0,61000000.0,167767189.0,369330363.0,16.912,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,369330363.0,10.0,187.0,36933036.3,278996830.1,1.0
18,1992,86.0,7000000.0,16624456.0,16624456.0,9.685,3.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,16624456.0,1.0,187.0,16624456.0,2789968301.0,1.0
19,1992,140.0,35000000.0,24276506.0,29302121.0,9.685,3.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,33459416.0,4.0,187.0,8364854.0,697492075.25,0.0
20,1992,120.0,18000000.0,173585516.0,365070556.0,9.685,3.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,978087613.0,11.0,187.0,88917055.72727273,253633481.9090909,1.0
21,1993,125.0,25000000.0,219195243.0,441286195.0,9.952,2.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,978087613.0,11.0,187.0,88917055.72727273,253633481.9090909,1.0
22,1992,120.0,11000000.0,52929168.0,64088552.0,9.685,3.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,106371651.0,5.0,187.0,21274330.2,557993660.2,1.0
23,1992,95.0,10000000.0,14356479.0,14356479.0,9.685,3.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,70992898.0,5.0,187.0,14198579.6,557993660.2,0.0
24,1993,95.0,12000000.0,5086909.0,5086909.0,9.952,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2789968301.0,34872033.0,3.0,187.0,11624011.0,929989433.6666666,0.0
25,1993,125.0,35000000.0,63179523.0,107198790.0,9.952,2.8,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,107198790.0,3.0,187.0,35732930.0,929989433.6666666,1.0
26,1993,103.0,10000000.0,53615089.0,56500758.0,9.952,2.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,56500758.0,1.0,187.0,56500758.0,2789968301.0,1.0
27,1994,99.0,48000000.0,16827402.0,16827402.0,10.352,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,16827402.0,2.0,187.0,8413701.0,1394984150.5,0.0
28,1994,99.0,25000000.0,15240435.0,15240435.0,10.352,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,15240435.0,3.0,187.0,5080145.0,929989433.6666666,0.0
29,1994,79.0,8000000.0,4330020.0,4330020.0,10.352,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,4330020.0,1.0,187.0,4330020.0,2789968301.0,0.0
30,1994,80.0,27000000.0,13670688.0,13670688.0,10.352,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,13670688.0,1.0,187.0,13670688.0,2789968301.0,0.0
31,1994,141.0,115000000.0,146282411.0,378882411.0,10.352,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,2789968301.0,4.0,187.0,697492075.25,697492075.25,1.0
32,1997,194.0,200000000.0,659363944.0,2187463944.0,11.522,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,2789968301.0,4.0,187.0,697492075.25,697492075.25,1.0
33,2009,162.0,237000000.0,760507625.0,2789968301.0,15.209000000000001,-2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,2789968301.0,4.0,187.0,697492075.25,697492075.25,1.0
34,1995,101.0,40000000.0,14942422.0,14942422.0,10.63,2.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,56714147.0,5.0,187.0,11342829.4,557993660.2,0.0
35,1995,95.0,15000000.0,38187431.0,66433194.0,10.63,2.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,66433194.0,3.0,187.0,22144398.0,929989433.6666666,1.0
36,1995,124.0,16000000.0,67052156.0,81452156.0,10.63,2.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,81471882.0,3.0,187.0,27157294.0,929989433.6666666,1.0
37,1998,114.0,30000000.0,60053195.0,81471882.0,12.038,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,81471882.0,3.0,187.0,27157294.0,929989433.6666666,1.0
38,1995,102.0,20000000.0,50008143.0,50008143.0,10.63,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,50008143.0,1.0,187.0,50008143.0,2789968301.0,1.0
39,1996,108.0,50000000.0,70770147.0,150270147.0,11.030999999999999,3.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,546388105.0,6.0,187.0,91064684.16666667,464994716.8333333,1.0
40,1996,124.0,25000000.0,7343114.0,7343114.0,11.030999999999999,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,46905889.0,3.0,187.0,15635296.333333334,929989433.6666666,0.0
41,1998,111.0,15000000.0,29187243.0,46905889.0,12.038,4.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,46905889.0,3.0,187.0,15635296.333333334,929989433.6666666,1.0
42,1996,92.0,31000000.0,25785603.0,37553752.0,11.030999999999999,3.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,37553752.0,3.0,187.0,12517917.333333334,929989433.6666666,0.0
43,1996,145.0,75000000.0,306169268.0,817400891.0,11.030999999999999,3.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,817400891.0,13.0,187.0,62876991.615384616,214612946.23076922,1.0
44,2004,124.0,125000000.0,186740799.0,542771772.0,14.405999999999999,3.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,817400891.0,13.0,187.0,62876991.615384616,214612946.23076922,1.0
45,2016,120.0,165000000.0,103144286.0,389681935.0,17.689,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,817400891.0,13.0,187.0,62876991.615384616,214612946.23076922,1.0
46,2001,104.0,22000000.0,4274407.0,5271666.0,13.262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,5271666.0,1.0,187.0,5271666.0,2789968301.0,0.0
47,1997,94.0,50000000.0,58406347.0,139804348.0,11.522,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,139804348.0,5.0,187.0,27960869.6,557993660.2,1.0
48,1998,108.0,30000000.0,26528185.0,29202884.0,12.038,4.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,162738726.0,3.0,187.0,54246242.0,929989433.6666666,0.0
49,1998,85.0,71500000.0,144156605.0,294456605.0,12.038,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,443140005.0,7.0,187.0,63305715.0,398566900.14285713,1.0
50,2006,89.0,18000000.0,41011711.0,68824550.0,15.338,2.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,443140005.0,7.0,187.0,63305715.0,398566900.14285713,1.0
51,1997,102.0,32000000.0,30882515.0,79082515.0,11.522,4.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,563749323.0,10.0,187.0,56374932.3,278996830.1,1.0
52,2000,99.0,30000000.0,117559438.0,173959438.0,13.130999999999998,4.1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,563749323.0,10.0,187.0,56374932.3,278996830.1,1.0
53,1997,106.0,33000000.0,29022252.0,30716901.0,11.522,4.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,37666766.0,5.0,187.0,7533353.2,557993660.2,0.0
54,1997,99.0,8000000.0,8363899.0,9615840.0,11.522,4.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,9615840.0,1.0,187.0,9615840.0,2789968301.0,0.0
55,1997,104.0,90000000.0,49323468.0,122823468.0,11.522,4.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,411006740.0,5.0,187.0,82201348.0,557993660.2,0.0
56,1998,121.0,26000000.0,65705771.0,98005666.0,12.038,4.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,368015934.0,8.0,187.0,46001991.75,348746037.625,1.0
57,2005,106.0,100000000.0,154696080.0,330120875.0,14.913,3.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,330120875.0,9.0,187.0,36680097.222222224,309996477.8888889,1.0
58,2004,97.0,25000000.0,36879320.0,69372109.0,14.405999999999999,3.8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,330120875.0,9.0,187.0,36680097.222222224,309996477.8888889,1.0
59,2007,92.0,130000000.0,131921738.0,289047763.0,15.626,1.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,330120875.0,9.0,187.0,36680097.222222224,309996477.8888889,1.0
60,1998,89.0,19000000.0,8165212.0,8165212.0,12.038,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,8165212.0,1.0,187.0,8165212.0,2789968301.0,0.0
61,2001,122.0,35000000.0,31602566.0,74558115.0,13.262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,157107755.0,4.0,187.0,39276938.75,697492075.25,1.0
62,1998,124.0,20000000.0,37672941.0,39278722.0,12.038,4.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,101866030.0,3.0,187.0,33955343.333333336,929989433.6666666,0.0
63,1998,122.0,27000000.0,10452012.0,10452012.0,12.038,4.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,131095614.0,15.0,187.0,8739707.6,185997886.73333332,0.0
64,1998,121.0,66000000.0,83898313.0,189176423.0,12.038,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,189176423.0,4.0,187.0,47294105.75,697492075.25,1.0
65,2005,97.0,43000000.0,24409722.0,56681566.0,14.913,3.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,189176423.0,4.0,187.0,47294105.75,697492075.25,0.0
66,2000,104.0,75000000.0,157299718.0,296339528.0,13.130999999999998,4.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,903655259.0,9.0,187.0,100406139.8888889,309996477.8888889,1.0
67,2003,134.0,110000000.0,214949694.0,407711549.0,13.879000000000001,2.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2789968301.0,903655259.0,9.0,187.0,100406139.8888889,309996477.8888889,1.0
68,2014,132.0,200000000.0,233921534.0,746045700.0,16.912,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,903655259.0,9.0,187.0,100406139.8888889,309996477.8888889,1.0
69,2016,144.0,178000000.0,155442489.0,543934105.0,17.689,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2789968301.0,903655259.0,9.0,187.0,100406139.8888889,309996477.8888889,1.0
70,1998,119.0,23000000.0,176484651.0,369884651.0,12.038,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,369884651.0,11.0,187.0,33625877.36363637,253633481.9090909,1.0
71,2000,116.0,51000000.0,90570999.0,149270999.0,13.130999999999998,4.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,369884651.0,11.0,187.0,33625877.36363637,253633481.9090909,1.0
72,2001,114.0,40000000.0,70839203.0,141069860.0,13.262,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,369884651.0,11.0,187.0,33625877.36363637,253633481.9090909,1.0
73,2003,118.0,55000000.0,33832741.0,65784503.0,13.879000000000001,2.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,369884651.0,11.0,187.0,33625877.36363637,253633481.9090909,0.0
74,2012,92.0,30000000.0,44338224.0,54819301.0,16.197,2.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,369884651.0,11.0,187.0,33625877.36363637,253633481.9090909,0.0
75,1998,116.0,70000000.0,40981289.0,116672912.0,12.038,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,454627263.0,9.0,187.0,50514140.333333336,309996477.8888889,0.0
76,1999,113.0,66000000.0,87704396.0,212404396.0,12.610999999999999,4.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,212404396.0,5.0,187.0,42480879.2,557993660.2,1.0
77,2000,126.0,80000000.0,30919168.0,39459427.0,13.130999999999998,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2789968301.0,186883563.0,7.0,187.0,26697651.85714286,398566900.14285713,0.0
78,1999,89.0,10000000.0,10827810.0,10827810.0,12.610999999999999,4.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,10848783.0,2.0,187.0,5424391.5,1394984150.5,0.0
79,2001,106.0,40000000.0,58856790.0,91753202.0,13.262,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,304654182.0,5.0,187.0,60930836.4,557993660.2,1.0
80,2004,113.0,45000000.0,21009180.0,34586268.0,14.405999999999999,3.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,304654182.0,5.0,187.0,60930836.4,557993660.2,0.0
81,2006,110.0,25000000.0,54607383.0,119498909.0,15.338,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,304654182.0,5.0,187.0,60930836.4,557993660.2,1.0
82,2013,98.0,92000000.0,67349198.0,304654182.0,16.495,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2789968301.0,304654182.0,5.0,187.0,60930836.4,557993660.2,1.0
83,2000,143.0,90000000.0,233632142.0,429632142.0,13.130999999999998,4.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,678151134.0,13.0,187.0,52165471.84615385,214612946.23076922,1.0
84,1999,91.0,8500000.0,17845337.0,22593409.0,12.610999999999999,4.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,62274780.0,5.0,187.0,12454956.0,557993660.2,1.0
85,2002,99.0,30000000.0,51432760.0,62274780.0,13.493,1.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,62274780.0,5.0,187.0,12454956.0,557993660.2,1.0
86,2009,86.0,45000000.0,25200412.0,57881056.0,15.209000000000001,-2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,62274780.0,5.0,187.0,12454956.0,557993660.2,0.0
87,2001,93.0,75000000.0,5411999.0,7622365.0,13.262,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,124596398.0,4.0,187.0,31149099.5,697492075.25,0.0
88,2002,145.0,102000000.0,132072926.0,358372926.0,13.493,1.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2789968301.0,1030314141.0,20.0,187.0,51515707.05,139498415.05,1.0
