imdb_title_id,title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,reviews_from_users,reviews_from_critics
tt0010323,Das Cabinet des Dr. Caligari,1920,1920-02-27,"Fantasy, Horror, Mystery",76,Germany,German,Robert Wiene,"Carl Mayer, Hans Janowitz",Decla-Bioscop AG,"Werner Krauss, Conrad Veidt, Friedrich Feher, Lil Dagover, Hans Heinrich von Twardowski, Rudolf Lettinger","Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",8.1,51644,18000,8811,8811,218.0,148.0
tt0012190,The Four Horsemen of the Apocalypse,1921,1923-01-08,"Drama, Romance, War",150,USA,None,Rex Ingram,"Vicente Blasco IbĂˇĂ±ez, June Mathis",Metro Pictures Corporation,"Pomeroy Cannon, Josef Swickard, Bridgetta Clark, Rudolph Valentino, Virginia Warwick, Alan Hale, Mabel Van Buren, Stuart Holmes, John St. Polis, Alice Terry, Mark Fenton, Derek Ghent, Nigel De Brulier, Bowditch M. Turner, Edward Connelly",An extended family split up in France and Germany find themselves on opposing sides of the battlefield during World War I.,7.2,2935,800000,9183673,9183673,44.0,16.0
tt0021749,City Lights,1931,1931-08-21,"Comedy, Drama, Romance",87,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia, Hank Mann, Charles Chaplin","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",8.5,152716,1500000,19181,32609,270.0,120.0
tt0027977,Modern Times,1936,1936-10-16,"Comedy, Drama, Family",87,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin, Hank Mann, Stanley Blystone, Al Ernest Garcia, Richard Alexander, Cecil Reynolds, Mira McKinney, Murdock MacQuarrie, Wilfred Lucas, Edward LeSaint, Fred Malatesta",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,8.5,197969,1500000,163577,445226,262.0,146.0
tt0029583,Snow White and the Seven Dwarfs,1937,1938-07-08,"Animation, Family, Fantasy",83,USA,English,"William Cottrell, David Hand","Jacob Grimm, Wilhelm Grimm",Walt Disney Productions,"Roy Atwell, Stuart Buchanan, Adriana Caselotti, Eddie Collins, Pinto Colvig, Marion Darlington, Billy Gilbert, Otis Harlan, Lucille La Verne, James MacDonald, Scotty Mattraw, Moroni Olsen, Purv Pullen, Harry Stockwell","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",7.6,168735,1499000,184925486,184925486,229.0,166.0
tt0031381,Gone with the Wind,1939,1942-09-04,"Drama, History, Romance",238,USA,English,"Victor Fleming, George Cukor","Margaret Mitchell, Sidney Howard",Selznick International Pictures,"Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes, Ann Rutherford, George Reeves, Fred Crane, Hattie McDaniel, Oscar Polk, Butterfly McQueen, Victor Jory, Everett Brown, Howard Hickman, Alicia Rhett, Leslie Howard",A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,8.1,269664,3977000,200852579,402352579,808.0,183.0
tt0031679,Mr. Smith Goes to Washington,1939,1940-05-03,"Comedy, Drama",129,USA,English,Frank Capra,"Sidney Buchman, Lewis R. Foster",Columbia Pictures,"Jean Arthur, James Stewart, Claude Rains, Edward Arnold, Guy Kibbee, Thomas Mitchell, Eugene Pallette, Beulah Bondi, H.B. Warner, Harry Carey, Astrid Allwyn, Ruth Donnelly, Grant Mitchell, Porter Hall, H.V. Kaltenborn","A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",8.1,100206,1900000,144738,144738,272.0,110.0
tt0032138,The Wizard of Oz,1939,1940-04-12,"Adventure, Family, Fantasy",102,USA,English,"Victor Fleming, George Cukor","Noel Langley, Florence Ryerson",Metro-Goldwyn-Mayer (MGM),"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Pat Walshe, Clara Blandick, Terry, The Singer Midgets",Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,8.0,357418,2777000,24790250,26120538,641.0,160.0
tt0032455,Fantasia,1940,1942-04-03,"Animation, Family, Fantasy",125,USA,English,"James Algar, Samuel Armstrong","Joe Grant, Dick Huemer",Walt Disney Productions,"Leopold Stokowski, Deems Taylor",A collection of animated interpretations of great works of Western classical music.,7.8,83242,2280000,76408097,76411401,322.0,110.0
tt0032910,Pinocchio,1940,1940-09-06,"Animation, Comedy, Family",88,USA,English,"Norman Ferguson, T. Hee","Carlo Collodi, Ted Sears",Walt Disney Productions,"Mel Blanc, Don Brodie, Stuart Buchanan, Walter Catlett, Marion Darlington, Frankie Darro, Cliff Edwards, Dickie Jones, Charles Judels, John McLeish, Patricia Page, Christian Rub, Evelyn Venable","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",7.4,120088,2600000,84254167,121892045,183.0,131.0
tt0033467,Citizen Kane,1941,1942-04-17,"Drama, Mystery",119,USA,"English, Italian",Orson Welles,"Herman J. Mankiewicz, Orson Welles",RKO Radio Pictures,"Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick, Ray Collins, Erskine Sanford, Everett Sloane, William Alland, Paul Stewart, George Coulouris, Fortunio Bonanova, Gus Schilling, Philip Van Zandt, Georgia Backus, Harry Shannon","Following the death of publishing tycoon, Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",8.3,371943,839727,1585634,1594107,1371.0,265.0
tt0034167,Sergeant York,1941,1941-09-27,"Biography, Drama, History",134,USA,"English, French, German",Howard Hawks,"Abem Finkel, Harry Chandlee",Warner Bros.,"Gary Cooper, Walter Brennan, Joan Leslie, George Tobias, Stanley Ridges, Margaret Wycherly, Ward Bond, Noah Beery Jr., June Lockhart, Dickie Moore, Clem Bevans, Howard Da Silva, Charles Trowbridge, Harvey Stephens, David Bruce",A marksman is drafted in World War I and ends up becoming one of the most celebrated war heroes.,7.7,14348,1400000,16361885,16364924,108.0,40.0
tt0034583,Casablanca,1942,1943-01-23,"Drama, Romance, War",102,USA,"English, French, German, Italian",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein",Warner Bros.,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois",A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,8.5,487757,950000,4108411,4374761,1232.0,187.0
tt0035423,Kate & Leopold,2001,2002-04-05,"Comedy, Fantasy, Romance",118,USA,"English, French",James Mangold,"Steven Rogers, James Mangold",Konrad Pictures,"Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman, Charlotte Ayanna, Philip Bosco, Andrew Jack, Stan Tracy, Kristen Schaal",An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.,6.4,75298,48000000,47121859,76019048,330.0,127.0
tt0036868,The Best Years of Our Lives,1946,1947-05-29,"Drama, Romance, War",170,USA,English,William Wyler,"Robert E. Sherwood, MacKinlay Kantor",The Samuel Goldwyn Company,"Myrna Loy, Fredric March, Dana Andrews, Teresa Wright, Virginia Mayo, Cathy O'Donnell, Hoagy Carmichael, Harold Russell, Gladys George, Roman Bohnen, Ray Collins, Minna Gombell, Walter Baldwin, Steve Cochran, Dorothy Adams",Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,8.0,54234,2100000,23650000,23656620,275.0,119.0
tt0037638,Detour,1945,1946-10-01,"Crime, Drama, Film-Noir",68,USA,English,Edgar G. Ulmer,"Martin Goldsmith, Martin Goldsmith",Producers Releasing Corporation (PRC),"Tom Neal, Ann Savage, Claudia Drake, Edmund MacDonald, Tim Ryan, Esther Howard, Pat Gleason",Chance events trap hitch-hiker Al Roberts in a tightening net of film noir trouble.,7.4,13309,30000,16172,16172,172.0,106.0
tt0038499,Duel in the Sun,1946,1947-09-12,"Drama, Romance, Western",129,USA,English,"King Vidor, Otto Brower","David O. Selznick, Niven Busch",Selznick International Pictures,"Jennifer Jones, Joseph Cotten, Gregory Peck, Lionel Barrymore, Herbert Marshall, Lillian Gish, Walter Huston, Charles Bickford, Harry Carey, Joan Tetzel, Tilly Losch, Butterfly McQueen, Scott McKay, Otto Kruger, Sidney Blackmer","Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad.",6.8,7570,8000000,20408163,20428771,99.0,44.0
tt0039631,Monsieur Verdoux,1947,1947-12-08,"Comedy, Crime, Drama",124,USA,English,Charles Chaplin,"Charles Chaplin, Orson Welles",Charles Chaplin Productions,"Charles Chaplin, Mady Correll, Allison Roddan, Robert Lewis, Audrey Betz, Martha Raye, Ada May, Isobel Elsom, Marjorie Bennett, Helene Heigh, Margaret Hoffman, Marilyn Nash, Irving Bacon, Edwin Mills, Virginia Brissac","A suave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards.",7.9,14501,2000000,64636,64636,80.0,63.0
tt0040522,Ladri di biciclette,1948,1948-11-24,Drama,89,Italy,"Italian, English",Vittorio De Sica,"Cesare Zavattini, Luigi Bartolini",Produzioni De Sica (PDS),"Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Elena Altieri, Gino Saltamerenda, Giulio Chiari, Vittorio Antonucci, Michele Sakara, Fausto Guerzoni, Emma Druetti, Carlo Jachino","In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",8.3,132234,133000,371111,428978,272.0,152.0
tt0040897,The Treasure of the Sierra Madre,1948,1948-01-24,"Adventure, Drama, Western",126,"USA, Mexico","English, Spanish",John Huston,"John Huston, B. Traven",Warner Bros.,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett, Barton MacLane, Alfonso Bedoya, Arturo Soto Rangel, Manuel DondĂ©, JosĂ© Torvay, Margarito Luna",Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,8.2,106099,3000000,215295,215295,256.0,94.0
tt0042192,All About Eve,1950,1951-02-02,Drama,138,USA,"English, French",Joseph L. Mankiewicz,Joseph L. Mankiewicz,Twentieth Century Fox,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill, Hugh Marlowe, Gregory Ratoff, Barbara Bates, Marilyn Monroe, Thelma Ritter, Walter Hampden, Randy Stuart, Craig Hill, Leland Harris, Barbara White",An ingĂ©nue insinuates herself into the lives of an established but aging stage actress and her circle of theater friends.,8.2,112198,1400000,63463,150438,358.0,128.0
tt0042332,Cinderella,1950,1951-04-27,"Animation, Family, Fantasy",74,USA,English,"Clyde Geronimi, Wilfred Jackson","Charles Perrault, Bill Peet",Walt Disney Productions,"Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey, Rhoda Williams, James MacDonald, Helene Stanley, Luis Van Rooten, Don Barclay, Lucille Bliss, Jeffrey Stone, Mike Douglas, William Phipps, Marion Darlington, Earl Keen","When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.",7.3,135133,2900000,93141149,95126535,140.0,126.0
tt0042876,RashĂ´mon,1950,1957-11-01,"Crime, Drama, Mystery",88,Japan,Japanese,Akira Kurosawa,"RyĂ»nosuke Akutagawa, Akira Kurosawa",Daiei Motion Picture Company,"ToshirĂ´ Mifune, Machiko KyĂ´, Masayuki Mori, Takashi Shimura, Minoru Chiaki, KichijirĂ´ Ueda, Noriko Honma, Daisuke KatĂ´","The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",8.2,139567,250000,46808,46808,319.0,137.0
tt0043014,Sunset Blvd.,1950,1950-09-29,"Drama, Film-Noir",110,USA,English,Billy Wilder,"Charles Brackett, Billy Wilder",Paramount Pictures,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Fred Clark, Lloyd Gough, Jack Webb, Franklyn Farnum, Larry J. Blake, Charles Dayton, Cecil B. DeMille, Hedda Hopper, Buster Keaton, Anna Q. Nilsson, H.B. Warner",A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,8.4,184790,1752000,299645,299645,569.0,166.0
tt0044672,The Greatest Show on Earth,1952,1952-05-01,"Drama, Family, Romance",152,USA,"English, Russian",Cecil B. DeMille,"Fredric M. Frank, BarrĂ© Lyndon",Paramount Pictures,"Betty Hutton, Cornel Wilde, Charlton Heston, Dorothy Lamour, Gloria Grahame, Henry Wilcoxon, Lyle Bettger, Lawrence Tierney, Emmett Kelly, Cucciola, Antoinette Concello, John Ringling North, Tuffy Genders, John Kellogg, John Ridgely","The dramatic lives of trapeze artists, a clown, and an elephant trainer are told against a background of circus spectacle.",6.6,11895,4000000,36000000,36000000,125.0,50.0
tt0045152,Singin' in the Rain,1952,1953-01-16,"Comedy, Musical, Romance",103,USA,English,"Stanley Donen, Gene Kelly","Betty Comden, Adolph Green",Metro-Goldwyn-Mayer (MGM),"Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen, Millard Mitchell, Cyd Charisse, Douglas Fowley, Rita Moreno",A silent film production company and cast make a difficult transition to sound.,8.3,202701,2540800,1826108,1864182,619.0,150.0
tt0045205,Sudden Fear,1952,1952-10-24,"Film-Noir, Thriller",110,USA,English,David Miller,"Lenore J. Coffee, Robert Smith",Joseph Kaufman Productions,"Joan Crawford, Jack Palance, Gloria Grahame, Bruce Bennett, Virginia Huston, Mike Connors","After an ambitious actor insinuates himself into the life of a wealthy middle-aged playwright and marries her, he plots with his mistress to murder her.",7.5,4533,720000,24476,24476,90.0,37.0
tt0045793,From Here to Eternity,1953,1953-08-28,"Drama, Romance, War",118,USA,English,Fred Zinnemann,"Daniel Taradash, James Jones",Columbia Pictures,"Burt Lancaster, Montgomery Clift, Deborah Kerr, Donna Reed, Frank Sinatra, Philip Ober, Mickey Shaughnessy, Harry Bellaver, Ernest Borgnine, Jack Warden, John Dennis, Merle Travis, Tim Ryan, Arthur Keegan, Barbara Morrison","In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.",7.6,40200,1650000,36416,36416,167.0,116.0
tt0045826,Glen or Glenda,1953,1953-04-01,Drama,65,USA,English,Edward D. Wood Jr.,Edward D. Wood Jr.,Screen Classics (II),"Bela Lugosi, Lyle Talbot, Timothy Farrell, Dolores Fuller, 'Tommy' Haynes, Edward D. Wood Jr., Charlie Crafts, Conrad Brooks","A psychiatrist tells two stories: one of a transvestite (Glen or Glenda), the other of a pseudohermaphrodite (Alan or Anne).",4.2,7627,20000,10158,10158,130.0,50.0
tt0045888,House of Wax,1953,1953-04-25,Horror,88,USA,English,AndrĂ© De Toth,"Crane Wilbur, Charles Belden",Bryan Foy Productions,"Vincent Price, Frank Lovejoy, Phyllis Kirk, Carolyn Jones, Paul Picerni, Roy Roberts, Angela Clarke, Paul Cavanagh, Dabbs Greer, Charles Bronson, Reggie Rymal","An associate burns down a wax museum with the owner inside, but he survives only to become vengeful and murderous.",7.1,14995,1000000,23750000,23750000,132.0,72.0
tt0046004,Little Fugitive,1953,1953-12-16,"Drama, Family",80,USA,English,"Ray Ashley, Morris Engel","Ray Ashley, Morris Engel",Little Fugitive Production Company,"Richard Brewster, Winifred Cushing, Jay Williams, Will Lee, Charlie Moss, Tommy DeCanio, Richie Andrusco","A young boy fears that he shot his older brother, who is only faking. He then runs away to Coney Island, a crowded beach area, and gets money by returning soda bottles for their deposits.",7.5,2214,30000,29505,162373,32.0,40.0
tt0046183,Peter Pan,1953,1953-07-31,"Animation, Adventure, Family",77,USA,"English, American Sign Language","Clyde Geronimi, Wilfred Jackson","J.M. Barrie, Ted Sears",Walt Disney Productions,"Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins, Tommy Luske, Candy Candido, Tom Conway, Roland Dupree, Don Barclay","Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.",7.3,116035,4000000,87404651,87404651,112.0,133.0
tt0046247,The Robe,1953,1954-04-23,"Drama, History",135,USA,English,Henry Koster,"Philip Dunne, Gina Kaus",Twentieth Century Fox,"Richard Burton, Jean Simmons, Victor Mature, Michael Rennie, Jay Robinson, Dean Jagger, Torin Thatcher, Richard Boone, Betta St. John, Jeff Morrow, Ernest Thesiger, Dawn Addams, Leon Askin","In the Roman province of Judea during the 1st century, Roman tribune Marcellus Gallio is ordered to crucify Jesus of Nazareth but is tormented by his guilty conscience afterwards.",6.7,8487,5000000,36000000,36000000,80.0,43.0
tt0046816,The Caine Mutiny,1954,1954-06-24,"Drama, War",124,USA,English,Edward Dmytryk,"Stanley Roberts, Michael Blankfort",Columbia Pictures,"Humphrey Bogart, JosĂ© Ferrer, Van Johnson, Fred MacMurray, Robert Francis, May Wynn, Tom Tully, E.G. Marshall, Arthur Franz, Lee Marvin, Warner Anderson, Claude Akins, Katherine Warren, Jerry Paris, Steve Brodie","When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",7.7,23103,2000000,21750000,21750000,174.0,45.0
tt0046912,Dial M for Murder,1954,1955-01-28,"Crime, Thriller",105,USA,English,Alfred Hitchcock,"Frederick Knott, Frederick Knott",Warner Bros.,"Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson, Leo Britt, Patrick Allen, George Leigh, George Alderson, Robin Hughes",A tennis player frames his unfaithful wife for first-degree murder after she inadvertently hinders his plan to kill her.,8.2,144321,1400000,12562,18816,325.0,105.0
tt0047034,Gojira,1954,1954-11-03,"Drama, Horror, Sci-Fi",96,Japan,Japanese,IshirĂ´ Honda,"Takeo Murata, IshirĂ´ Honda",Toho Film (Eiga) Co. Ltd.,"Akira Takarada, Momoko KĂ´chi, Akihiko Hirata, Takashi Shimura, Fuyuki Murakami, Sachio Sakai, Toranosuke Ogawa, Ren Yamamoto, Hiroshi Hayashi, SeijirĂ´ Onda, Tsuruko Mano, Takeo Oikawa, Toyoaki Suzuki, Kokuten KĂ´dĂ´, Tadashi Okabe","American nuclear weapons testing results in the creation of a seemingly unstoppable, dinosaur-like beast.",7.6,26401,175000,562711,562711,211.0,120.0
tt0047396,Rear Window,1954,1955-01-07,"Mystery, Thriller",112,USA,English,Alfred Hitchcock,"John Michael Hayes, Cornell Woolrich",Alfred J. Hitchcock Productions,"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter, Raymond Burr, Judith Evelyn, Ross Bagdasarian, Georgine Darcy, Sara Berner, Frank Cady, Jesslyn Fax, Rand Harper, Irene Winston, Havis Davenport",A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,8.4,410462,1000000,36764313,37032034,759.0,145.0
tt0047522,A Star Is Born,1954,1954-10-16,"Drama, Musical, Romance",154,USA,English,George Cukor,"Moss Hart, Dorothy Parker",Transcona Enterprises,"Judy Garland, James Mason, Jack Carson, Charles Bickford, Tommy Noonan, Lucy Marlow, Amanda Blake, Irving Bacon, Hazel Shermet, James Brown","A film star helps a young singer and actress find fame, even as age and alcoholism send his own career on a downward spiral.",7.6,14452,5019770,4335968,4348890,145.0,84.0
tt0048280,Lady and the Tramp,1955,1955-12-23,"Animation, Adventure, Comedy",76,USA,English,"Clyde Geronimi, Wilfred Jackson","Ward Greene, Erdman Penner",Walt Disney Productions,"Peggy Lee, Larry Roberts, Bill Baucom, Verna Felton, George Givot, Stan Freberg, Lee Millar, Barbara Luddy, Bill Thompson, Dal McKennon, Alan Reed, The Mellomen",The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,7.3,112668,4000000,93602326,93933394,122.0,125.0
tt0048545,Rebel Without a Cause,1955,1955-10-29,Drama,111,USA,English,Nicholas Ray,"Stewart Stern, Irving Shulman",Warner Bros.,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt, Steffi Sidney, Marietta Canty, Virginia Brissac, Beverly Long, Ian Wolfe","A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",7.7,77662,1500000,199963,199963,311.0,157.0
tt0048960,Around the World in 80 Days,1956,1956-10-17,"Adventure, Comedy, Family",175,USA,"English, Spanish, French","Michael Anderson, John Farrow","James Poe, John Farrow",Michael Todd Company,"David Niven, Cantinflas, Shirley MacLaine, Robert Newton, Charles Boyer, Joe E. Brown, Martine Carol, John Carradine, Charles Coburn, Ronald Colman, Melville Cooper, NoĂ«l Coward, Finlay Currie, Reginald Denny, Andy Devine",A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,6.8,22689,6000000,42000000,42000000,133.0,35.0
tt0049261,Giant,1956,1957-06-07,"Drama, Western",201,USA,"English, Spanish",George Stevens,"Edna Ferber, Fred Guiol",George Stevens Productions,"Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker, Jane Withers, Chill Wills, Mercedes McCambridge, Dennis Hopper, Sal Mineo, Rod Taylor, Judith Evelyn, Earl Holliman, Robert Nichols, Paul Fix, Alexander Scourby",Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,7.6,31823,5400000,177909,177909,176.0,110.0
tt0049833,The Ten Commandments,1956,1958-04-04,"Adventure, Drama",220,USA,English,Cecil B. DeMille,"Dorothy Clarke Wilson, J.H. Ingraham",Motion Picture Associates (II),"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson, Yvonne De Carlo, Debra Paget, John Derek, Cedric Hardwicke, Nina Foch, Martha Scott, Judith Anderson, Vincent Price, John Carradine, Olive Deering, Douglass Dumbrille","The Egyptian Prince, Moses, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",7.8,58637,13282712,65500000,65500000,267.0,66.0
tt0050212,The Bridge on the River Kwai,1957,1958-01-03,"Adventure, Drama, War",161,"UK, USA","English, Japanese, Thai",David Lean,"Pierre Boulle, Carl Foreman",Horizon Pictures (II),"William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa, James Donald, Geoffrey Horne, AndrĂ© Morell, Peter Williams, John Boxer, Percy Herbert, Harold Goodwin, Ann Sears, HeihachirĂ´ Ă”kawa, KeiichirĂ´ Katsumoto, M.R.B. Chakrabandhu","British POWs build a railway bridge across the river Kwai for their Japanese captors, oblivious of the Allies' plans to destroy it.",8.1,190049,3000000,27200000,27200000,309.0,91.0
tt0052225,South Pacific,1958,1958-04-14,"Musical, Romance, War",157,USA,"English, French",Joshua Logan,"Paul Osborn, Richard Rodgers",Rodgers & Hammerstein Productions,"Rossano Brazzi, Mitzi Gaynor, John Kerr, Ray Walston, Juanita Hall, France Nuyen, Russ Brown, Jack Mullaney, Ken Clark, Floyd Simmons, Candace Lee, Warren Hsieh, Tom Laughlin, Giorgio Tozzi, Archie Savage","On a South Pacific island during World War II, love blooms between a young nurse and a secretive Frenchman who's being courted for a dangerous military mission.",6.8,7538,6000000,458000,458000,119.0,37.0
tt0052311,Touch of Evil,1958,1958-06-06,"Crime, Drama, Film-Noir",95,USA,"English, Spanish",Orson Welles,"Orson Welles, Whit Masterson",Universal International Pictures (UI),"Charlton Heston, Janet Leigh, Orson Welles, Joseph Calleia, Akim Tamiroff, Joanna Moore, Ray Collins, Dennis Weaver, Valentin de Vargas, Mort Mills, Victor Millan, Lalo Rios, Michael Sargent, Phil Harvey, Joi Lansing","A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",8.0,93971,829000,2247465,2286947,304.0,112.0
tt0052357,Vertigo,1958,1958-10-03,"Mystery, Romance, Thriller",128,USA,English,Alfred Hitchcock,"Alec Coppel, Samuel A. Taylor",Alfred J. Hitchcock Productions,"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore, Henry Jones, Raymond Bailey, Ellen Corby, Konstantin Shayne, Lee Patrick",A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,8.3,330818,2479000,7705225,7779797,788.0,172.0
tt0052618,Ben-Hur,1959,1960-09-09,"Adventure, Drama, History",212,USA,English,William Wyler,"Lew Wallace, Karl Tunberg",Metro-Goldwyn-Mayer (MGM),"Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd, Hugh Griffith, Martha Scott, Cathy O'Donnell, Sam Jaffe, Finlay Currie, Frank Thring, Terence Longdon, George Relph, AndrĂ© Morell","When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",8.1,205586,15000000,74422622,74427638,416.0,128.0
tt0053285,Sleeping Beauty,1959,1959-12-18,"Animation, Family, Fantasy",75,USA,English,Clyde Geronimi,"Erdman Penner, Charles Perrault",Walt Disney Productions,"Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton, Barbara Luddy, Barbara Jo Allen, Taylor Holmes, Bill Thompson","After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",7.2,125843,6000000,51600000,51600000,173.0,108.0
tt0054177,Le petit soldat,1963,1963-01-25,"War, Drama",88,France,French,Jean-Luc Godard,Jean-Luc Godard,Les Productions Georges de Beauregard,"Michel Subor, Anna Karina, Henri-Jacques Huet, Paul Beauvais, LĂˇszlĂł SzabĂł","During the Algerian War, a man and woman from opposing sides fall in love with one another.",7.3,5405,180000,24296,24296,25.0,33.0
tt0054215,Psycho,1960,1961-07-07,"Horror, Mystery, Thriller",109,USA,English,Alfred Hitchcock,"Joseph Stefano, Robert Bloch",Shamley Productions,"Anthony Perkins, Vera Miles, John Gavin, Janet Leigh, Martin Balsam, John McIntire, Simon Oakland, Frank Albertson, Patricia Hitchcock, Vaughn Taylor, Lurene Tuttle, John Anderson, Mort Mills","A Phoenix secretary embezzles forty thousand dollars from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",8.5,555227,806947,32000000,32000000,1190.0,231.0
tt0054331,Spartacus,1960,1962-02-09,"Adventure, Biography, Drama",197,USA,English,Stanley Kubrick,"Dalton Trumbo, Howard Fast",Bryna Productions,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton, Peter Ustinov, John Gavin, Nina Foch, John Ireland, Herbert Lom, John Dall, Charles McGraw, Joanna Barnes, Harold J. Stone, Woody Strode, Peter Brocco",The slave Spartacus leads a violent revolt against the decadent Roman Republic.,7.9,115804,12000000,1830650,1836351,293.0,123.0
tt0054357,Swiss Family Robinson,1960,1961-06-30,"Adventure, Family",126,USA,English,Ken Annakin,"Lowell S. Hawley, Johann David Wyss",Walt Disney Productions,"John Mills, Dorothy McGuire, James MacArthur, Janet Munro, Sessue Hayakawa, Tommy Kirk, Kevin Corcoran, Cecil Parker, Andy Ho, Milton Reid, Larry Taylor",A Swiss family must survive being shipwrecked on a deserted island.,7.2,12597,5000000,40356000,40356000,63.0,32.0
