imdb_title_id,title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,reviews_from_users,reviews_from_critics
tt0112817,Dead Man,1995,1995-12-23,"Drama, Fantasy, Western",121,"USA, Germany, Japan","English, Cree",Jim Jarmusch,Jim Jarmusch,Pandora Filmproduktion,"Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen, Michael Wincott, Eugene Byrd, John Hurt, Robert Mitchum, Iggy Pop, Gabriel Byrne, Jared Harris, Mili Avital, Jimmie Ray Weeks, Mark Bringelson, John North","On the run after murdering a man, accountant William Blake encounters a strange Native American man named Nobody who prepares him for his journey into the spiritual world.",7.6,85309,9000000,1037847,1037847,334.0,117.0
tt0112818,Dead Man Walking,1995,1996-04-05,"Crime, Drama",122,"UK, USA",English,Tim Robbins,"Helen Prejean, Tim Robbins",Havoc,"Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry, R. Lee Ermey, Celia Weston, Lois Smith, Scott Wilson, Roberta Maxwell, Margo Martindale, Barton Heyman, Steve Boles, Nesbitt Blaisdell, Ray Aranha, Larry Pine","A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",7.5,84107,11000000,39363635,39363635,206.0,78.0
tt0112819,Dead Presidents,1995,1995-10-06,"Action, Crime, Drama",119,USA,English,"Albert Hughes, Allen Hughes","Allen Hughes, Albert Hughes",Caravan Pictures,"Larenz Tate, Keith David, Chris Tucker, Freddy RodrĂ­guez, Rose Jackson, N'Bushe Wright, Alvaleta Guess, James Pickens Jr., Jenifer Lewis, Clifton Powell, Elizabeth Rodriguez, Terrence Howard, Ryan Williams, Larry McCoy, Rodney Winfield","A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",6.9,18374,10000000,24147179,24147179,85.0,37.0
tt0112851,Desperado,1995,1996-02-23,"Action, Thriller",104,"USA, Mexico","English, Spanish",Robert Rodriguez,Robert Rodriguez,Columbia Pictures,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin, Steve Buscemi, Carlos GĂłmez, Quentin Tarantino, Tito Larriva, Angel Aviles, Danny Trejo, Abraham Verduzco, Carlos Gallardo, Albert Michel Jr., David Alvarado, Angela Lanza",A gunslinger's embroiled in a war with a local drug runner.,7.2,163068,7000000,25405445,25405445,209.0,104.0
tt0112857,Devil in a Blue Dress,1995,1995-09-29,"Crime, Drama, Mystery",102,USA,English,Carl Franklin,"Walter Mosley, Carl Franklin",TriStar Pictures,"Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle, Maury Chaykin, Terry Kinney, Mel Winkler, Albert Hall, Lisa Nicole Carson, Jernard Burks, David Fonteno, John Roselius, Beau Starr, Steven Randazzo, Scott Lincoln","An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.",6.7,16301,27000000,16140822,16140822,61.0,62.0
tt0112864,Die Hard: With a Vengeance,1995,1995-08-18,"Action, Adventure, Thriller",128,USA,"English, German, Romanian",John McTiernan,"Jonathan Hensleigh, Roderick Thorp",Cinergi Pictures Entertainment,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp, Larry Bryggman, Anthony Peck, Nick Wyman, Sam Phillips, Kevin Chamberlin, Sharon Washington, Stephen Pearlman, Michael Alexander Jackson, Aldis Hodge, Mischa Hausserman","John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.",7.6,346388,90000000,100012499,366236538,370.0,164.0
tt0112883,Don Juan DeMarco,1994,1995-06-09,"Comedy, Drama, Romance",97,USA,"English, Spanish",Jeremy Leven,"Lord Byron, Jeremy Leven",New Line Cinema,"Marlon Brando, Johnny Depp, Faye Dunaway, GĂ©raldine Pailhas, Bob Dishy, Rachel Ticotin, Talisa Soto, Marita Geraghty, Richard C. Sarafian, Tresa Hughes, Stephen Singer, Franc Luz, Carmen Argenziano, Jo Champa, Esther Scott","A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.",6.7,46261,25000000,22150451,68792531,134.0,41.0
tt0112895,Dr. Jekyll and Ms. Hyde,1995,1995-12-08,"Comedy, Romance, Sci-Fi",90,"UK, USA, Canada",English,David Price,"David Price, Tim John",The Rank Organisation,"Sean Young, Tim Daly, Lysette Anthony, Stephen Tobolowsky, Harvey Fierstein, Thea Vidale, Jeremy Piven, Polly Bergen, Stephen Shellen, Sheena Larkin, John Franklyn-Robbins, Aron Tager, Jane Connell, Julie Cobb, Kim Morgan Greene","A scientist creating perfumes inherits his great grandfather Dr. Jekyll's formula and decides to use modern technology to improve it. He ends up as an ambitious, ruthless woman. She tries to prevent returning into the spineless man.",4.5,2550,8000000,2763020,2763020,22.0,9.0
tt0112896,Dracula: Dead and Loving It,1995,1995-12-22,"Comedy, Fantasy, Horror",88,"France, USA","English, German",Mel Brooks,"Mel Brooks, Rudy De Luca",Gaumont,"Leslie Nielsen, Peter MacNicol, Steven Weber, Amy Yasbeck, Lysette Anthony, Harvey Korman, Mel Brooks, Mark Blankfield, Megan Cavanagh, Clive Revill, Chuck McCann, Avery Schreiber, Cherie Franklin, Ezio Greggio, Leslie S. Sachs",Mel Brooks' parody of the classic vampire story and its famous film adaptations.,5.9,36624,30000000,10772144,10772144,138.0,52.0
tt0113010,Fair Game,1995,1996-01-19,"Action, Crime, Romance",91,USA,"English, Russian",Andrew Sipes,"Paula Gosling, Charlie Fletcher",Warner Bros.,"William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald, Miguel Sandoval, Johann Carlo, Salma Hayek, John Bedford Lloyd, Olek Krupa, Jenette Goldstein, Marc Macaulay, Sonny Carl Davis, Frank Medrano, Don Yesso, Paul Dillon","Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",4.3,11529,50000000,11534477,11534477,63.0,45.0
tt0113026,The Fantasticks,2000,2000-09-22,"Musical, Romance",86,USA,English,Michael Ritchie,"Tom Jones, Harvey Schmidt",Michael Ritchie Productions,"Joel Grey, Barnard Hughes, Jean Louisa Kelly, Joey McIntyre, Jonathon Morris, Brad Sullivan, Teller, Arturo Gil, Tony Cox, Victoria Stevens, Trayne Thomas, Shaunery Stevens, Dyrk Ashton, Gregory Amato, Lee Bell","A mysterious fair come to a small community in the countryside, which could make real the illusions of two kids.",5.6,1082,10000000,49666,49666,70.0,24.0
tt0113041,Father of the Bride Part II,1995,1996-02-02,"Comedy, Family, Romance",106,USA,English,Charles Shyer,"Albert Hackett, Frances Goodrich",Sandollar Productions,"Steve Martin, Diane Keaton, Martin Short, Kimberly Williams-Paisley, George Newbern, Kieran Culkin, BD Wong, Peter Michael Goetz, Kate McGregor-Stewart, Jane Adams, Eugene Levy, Rebecca Chambers, April Ortiz, Dulcy Rogers, Kathy Anthony","George Banks must deal not only with the pregnancy of his daughter, but also with the unexpected pregnancy of his wife.",6.0,32042,30000000,76594107,76594107,67.0,38.0
tt0113071,First Knight,1995,1995-07-07,"Action, Adventure, Drama",134,"USA, UK",English,Jerry Zucker,"Lorne Cameron, David Hoselton",Columbia Pictures,"Sean Connery, Richard Gere, Julia Ormond, Ben Cross, Liam Cunningham, Christopher Villiers, Valentine Pelka, Colin McCormack, Ralph Ineson, John Gielgud, Stuart Bunce, Jane Robbins, Jean Marie Coffey, Paul Kynman, Tom Lucy","Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",6.0,64325,55000000,37600435,127600435,189.0,57.0
tt0113089,Fluke,1995,1995-06-02,"Drama, Family, Fantasy",96,USA,English,Carlo Carlei,"James Herbert, Carlo Carlei",Metro-Goldwyn-Mayer (MGM),"Samuel L. Jackson, Matthew Modine, Nancy Travis, Eric Stoltz, Max Pomeranc, Ron Perlman, Jon Polito, Bill Cobbs, Collin Wilcox Paxton, Federico Pacifici, Clarinda Ross, Adrian Roberts, Bart Hansard, Deborah Hobart, Libby Whittemore","After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family.",6.7,6189,15000000,3987768,3987768,46.0,25.0
tt0113101,Four Rooms,1995,1995-12-27,Comedy,98,USA,English,"Allison Anders, Alexandre Rockwell","Allison Anders, Alexandre Rockwell",Miramax,"Sammi Davis, Amanda De Cadenet, Valeria Golino, Madonna, Ione Skye, Lili Taylor, Alicia Witt, Jennifer Beals, David Proval, Antonio Banderas, Lana McKissack, Patricia Vonne, Tamlyn Tomita, Danny Verduzco, Salma Hayek",Four interlocking tales that take place in a fading hotel on New Year's Eve.,6.8,92799,4000000,4257354,4257354,190.0,58.0
tt0113118,Friday,1995,1995-04-26,"Comedy, Drama",91,USA,English,F. Gary Gray,"Ice Cube, DJ Pooh",New Line Cinema,"Ice Cube, Chris Tucker, Nia Long, Tommy 'Tiny' Lister, John Witherspoon, Anna Maria Horsford, Regina King, Paula Jai Parker, Faizon Love, DJ Pooh, Angela Means, Vickilyn Reynolds, Ronn Riser, Kathleen Bradley, Tony Cox","Two homies, Smokey and Craig, smoke a dope dealer's weed and try to figure a way to get the $200 they owe to the dealer by 10 p.m. that same night.",7.3,92843,3500000,27467564,28215918,175.0,24.0
tt0113161,Get Shorty,1995,1996-03-15,"Comedy, Crime, Thriller",105,USA,English,Barry Sonnenfeld,"Elmore Leonard, Scott Frank",Metro-Goldwyn-Mayer (MGM),"John Travolta, Gene Hackman, Rene Russo, Danny DeVito, Dennis Farina, Delroy Lindo, James Gandolfini, Jon Gries, Renee Props, David Paymer, Martin Ferrero, Miguel Sandoval, Jacob Vargas, Linda Hart, Bobby Slayton","A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.",6.9,72223,30250000,72101622,115101622,158.0,105.0
tt0113189,GoldenEye,1995,1995-11-24,"Action, Adventure, Thriller",130,"UK, USA","English, Russian, Spanish",Martin Campbell,"Ian Fleming, Michael France",Eon Productions,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, TchĂ©ky Karyo, Gottfried John, Alan Cumming, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz","Years after a friend and fellow 00 agent is killed on a joint mission, a secret space based weapons program known as Goldeneye is stolen. James Bond sets out to stop a Russian crime syndicate from using the weapon.",7.2,226345,60000000,106429941,352194034,451.0,104.0
tt0113211,The Grass Harp,1995,1996-10-11,"Drama, Comedy",107,USA,English,Charles Matthau,"Truman Capote, Stirling Silliphant",Charles Matthau-Jerry Tokofsky-John Davis Productions,"Piper Laurie, Sissy Spacek, Walter Matthau, Edward Furlong, Nell Carter, Jack Lemmon, Mary Steenburgen, Sean Patrick Flanery, Joe Don Baker, Charles Durning, Roddy McDowall, Grayson Fricke, Scott Wilson, Bonnie Bartlett, Mia Kirshner","After his mother's death, Collin Fenwick goes to live with his father's cousins, the wealthy, avaricious, and controlling Verena Talbo, and her compliant, earthy sister Dolly. When a city ...",7.0,2903,8000000,559771,559771,26.0,16.0
tt0113228,Grumpier Old Men,1995,1996-05-31,"Comedy, Romance",101,USA,"English, Italian, German",Howard Deutch,"Mark Steven Johnson, Mark Steven Johnson",Lancaster Gate,"Walter Matthau, Jack Lemmon, Sophia Loren, Ann-Margret, Burgess Meredith, Daryl Hannah, Kevin Pollak, Katie Sagona, Ann Morgan Guilbert, James Andelin, Marcus Klemp, Max Wright, Cheryl Hawker, Wayne A. Evenson, Allison Levine","John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention.",6.7,22794,25000000,71518503,71518503,61.0,26.0
tt0113234,Gumby 1,1995,1995-12-01,"Animation, Adventure, Comedy",90,USA,English,Art Clokey,"Art Clokey, Gloria Clokey",Premavision Inc.,"Dal McKennon, Art Clokey, Gloria Clokey, Manny La Carruba, Alice Young, Janet MacDuff, Patti Morse, Bonnie Rudolph, David Ozzie Ahlers, David Archer, Lillian Nicol, Rick Warren","In this offshoot of the 1950s ""claymation"" cartoon series, the crazy Blockheads threaten to ruin Gumby's benefit concert by replacing the entire city of Clokeytown with robots.",6.3,720,2800000,57100,57100,15.0,9.0
tt0113243,Hackers,1995,1996-05-03,"Comedy, Crime, Drama",107,USA,"English, Italian, Japanese, Russian",Iain Softley,Rafael Moreu,United Artists,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford, Matthew Lillard, Laurence Mason, Renoly Santiago, Fisher Stevens, Alberta Watson, Darren Lee, Peter Y. Kim, Ethan Browne, Lorraine Bracco, Wendell Pierce, Michael Gaston, Marc Anthony",Hackers are blamed for making a virus that will capsize five oil tankers.,6.2,62536,20000000,7563728,7563728,241.0,92.0
tt0113253,Halloween: The Curse of Michael Myers,1995,1995-09-29,"Horror, Thriller",87,USA,English,Joe Chappelle,"Debra Hill, John Carpenter",Halloween VI Productions,"Donald Pleasence, Paul Rudd, Marianne Hagan, Mitchell Ryan, Kim Darby, Bradford English, Keith Bogart, Mariah O'Brien, Leo Geter, J.C. Brandy, Devin Gardner, Susan Swift, George P. Wilbur, Janice Knickrehm, Alan Echeverria","Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.",4.9,28902,5000000,15116634,15116634,369.0,139.0
tt0113277,Heat,1995,1996-02-02,"Crime, Drama, Thriller",170,USA,"English, Spanish",Michael Mann,Michael Mann,Warner Bros.,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore, Diane Venora, Amy Brenneman, Ashley Judd, Mykelti Williamson, Wes Studi, Ted Levine, Dennis Haysbert, William Fichtner, Natalie Portman, Tom Noonan",A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,8.2,535840,60000000,67436818,187436818,1008.0,203.0
tt0113303,Hideaway,1995,1995-03-03,"Fantasy, Horror, Thriller",106,USA,English,Brett Leonard,"Dean R. Koontz, Andrew Kevin Walker",TriStar Pictures,"Jeff Goldblum, Christine Lahti, Alicia Silverstone, Jeremy Sisto, Alfred Molina, Rae Dawn Chong, Kenneth Welsh, Suzy Joachim, Shirley Broderick, Tom McBeath, Joely Collins, Roger Cross, Michael McDonald, Don S. Davis, Rebecca Toolan","Hatch gets a special resuscitative medicine after ""dying"" in a car accident. His wife and daughter only get minor injuries. He gets strange nightmares such as killing a teen girl. Is it just dreams?",5.3,6044,15000000,12201255,12201255,56.0,29.0
tt0113321,Home for the Holidays,1995,1995-11-03,"Comedy, Drama, Romance",103,USA,English,Jodie Foster,"Chris Radant, W.D. Richter",Paramount Pictures,"Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning, Dylan McDermott, Geraldine Chaplin, Steve Guttenberg, Cynthia Stevenson, Claire Danes, Emily Ann Lloyd, Zack Duhame, Austin Pendleton, David Strathairn, Amy Yasbeck, James Lecesne","After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",6.6,10957,20000000,17519169,17519169,87.0,52.0
tt0113326,Hung fan kui,1995,1997-06-27,"Action, Comedy, Crime",104,Hong Kong,"Cantonese, English",Stanley Tong,"Edward Tang, Fibe Ma",Golden Harvest Company,"Jackie Chan, Anita Mui, FranĂ§oise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit, Man-Ching Chan, Fred Andrucci, Mark Antoniuk, Lauro David Chartrand-DelValle, Chris Franco, Lance Gibson, David Hooper",A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,6.7,36515,7500000,32392047,32392047,97.0,71.0
tt0113347,How to Make an American Quilt,1995,1995-10-06,"Comedy, Drama, Romance",117,USA,English,Jocelyn Moorhouse,"Whitney Otto, Jane Anderson",Universal Pictures,"Kaelynn Craddick, Sara Craddick, Kate Capshaw, Adam Baldwin, Winona Ryder, Dermot Mulroney, Ellen Burstyn, Anne Bancroft, Maya Angelou, Alfre Woodard, Lois Smith, Jean Simmons, Kate Nelligan, Denis Arndt, Rip Torn",Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,6.3,10162,10000000,23600020,41200020,51.0,31.0
tt0113360,The Hunted,1995,1995-02-24,"Action, Drama, Thriller",110,USA,"English, Japanese",J.F. Lawton,J.F. Lawton,Universal Pictures,"Christopher Lambert, John Lone, Joan Chen, Yoshio Harada, YĂ´ko Shimada, Mari Natsuki, Tak Kubota, Masumi Okada, Tatsuya Irie, Michael Warren, Bart Anderson, James Saito, Seth Sakai, Toshishiro Obata, Ken Kensei","A New Yorker on business in Nagoya meets a lady in the hotel bar. Returning to her room, 3 ninjas kill her and wound him. He sees the ninja boss' face. Ninjas try to kill him again but new samurai friends help, hide and train him.",6.0,4481,25000000,6609661,6609661,59.0,36.0
tt0113409,In the Mouth of Madness,1994,1995-02-03,"Drama, Horror, Mystery",95,USA,English,John Carpenter,Michael De Luca,New Line Cinema,"Sam Neill, Julie Carmen, JĂĽrgen Prochnow, David Warner, John Glover, Bernie Casey, Peter Jason, Charlton Heston, Frances Bay, Wilhelm von Homburg, Kevin Rushton, Gene Mack, Conrad Bergschneider, Marvin Scott, Katherine Ashby",An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,7.2,56022,8000000,8924549,8924549,262.0,159.0
tt0113416,The Incredibly True Adventure of Two Girls in Love,1995,1995-06-16,"Comedy, Drama, Romance",94,USA,English,Maria Maggenti,Maria Maggenti,Fine Line Features,"Laurel Holloman, Maggie Moore, Kate Stafford, Sabrina Artel, Toby Poser, Nelson Edwin RodrĂ­guez, Dale Dickey, Nicole Ari Parker, Andrew Wright, Katlin Tyler, Anna Padgett, Chelsea Catthouse, Stephanie Berry, Babs Davy, John Elsen",An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,6.5,4095,250000,2210408,2210408,36.0,22.0
tt0113419,The Indian in the Cupboard,1995,1995-12-27,"Drama, Family, Fantasy",96,USA,English,Frank Oz,"Lynne Reid Banks, Melissa Mathison",Columbia Pictures,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano, Ryan Olson, Leon Tejwani, Lucas Tejwani, Christopher Conte, Cassandra Brown","Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cabinet from his older brother, a set of antique keys from his mother and a tiny plastic model of an Indian from his best friend Patrick.",6.0,24540,45000000,35656131,35656131,50.0,27.0
tt0113451,Jade,1995,1995-11-03,"Crime, Drama, Thriller",95,USA,English,William Friedkin,Joe Eszterhas,Paramount Pictures,"David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna, Michael Biehn, Donna Murphy, Ken King, Holt McCallany, David Hunt, Angie Everhart, Kevin Tighe, Robin Thomas, Jay Jacobus, Victoria Smith, Drew Snyder","A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",5.3,10796,50000000,9851610,9851610,73.0,52.0
tt0113463,Jefferson in Paris,1995,1995-06-23,"Biography, Drama, History",139,"USA, France","English, French",James Ivory,Ruth Prawer Jhabvala,Touchstone Pictures,"Nick Nolte, Gwyneth Paltrow, Estelle Eonnet, Thandie Newton, Seth Gilliam, Todd Boyce, Nigel Whitmey, Nicolas Silberg, Catherine Samie, Lionel Robert, Stanislas CarrĂ© de Malberg, Jean Rupert, Yvette Petit, Paolo Mantini, FrĂ©dĂ©ric van den Driessche","One of the obsessive speculations in American history is whether Thomas Jefferson, in the years before he became president, had an affair with (and fathered a child with) his 15-year-old ...",5.7,2697,14000000,2473668,2473668,31.0,20.0
tt0113481,Johnny Mnemonic,1995,1996-02-09,"Action, Drama, Sci-Fi",96,"Canada, USA","English, Japanese",Robert Longo,"William Gibson, William Gibson",TriStar Pictures,"Keanu Reeves, Dina Meyer, Ice-T, Takeshi Kitano, Denis Akiyama, Dolph Lundgren, Henry Rollins, Barbara Sukowa, Udo Kier, Tracy Tweed, Falconer Abraham, Don Francks, Diego Chambers, Sherry Miller, Arthur Eng","A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",5.7,63495,26000000,19075720,19075720,143.0,104.0
tt0113492,Judge Dredd,1995,1995-07-21,"Action, Crime, Sci-Fi",96,USA,English,Danny Cannon,"John Wagner, Carlos Ezquerra",Hollywood Pictures,"Sylvester Stallone, Armand Assante, Rob Schneider, JĂĽrgen Prochnow, Max von Sydow, Diane Lane, Joanna Miles, Joan Chen, Balthazar Getty, Maurice RoĂ«ves, Ian Dury, Christopher Adamson, Ewen Bremner, Peter Marinker, Angus MacInnes","In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",5.6,105187,90000000,34693481,113493481,251.0,114.0
tt0113497,Jumanji,1995,1996-02-16,"Adventure, Comedy, Family",104,USA,"English, French",Joe Johnston,"Jonathan Hensleigh, Greg Taylor",TriStar Pictures,"Robin Williams, Jonathan Hyde, Kirsten Dunst, Bradley Pierce, Bonnie Hunt, Bebe Neuwirth, David Alan Grier, Patricia Clarkson, Adam Hann-Byrd, Laura Bell Bundy, James Handy, Gillian Barber, Brandon Obray, Cyrus Thiedeke, Gary Joseph Thorup","When two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game.",7.0,278445,65000000,100499940,262821940,220.0,101.0
tt0113538,A Kid in King Arthur's Court,1995,1995-08-11,"Adventure, Comedy, Family",89,"USA, Hungary, UK",English,Michael Gottlieb,"Michael Part, Robert L. Levy",Tapestry Films,"Thomas Ian Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig, David Tysall, Ron Moody, Barry Stanton, Michael Mehlmann, Melanie Oettinger, Rebecca Denton, Michael Kelly, Louise Rosner, Paul Rosner",A Little League player is sent back into medieval times where he is given the task of saving Camelot.,4.7,5402,15000000,13406717,13406717,19.0,11.0
tt0113540,Kids,1995,1995-09-01,Drama,91,USA,English,Larry Clark,Harmony Korine,Guys Upstairs,"Leo Fitzpatrick, Sarah Henderson, Justin Pierce, Joseph Chan, Johnathan Staci Kim, Adriane Brown, Sajan Bhagat, Billy Valdes, Billy Waldeman, Javier Nunez, Luis NĂşĂ±ez, Christian Bruna, Alex Glen, ChloĂ« Sevigny, Rosario Dawson","A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",7.1,69087,1500000,7412216,7412216,418.0,72.0
tt0113552,Kiss of Death,1995,1995-06-09,"Action, Crime, Thriller",101,USA,English,Barbet Schroeder,"Eleazar Lipsky, Ben Hecht",Twentieth Century Fox,"David Caruso, Samuel L. Jackson, Nicolas Cage, Helen Hunt, Kathryn Erbe, Stanley Tucci, Michael Rapaport, Ving Rhames, Philip Baker Hall, Anthony Heald, Angel David, John Costelloe, Lindsay J. Wrinn, Megan L. Wrinn, Katie Sagona",A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,5.9,16111,40000000,14942422,14942422,60.0,45.0
tt0113627,Leaving Las Vegas,1995,1996-01-26,"Drama, Romance",111,"France, UK, USA","English, Russian",Mike Figgis,"John O'Brien, Mike Figgis",Lumiere Pictures,"Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis, Steven Weber, Kim Adams, Emily Procter, Stuart Regen, Valeria Golino, Graham Beckel, Albert Henderson, Shashi Bhatia, Carey Lowell, Anne Lange, Thomas Kopache","Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera..",7.5,108562,3600000,32029928,32029928,314.0,107.0
tt0113670,A Little Princess,1995,1996-04-05,"Drama, Family, Fantasy",97,USA,"English, French",Alfonso CuarĂłn,"Frances Hodgson Burnett, Richard LaGravenese",Warner Bros.,"Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer, Arthur Malet, Vanessa Chester, Errol Sitahal, Heather DeLoach, Taylor Fry, Darcie Bradford, Rachael Bella, Alexandra Rea-Baum, Camilla Belle, Lauren Blumenfeld, Kelsey Mulrooney",A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,7.7,30115,17000000,10015449,10015449,125.0,30.0
tt0113677,Living in Oblivion,1995,1995-07-21,"Comedy, Drama",90,USA,English,Tom DiCillo,Tom DiCillo,JDI Productions,"Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck, James Le Gros, Rica Martens, Peter Dinklage, Kevin Corrigan, Hilary Gilford, Robert Wightman, Tom Jarmusch, Michael Griffiths, Matthew Grace, Ryan Bowker, Francesca DiMauro",Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.,7.5,15340,500000,1111790,1111790,78.0,49.0
tt0113690,Lord of Illusions,1995,1995-08-25,"Horror, Mystery, Thriller",109,USA,English,Clive Barker,"Clive Barker, Clive Barker",Seraphim Films,"Scott Bakula, J. Trevor Edmond, Daniel von Bargen, Kevin J. O'Connor, Joseph Latimore, Sheila Tousey, Susan Traylor, Ashley Tesoro, Michael Angelo Stuno, Keith Brunsmann, Barbara Patrick, Wayne Grace, Mikey LeBeau, Robb Humphreys, Jimmy Shaw","During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult, who are waiting for the resurrection of their leader Nix. 13 years ago, Nix was...",6.1,13705,12000000,13294422,13294422,75.0,82.0
tt0113691,Losing Isaiah,1995,1995-03-17,Drama,111,USA,English,Stephen Gyllenhaal,"Seth Margolis, Naomi Foner",Paramount Pictures,"Jessica Lange, Halle Berry, David Strathairn, Cuba Gooding Jr., Daisy Eagan, Marc John Jefferies, Samuel L. Jackson, Joie Lee, Regina Taylor, LaTanya Richardson Jackson, Jacqueline Brookes, Donovon Ian H. McKnight, Rikkia A. Smith, Paulette McDaniels, Velma Austin","The natural and adoptive mothers of a young boy are involved in a bitter, controversial custody battle.",6.4,5210,17000000,7603766,7603766,41.0,15.0
tt0113749,Mallrats,1995,1995-10-20,"Comedy, Romance",94,USA,English,Kevin Smith,Kevin Smith,Gramercy Pictures (I),"Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani, Ben Affleck, Joey Lauren Adams, RenĂ©e Humphrey, Jason Mewes, Ethan Suplee, Stan Lee, Priscilla Barnes, Michael Rooker, Carol Banker, Steven Blackwell, Kyle Boe","Both dumped by their girlfriends, two best friends seek refuge in the local mall.",7.1,110933,6000000,2122561,2122561,441.0,93.0
tt0113758,Man with a Plan,1996,1996-11-01,Comedy,89,USA,English,John O'Brien,John O'Brien,,"Fred Tuttle, Bill Blachly, Bryan Pfeiffer, Bruce Lyndes, James Wallace, Tom Blachly, Kermit Glines, Euclid Farnham, Priscilla Farnham, Edgar Dodge, Barbara Kohn, Jamie Drysdale","Fred Tuttle, faced with his father's impending hip operation and his failing farm, needs to make a six-digit salary with a fourth-grade education. So he runs for U.S. Representative from ...",6.4,125,100000,33402,33402,7.0,4.0
tt0113819,Mighty Aphrodite,1995,1996-04-26,"Comedy, Fantasy, Romance",95,USA,"English, Latin",Woody Allen,Woody Allen,Sweetland Films,"Pamela Blair, Rene Ceballos, Elie Chaib, George De La Pena, Joanne DiMauro, Denise Faye, Marian Filali, Angelo Fraboni, Scott Fowler, Seth Gertsacov, Patti Karr, Fred Mann III, John Mineo, Christopher Nelson, Valda Setterfield","When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.",7.0,36258,15000000,6468498,6468498,93.0,53.0
