,genres,imdb_id,production_companies,Title,year,GDP in Trilion $,GDP growth rate %,Duration,Country,Director,Budget,USA_gross_income,Worldwide_gross_income
421,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0102713,"[{'name': 'Columbia Pictures', 'id': 5}]",The Prince of Tides,1991,9.355,-0.1,132,USA,Barbra Streisand,30000000,74787599,74787599
422,"[{'id': 35, 'name': 'Comedy'}]",tt0103241,"[{'name': 'Touchwood Pacific Partners 1', 'id': 8830}, {'name': 'Touchstone Pictures', 'id': 9195}]",What About Bob?,1991,9.355,-0.1,99,USA,Frank Oz,35000000,63707829,63707829
423,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0102510,"[{'name': 'Paramount Pictures', 'id': 4}]",The Naked Gun 2Ä‚â€šĂ‹ĹĄ: The Smell of Fear,1991,9.355,-0.1,85,USA,David Zucker,23000000,86930411,86930411
424,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0101764,"[{'name': 'Stone Group Pictures', 'id': 3470}]",Double Impact,1991,9.355,-0.1,110,USA,Sheldon Lettich,15000000,30102717,30102717
425,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0102005,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Krisjair', 'id': 22058}, {'name': 'Laredo', 'id': 22059}]",Harley Davidson and the Marlboro Man,1991,9.355,-0.1,98,USA,Simon Wincer,23000000,7434726,7434726
426,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",tt0101902,"[{'name': 'All Girl Productions', 'id': 10535}]",For the Boys,1991,9.355,-0.1,138,USA,Mark Rydell,40000000,17860280,23202444
427,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",tt0101587,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Castle Rock Entertainment', 'id': 97}]",City Slickers,1991,9.355,-0.1,113,USA,Ron Underwood,27000000,124033791,179033791
428,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0102685,"[{'name': '20th Century Fox', 'id': 25}, {'name': 'Largo Entertainment', 'id': 1644}, {'name': 'JVC Entertainment Networks', 'id': 4248}]",Point Break,1991,9.355,-0.1,122,"Japan, USA",Kathryn Bigelow,24000000,43218387,83531958
429,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",tt0105378,"[{'name': 'Orion Pictures', 'id': 41}]",Shadows and Fog,1991,9.355,-0.1,85,USA,Woody Allen,14000000,2735731,2735731
430,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0101701,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",Delirious,1991,9.355,-0.1,96,USA,Tom Mankiewicz,18000000,5546827,5546827
431,"[{'id': 18, 'name': 'Drama'}]",tt0102753,"[{'name': 'Seven Arts Pictures', 'id': 14159}, {'name': 'Carolco Pictures', 'id': 14723}]",Rambling Rose,1991,9.355,-0.1,112,USA,Martha Coolidge,7500000,6266621,6266621
432,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt0103247,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Silver Screen Partners IV', 'id': 10282}, {'name': 'Hybrid Productions Inc.', 'id': 12608}]",White Fang,1991,9.355,-0.1,107,USA,Randal Kleiser,14000000,34793160,34793160
433,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",tt0102059,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",Hot Shots!,1991,9.355,-0.1,84,USA,Jim Abrahams,26000000,69467617,181096164
434,"[{'id': 12, 'name': 'Adventure'}]",tt0102782,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Price Entertainment', 'id': 23808}]",Return to the Blue Lagoon,1991,9.355,-0.1,102,USA,William A. Graham,11000000,2807854,2807854
435,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt0102411,"[{'name': 'Hollywood Pictures', 'id': 915}]",The Marrying Man,1991,9.355,-0.1,115,USA,Jerry Rees,26000000,12454768,12454768
436,"[{'id': 35, 'name': 'Comedy'}]",tt0102849,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]",Scenes from a Mall,1991,9.355,-0.1,89,USA,Paul Mazursky,3000000,9563393,9563393
437,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10751, 'name': 'Family'}]",tt0102603,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}, {'name': 'Joseph S. Vecchio Entertainment', 'id': 82572}]",Oscar,1991,9.355,-0.1,109,USA,John Landis,35000000,23562716,23562716
438,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0101410,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Circle Films', 'id': 11273}]",Barton Fink,1991,9.355,-0.1,116,"USA, UK","Joel Coen, Ethan Coen",9000000,6153939,6153939
439,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0102900,"[{'name': 'Palace Pictures', 'id': 927}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",Shattered,1991,9.355,-0.1,98,USA,Wolfgang Petersen,22000000,11511031,11511031
440,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0102915,"[{'name': 'Original Pictures', 'id': 4234}, {'name': 'Warner Bros.', 'id': 6194}]",Showdown in Little Tokyo,1991,9.355,-0.1,79,USA,Mark L. Lester,8000000,2275557,2275557
441,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0101507,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]",Boyz n the Hood,1991,9.355,-0.1,112,USA,John Singleton,6500000,57504069,57529070
442,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt0101516,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Baltimore Pictures', 'id': 11407}]",Bugsy,1991,9.355,-0.1,136,USA,Barry Levinson,30000000,49114016,49114016
443,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0102945,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",Sleeping with the Enemy,1991,9.355,-0.1,99,USA,Joseph Ruben,19000000,101599005,174999005
444,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",tt0102749,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Palace Pictures', 'id': 927}]",A Rage in Harlem,1991,9.355,-0.1,115,"UK, USA",Bill Duke,8000000,10438504,10438504
445,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0102460,"[{'name': 'Universal Pictures', 'id': 33}]",Mobsters,1991,9.355,-0.1,104,USA,Michael Karbelnikoff,23000000,20246790,20246790
446,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0102526,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jackson/McHenry Company,The', 'id': 37350}, {'name': 'Jacmac Films', 'id': 73997}]",New Jack City,1991,9.355,-0.1,97,USA,Mario Van Peebles,8000000,47624353,47624353
447,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",tt0102070,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Silver Pictures', 'id': 1885}]",Hudson Hawk,1991,9.355,-0.1,100,USA,Michael Lehmann,65000000,17218080,17218080
448,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0102266,"[{'name': 'Geffen Pictures', 'id': 360}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]",The Last Boy Scout,1991,9.355,-0.1,105,USA,Tony Scott,29000000,59509925,59509925
449,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",tt0102729,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Silver Lion Films', 'id': 11601}, {'name': 'Sean Daniel Company', 'id': 19857}]",Pure Luck,1991,9.355,-0.1,96,"USA, Mexico",Nadia Tass,17010000,22641969,24941969
450,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt0102818,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Silver Screen Partners IV', 'id': 10282}]",Run,1991,9.355,-0.1,91,"USA, Canada",Geoff Burrowes,16000000,4409328,4409328
451,"[{'id': 18, 'name': 'Drama'}]",tt0102116,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'NHK', 'id': 15505}, {'name': 'Mico', 'id': 42344}, {'name': 'Mount Film Group', 'id': 42345}]",The Indian Runner,1991,9.355,-0.1,127,"USA, Japan",Sean Penn,7000000,191125,191125
452,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0101373,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'The Saul Zaentz Company', 'id': 5237}]",At Play in the Fields of the Lord,1991,9.355,-0.1,189,"USA, Brazil",Hector Babenco,36000000,1345903,1345903
453,"[{'id': 35, 'name': 'Comedy'}]",tt0103007,"[{'name': 'JVC Entertainment', 'id': 182}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Largo Entertainment', 'id': 1644}]",The Super,1991,9.355,-0.1,84,"USA, Japan",Rod Daniel,22000000,11000863,11000863
454,"[{'id': 18, 'name': 'Drama'}]",tt0101597,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",Closet Land,1991,9.355,-0.1,89,USA,Radha Bharadwaj,4000000,259012,259012
455,"[{'id': 35, 'name': 'Comedy'}]",tt0101786,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hughes Entertainment', 'id': 477}]",Dutch,1991,9.355,-0.1,107,USA,Peter Faiman,17000000,4603929,4603929
456,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",tt0102395,"[{'name': 'Gladden Entertainment', 'id': 1648}]",Mannequin: On the Move,1991,9.355,-0.1,95,USA,Stewart Raffill,13000000,3752428,3752428
457,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0102614,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Arnold Kopelson Productions', 'id': 16775}, {'name': 'Seagal/Nasso Productions', 'id': 17825}]",Out for Justice,1991,9.355,-0.1,91,USA,John Flynn,14000000,39673161,39673161
458,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0101412,"[{'name': 'Les Films 21', 'id': 1113}, {'name': 'Republic Pictures', 'id': 1432}]",Beastmaster 2: Through the Portal of Time,1991,9.355,-0.1,107,"USA, France",Sylvio Tabet,6000000,869325,869325
459,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",tt0102802,"[{'name': 'Goldcrest Films International', 'id': 500}, {'name': 'Sullivan Bluth Studios', 'id': 6422}, {'name': 'The Samuel Goldwyn Company', 'id': 8888}]",Rock-A-Doodle,1991,9.355,-0.1,77,"Ireland, UK, USA","Don Bluth, Gary Goldman",18000000,11657385,11657385
460,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0104418,"[{'name': 'Hemdale Film Corporation', 'id': 469}]",Highway to Hell,1991,9.355,-0.1,94,USA,Ate de Jong,9000000,26055,26055
461,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt0102655,"[{'name': 'Paramount Pictures', 'id': 4}]",The Perfect Weapon,1991,9.355,-0.1,83,USA,Mark DiSalle,10000000,14061361,14061361
462,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0120004,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Marubeni', 'id': 4650}, {'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'id': 7237}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 15278}]",The Relic,1997,11.522,4.4,110,"UK, USA, Japan, Germany",Peter Hyams,40000000,33956608,33956608
463,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0120107,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",Shadow Conspiracy,1997,11.522,4.4,103,USA,George P. Cosmatos,45000000,2312463,2312463
464,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0120390,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Rysher Entertainment', 'id': 11661}]",Turbulence,1997,11.522,4.4,100,USA,Robert Butler,55000000,11538235,11538235
465,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0119664,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Touchstone Pictures', 'id': 9195}]",Metro,1997,11.522,4.4,117,USA,Thomas Carter,55000000,32000301,32000301
466,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",tt0118928,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Pacific Western', 'id': 1280}]",Dantes Peak,1997,11.522,4.4,108,USA,Roger Donaldson,116000000,67127760,178127760
467,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0119937,"[{'name': 'Hollywood Pictures', 'id': 915}]",Prefontaine,1997,11.522,4.4,106,USA,Steve James,8000000,589304,589304
468,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0118548,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Malpaso Productions', 'id': 171}]",Absolute Power,1997,11.522,4.4,121,USA,Clint Eastwood,50000000,50068310,50068310
469,"[{'id': 35, 'name': 'Comedy'}]",tt0120434,"[{'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}]",Vegas Vacation,1997,11.522,4.4,93,USA,Stephen Kessler,25000000,36400360,36400360
470,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt0116922,"[{'name': 'Ciby 2000', 'id': 105}, {'name': 'October Films', 'id': 236}, {'name': 'Asymmetrical Productions', 'id': 373}, {'name': 'Lost Highway Productions', 'id': 374}]",Lost Highway,1997,11.522,4.4,134,"France, USA",David Lynch,15000000,3675201,3703548
471,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0120036,"[{'name': 'New Deal Productions', 'id': 1947}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Peters Entertainment', 'id': 16774}]",Rosewood,1997,11.522,4.4,140,USA,John Singleton,25000000,13130349,13130349
472,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0119008,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Mark Johnson Productions', 'id': 2604}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Baltimore Pictures', 'id': 11407}]",Donnie Brasco,1997,11.522,4.4,127,USA,Mike Newell,35000000,41909762,124909762
473,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0119951,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rysher Entertainment', 'id': 11661}]",Private Parts,1997,11.522,4.4,109,USA,Betty Thomas,28000000,41230799,41230799
474,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",tt0120053,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'Rysher Entertainment', 'id': 11661}]",The Saint,1997,11.522,4.4,116,USA,Phillip Noyce,68000000,61363304,118063304
475,"[{'id': 35, 'name': 'Comedy'}]",tt0119528,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",Liar Liar,1997,11.522,4.4,86,USA,Tom Shadyac,45000000,181410615,302710615
476,"[{'id': 18, 'name': 'Drama'}]",tt0120094,"[{'name': 'Q Productions', 'id': 4729}, {'name': 'Esparza / Katz Productions', 'id': 9313}]",Selena,1997,11.522,4.4,127,USA,Gregory Nava,20000000,35281794,35281794
477,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt0118972,"[{'name': 'Columbia Pictures', 'id': 5}]",The Devils Own,1997,11.522,4.4,111,USA,Alan J. Pakula,90000000,42868348,140807547
478,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",tt0118829,"[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'David Kirschner Productions', 'id': 11050}, {'name': 'Turner Feature Animation', 'id': 90511}]",Cats Dont Dance,1997,11.522,4.4,75,USA,Mark Dindal,32000000,3566637,3566637
479,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0120389,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Toei Company', 'id': 9255}]",Turbo: A Power Rangers Movie,1997,11.522,4.4,99,"USA, Japan","Shuki Levy, David Winning",8000000,8363899,9615840
480,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0118623,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Studio Trite', 'id': 6453}]",Anna Karenina,1997,11.522,4.4,108,USA,Bernard Rose,35000000,858553,858553
481,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0118615,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Middle Fork Productions', 'id': 3803}, {'name': 'Iguana Producciones', 'id': 11134}, {'name': 'Skylight Cinema Foto Art', 'id': 16387}, {'name': 'St. Tropez Films', 'id': 55532}, {'name': 'Cinema Line Film Corporation', 'id': 55533}]",Anaconda,1997,11.522,4.4,89,USA,Luis Llosa,45000000,65885767,136885767
482,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0118655,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Capella International', 'id': 594}, {'name': ""Eric's Boy"", 'id': 595}]",Austin Powers: International Man of Mystery,1997,11.522,4.4,94,USA,Jay Roach,16500000,53883989,67683989
483,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0118771,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Dino De Laurentiis Company', 'id': 10308}, {'name': 'Spelling Films', 'id': 10355}]",Breakdown,1997,11.522,4.4,93,USA,Jonathan Mostow,36000000,50159144,50159144
484,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",tt0119567,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]",The Lost World: Jurassic Park,1997,11.522,4.4,129,USA,Steven Spielberg,73000000,229086679,618638999
485,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0118880,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Kouf/Bigelow Productions', 'id': 3589}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Hiett Designs of Las Vegas', 'id': 78338}, {'name': 'Runway Pictures Inc', 'id': 78339}]",Con Air,1997,11.522,4.4,115,USA,Simon West,75000000,101117573,224012234
486,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",tt0120179,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Tulip Productions', 'id': 35304}]",Speed 2: Cruise Control,1997,11.522,4.4,121,USA,Jan de Bont,160000000,48608066,164508066
487,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",tt0118688,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Warner Bros.', 'id': 6194}]",Batman & Robin,1997,11.522,4.4,125,"USA, UK",Joel Schumacher,125000000,107353792,238235915
488,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0119282,"[{'name': 'Walt Disney Pictures', 'id': 2}]",Hercules,1997,11.522,4.4,93,USA,"Ron Clements, John Musker",85000000,99112101,252712101
489,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0119738,"[{'name': 'TriStar Pictures', 'id': 559}]",My Best Friends Wedding,1997,11.522,4.4,105,USA,P.J. Hogan,38000000,127120029,299288605
490,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0119094,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Permut Presentations', 'id': 455}, {'name': 'WCG Entertainment Productions', 'id': 456}, {'name': 'Douglas/Reuther Productions', 'id': 458}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Krane Entertainment', 'id': 25358}]",Face/Off,1997,11.522,4.4,138,USA,John Woo,80000000,112276146,245676146
491,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0119654,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]",Men in Black,1997,11.522,4.4,98,USA,Barry Sonnenfeld,90000000,250690539,589390539
492,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0120133,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'The Bubble Factory', 'id': 27128}]",A Simple Wish,1997,11.522,4.4,89,USA,Michael Ritchie,28000000,8345056,8345056
493,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",tt0118884,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'South Side Amusement Company', 'id': 43910}]",Contact,1997,11.522,4.4,150,USA,Robert Zemeckis,90000000,100920329,171120329
494,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt0119173,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'First Independent Films', 'id': 1643}, {'name': 'Largo Entertainment', 'id': 1644}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Trap-Two-Zero Productions', 'id': 1646}]",G.I. Jane,1997,11.522,4.4,125,"USA, UK",Ridley Scott,50000000,48169156,48169156
495,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0118887,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Across the River Productions', 'id': 978}, {'name': 'Woods Entertainment', 'id': 979}]",Cop Land,1997,11.522,4.4,105,USA,James Mangold,15000000,44862187,44862187
496,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",tt0119081,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Impact Pictures', 'id': 248}, {'name': 'Golar Productions', 'id': 2484}]",Event Horizon,1997,11.522,4.4,96,"UK, USA",Paul W.S. Anderson,60000000,26673242,26673242
497,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0120177,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Pull Down Your Pants Pictures', 'id': 3907}, {'name': 'Todd McFarlane Entertainment', 'id': 23364}]",Spawn,1997,11.522,4.4,96,USA,Mark A.Z. DippĂ„â€šĂ‚Â©,40000000,54870175,87840042
498,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",tt0118570,"[{'name': 'Walt Disney Pictures', 'id': 2}]",Air Bud,1997,11.522,4.4,98,"USA, Canada",Charles Martin Smith,3000000,23144499,23144499
499,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0119896,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': '3 Arts Entertainment', 'id': 787}]",Picture Perfect,1997,11.522,4.4,105,USA,Glenn Gordon Caron,10000000,31407873,44332015
