imdb_title_id,title,year,genre,duration,country,language,director,writer,production_company,actors,budget,usa_gross_income,worlwide_gross_income,reviews_from_users,reviews_from_critics
tt0112508,Billy Madison,1995,Comedy,89,USA,"English, French, Spanish",Tamra Davis,"Tim Herlihy, Adam Sandler",Universal Pictures,"Adam Sandler, Darren McGavin, Bridgette Wilson-Sampras, Bradley Whitford, Josh Mostel, Norm MacDonald, Mark Beltzman, Larry Hankin, Theresa Merritt, Dina Platias, Hrant Alianak, Vincent Marino, Jack Mather, Christopher Kelk, Marc Donato",10000000,25588734,26488734,221.0,49.0
tt0112541,Blue in the Face,1995,Comedy,83,USA,English,"Paul Auster, Wayne Wang","Paul Auster, Wayne Wang",Miramax,"Lou Reed, Michael J. Fox, Roseanne Barr, Mel Gorham, Jim Jarmusch, Lily Tomlin, Jared Harris, Giancarlo Esposito, Malik Yoba, JosÄ‚Â© ZÄ‚ĹźÄ‚Â±iga, Victor Argo, Stephen Gevedon, The John Lurie National Orchestra, Madonna, Sharif Rashed",2000000,1268636,1268636,44.0,33.0
tt0112571,Boys on the Side,1995,"Comedy, Drama",115,"USA, France",English,Herbert Ross,Don Roos,Alcor Films,"Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore, Matthew McConaughey, James Remar, Billy Wirth, Anita Gillette, Dennis Boutsikaris, Estelle Parsons, Amy Aquino, Stan Egi, Stephen Gevedon, Amy Ray, Emily Saliers, Jude Ciccolella",21000000,23440188,23440188,46.0,32.0
tt0112572,The Brady Bunch Movie,1995,Comedy,90,USA,English,Betty Thomas,"Sherwood Schwartz, Laurice Elehwany",Paramount Pictures,"Shelley Long, Gary Cole, Christine Taylor, Christopher Daniel Barnes, Jennifer Elise Cox, Paul Sutera, Olivia Hack, Jesse Lee Soffer, Henriette Mantel, David Graf, Florence Henderson, Jack Noseworthy, Megan Ward, Jean Smart, Michael McKean",12000000,46576136,46576136,106.0,33.0
tt0112573,Braveheart,1995,"Biography, Drama, History",178,USA,"English, French, Latin, Scottish Gaelic, Italian",Mel Gibson,Randall Wallace,Icon Entertainment International,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo, Sean McGinley, Alan Tall, Andrew Weir, Gerda Stevenson, Ralph Riach, Mhairi Calvey, Brian Cox, Patrick McGoohan, Peter Hanly, Sophie Marceau, Stephen Billington",72000000,75609945,213216216,1194.0,151.0
tt0112579,The Bridges of Madison County,1995,"Drama, Romance",135,USA,English,Clint Eastwood,"Richard LaGravenese, Robert James Waller",Warner Bros.,"Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak, Jim Haynie, Sarah Zahn, Christopher Kroon, Phyllis Lyons, Debra Monk, Richard Lage, Michelle Benes, Alison Wiegert, Brandon Bobst, Pearl Faessler, R.E. 'Stick' Faessler",24000000,71516617,182016617,230.0,82.0
tt0112585,The Brothers McMullen,1995,"Comedy, Drama, Romance",98,USA,English,Edward Burns,Edward Burns,Brothers McMullen Productions,"Shari Albert, Maxine Bahns, Catharine Bolz, Connie Britton, Edward Burns, Peter Johansen, Jennifer Jostyn, Michael McGlone, Elizabeth McKay, Jack Mulcahy",238000,10426506,10426506,38.0,31.0
tt0112641,Casino,1995,"Crime, Drama",178,"USA, France",English,Martin Scorsese,"Nicholas Pileggi, Nicholas Pileggi",Universal Pictures,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles, Alan King, Kevin Pollak, L.Q. Jones, Dick Smothers, Frank Vincent, John Bloom, Pasquale Cajano, Melissa Prophet, Bill Allison, Vinny Vella",52000000,42512375,116112375,581.0,154.0
tt0112642,Casper,1995,"Comedy, Family, Fantasy",100,USA,English,Brad Silberling,"Joseph Oriolo, Sherri Stoner",Universal Pictures,"Chauncey Leopardi, Spencer Vrooman, Malachi Pearson, Cathy Moriarty, Eric Idle, Ben Stein, Don Novello, Fred Rogers, Terry Murphy, Bill Pullman, Christina Ricci, Ernestine Mercer, Doug Bruckner, Joe Nipote, Joe Alaskey",50000000,100328194,287928194,111.0,38.0
tt0112682,La citÄ‚Â© des enfants perdus,1995,"Fantasy, Sci-Fi",112,"France, Germany, Spain, Belgium, USA","French, Cantonese","Marc Caro, Jean-Pierre Jeunet","Gilles Adrien, Jean-Pierre Jeunet",Club d'Investissement MÄ‚Â©dia,"Ron Perlman, Daniel Emilfork, Judith Vittet, Dominique Pinon, Jean-Claude Dreyfus, GeneviÄ‚Â¨ve Brunet, Odile Mallet, Mireille MossÄ‚Â©, Serge Merlin, Rufus, Ticky Holgado, Joseph Lucien, Mapi GalÄ‚Ë‡n, Briac BarthÄ‚Â©lÄ‚Â©my, Pierre-Quentin Faesch",18000000,1738611,1781465,244.0,47.0
tt0112688,Clockers,1995,"Crime, Drama, Mystery",128,USA,English,Spike Lee,"Richard Price, Richard Price",Universal Pictures,"Harvey Keitel, John Turturro, Delroy Lindo, Mekhi Phifer, Isaiah Washington, Keith David, Peewee Love, Regina Taylor, Thomas Jefferson Byrd, Sticky Fingaz, Fredro Starr, Elvis Nolasco, Lawrence B. Adisa, Hassan Johnson, Frances Foster",25000000,13071518,13071518,85.0,51.0
tt0112697,Clueless,1995,"Comedy, Romance",97,USA,"English, Spanish",Amy Heckerling,Amy Heckerling,Paramount Pictures,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd, Donald Faison, Elisa Donovan, Breckin Meyer, Jeremy Sisto, Dan Hedaya, Aida Linares, Wallace Shawn, Twink Caplan, Justin Walker, Sabastian Rashidi, Herb Hall",12000000,56631572,56631572,284.0,100.0
tt0112715,Congo,1995,"Action, Adventure, Mystery",109,USA,"English, American Sign Language",Frank Marshall,"Michael Crichton, John Patrick Shanley",Paramount Pictures,"Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry, Grant Heslov, Joe Don Baker, Lola Noh, Mary Ellen Trainor, Misty Rosas, Stuart Pankin, Carolyn Seymour, Romy Rosemont, James Karen, Bill Pugin, Lawrence T. Wrentz",50000000,81022101,152022101,167.0,71.0
tt0112722,Copycat,1995,"Drama, Mystery, Thriller",123,USA,English,Jon Amiel,"Ann Biderman, David Madsen",Regency Enterprises,"Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara, Harry Connick Jr., J.E. Freeman, Will Patton, John Rothman, Shannon O'Hurley, Bob Greene, Tony Haney, Danny Kovacs, Tahmus Rounds, Scott DeVenney, David Michael Silverman",20000000,32051917,32051917,158.0,63.0
tt0112740,Crimson Tide,1995,"Action, Drama, Thriller",116,USA,English,Tony Scott,"Michael Schiffer, Richard P. Henrick",Hollywood Pictures,"Denzel Washington, Gene Hackman, Matt Craven, George Dzundza, Viggo Mortensen, James Gandolfini, Rocky Carroll, Jaime Gomez, Michael Milhoan, Scott Burkholder, Danny Nucci, Lillo Brancato, Eric Bruskotter, Ricky Schroder, Steve Zahn",53000000,91387195,157387195,201.0,92.0
tt0112744,The Crossing Guard,1995,"Drama, Thriller",111,USA,English,Sean Penn,Sean Penn,Miramax,"Jack Nicholson, David Morse, Anjelica Huston, Robin Wright, Piper Laurie, Richard Bradford, Priscilla Barnes, David Baerwald, Robbie Robertson, John Savage, Kari Wuhrer, Jennifer Leigh Warren, Kellita Smith, Richard C. Sarafian, Bobby Cooper",9000000,868979,868979,70.0,46.0
tt0112760,Cutthroat Island,1995,"Action, Adventure, Comedy",124,"France, Italy, Germany, USA",English,Renny Harlin,"Michael Frost Beckner, James Gorman",Beckner/Gorman Productions,"Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin, Patrick Malahide, Stan Shaw, Rex Linn, Paul Dillon, Christopher Masterson, Jimmie F. Skaggs, Harris Yulin, Carl Chase, Peter Geeves, Angus Wright, Ken Bones",98000000,10017322,10017322,181.0,65.0
tt0112792,Dangerous Minds,1995,"Biography, Drama",99,USA,English,John N. Smith,"LouAnne Johnson, Ronald Bass",Hollywood Pictures,"Michelle Pfeiffer, George Dzundza, Courtney B. Vance, Robin Bartlett, Beatrice Winde, John Neville, Lorraine Toussaint, Renoly Santiago, Wade Dominguez, Bruklin Harris, Marcello Thedford, Roberto Alvarez, Richard Grant, Marisela Gonzales, Toni Nichelle Buzhardt",23000000,84919401,179519401,93.0,40.0
tt0112817,Dead Man,1995,"Drama, Fantasy, Western",121,"USA, Germany, Japan","English, Cree",Jim Jarmusch,Jim Jarmusch,Pandora Filmproduktion,"Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen, Michael Wincott, Eugene Byrd, John Hurt, Robert Mitchum, Iggy Pop, Gabriel Byrne, Jared Harris, Mili Avital, Jimmie Ray Weeks, Mark Bringelson, John North",9000000,1037847,1037847,334.0,117.0
tt0112818,Dead Man Walking,1995,"Crime, Drama",122,"UK, USA",English,Tim Robbins,"Helen Prejean, Tim Robbins",Havoc,"Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry, R. Lee Ermey, Celia Weston, Lois Smith, Scott Wilson, Roberta Maxwell, Margo Martindale, Barton Heyman, Steve Boles, Nesbitt Blaisdell, Ray Aranha, Larry Pine",11000000,39363635,39363635,206.0,78.0
tt0112819,Dead Presidents,1995,"Action, Crime, Drama",119,USA,English,"Albert Hughes, Allen Hughes","Allen Hughes, Albert Hughes",Caravan Pictures,"Larenz Tate, Keith David, Chris Tucker, Freddy RodrÄ‚Â­guez, Rose Jackson, N'Bushe Wright, Alvaleta Guess, James Pickens Jr., Jenifer Lewis, Clifton Powell, Elizabeth Rodriguez, Terrence Howard, Ryan Williams, Larry McCoy, Rodney Winfield",10000000,24147179,24147179,85.0,37.0
tt0112851,Desperado,1995,"Action, Thriller",104,"USA, Mexico","English, Spanish",Robert Rodriguez,Robert Rodriguez,Columbia Pictures,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin, Steve Buscemi, Carlos GÄ‚Ĺ‚mez, Quentin Tarantino, Tito Larriva, Angel Aviles, Danny Trejo, Abraham Verduzco, Carlos Gallardo, Albert Michel Jr., David Alvarado, Angela Lanza",7000000,25405445,25405445,209.0,104.0
tt0112857,Devil in a Blue Dress,1995,"Crime, Drama, Mystery",102,USA,English,Carl Franklin,"Walter Mosley, Carl Franklin",TriStar Pictures,"Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle, Maury Chaykin, Terry Kinney, Mel Winkler, Albert Hall, Lisa Nicole Carson, Jernard Burks, David Fonteno, John Roselius, Beau Starr, Steven Randazzo, Scott Lincoln",27000000,16140822,16140822,61.0,62.0
tt0112864,Die Hard: With a Vengeance,1995,"Action, Adventure, Thriller",128,USA,"English, German, Romanian",John McTiernan,"Jonathan Hensleigh, Roderick Thorp",Cinergi Pictures Entertainment,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp, Larry Bryggman, Anthony Peck, Nick Wyman, Sam Phillips, Kevin Chamberlin, Sharon Washington, Stephen Pearlman, Michael Alexander Jackson, Aldis Hodge, Mischa Hausserman",90000000,100012499,366236538,370.0,164.0
tt0112883,Don Juan DeMarco,1994,"Comedy, Drama, Romance",97,USA,"English, Spanish",Jeremy Leven,"Lord Byron, Jeremy Leven",New Line Cinema,"Marlon Brando, Johnny Depp, Faye Dunaway, GÄ‚Â©raldine Pailhas, Bob Dishy, Rachel Ticotin, Talisa Soto, Marita Geraghty, Richard C. Sarafian, Tresa Hughes, Stephen Singer, Franc Luz, Carmen Argenziano, Jo Champa, Esther Scott",25000000,22150451,68792531,134.0,41.0
tt0112895,Dr. Jekyll and Ms. Hyde,1995,"Comedy, Romance, Sci-Fi",90,"UK, USA, Canada",English,David Price,"David Price, Tim John",The Rank Organisation,"Sean Young, Tim Daly, Lysette Anthony, Stephen Tobolowsky, Harvey Fierstein, Thea Vidale, Jeremy Piven, Polly Bergen, Stephen Shellen, Sheena Larkin, John Franklyn-Robbins, Aron Tager, Jane Connell, Julie Cobb, Kim Morgan Greene",8000000,2763020,2763020,22.0,9.0
tt0112896,Dracula: Dead and Loving It,1995,"Comedy, Fantasy, Horror",88,"France, USA","English, German",Mel Brooks,"Mel Brooks, Rudy De Luca",Gaumont,"Leslie Nielsen, Peter MacNicol, Steven Weber, Amy Yasbeck, Lysette Anthony, Harvey Korman, Mel Brooks, Mark Blankfield, Megan Cavanagh, Clive Revill, Chuck McCann, Avery Schreiber, Cherie Franklin, Ezio Greggio, Leslie S. Sachs",30000000,10772144,10772144,138.0,52.0
tt0113010,Fair Game,1995,"Action, Crime, Romance",91,USA,"English, Russian",Andrew Sipes,"Paula Gosling, Charlie Fletcher",Warner Bros.,"William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald, Miguel Sandoval, Johann Carlo, Salma Hayek, John Bedford Lloyd, Olek Krupa, Jenette Goldstein, Marc Macaulay, Sonny Carl Davis, Frank Medrano, Don Yesso, Paul Dillon",50000000,11534477,11534477,63.0,45.0
tt0113026,The Fantasticks,2000,"Musical, Romance",86,USA,English,Michael Ritchie,"Tom Jones, Harvey Schmidt",Michael Ritchie Productions,"Joel Grey, Barnard Hughes, Jean Louisa Kelly, Joey McIntyre, Jonathon Morris, Brad Sullivan, Teller, Arturo Gil, Tony Cox, Victoria Stevens, Trayne Thomas, Shaunery Stevens, Dyrk Ashton, Gregory Amato, Lee Bell",10000000,49666,49666,70.0,24.0
tt0113041,Father of the Bride Part II,1995,"Comedy, Family, Romance",106,USA,English,Charles Shyer,"Albert Hackett, Frances Goodrich",Sandollar Productions,"Steve Martin, Diane Keaton, Martin Short, Kimberly Williams-Paisley, George Newbern, Kieran Culkin, BD Wong, Peter Michael Goetz, Kate McGregor-Stewart, Jane Adams, Eugene Levy, Rebecca Chambers, April Ortiz, Dulcy Rogers, Kathy Anthony",30000000,76594107,76594107,67.0,38.0
tt0113071,First Knight,1995,"Action, Adventure, Drama",134,"USA, UK",English,Jerry Zucker,"Lorne Cameron, David Hoselton",Columbia Pictures,"Sean Connery, Richard Gere, Julia Ormond, Ben Cross, Liam Cunningham, Christopher Villiers, Valentine Pelka, Colin McCormack, Ralph Ineson, John Gielgud, Stuart Bunce, Jane Robbins, Jean Marie Coffey, Paul Kynman, Tom Lucy",55000000,37600435,127600435,189.0,57.0
tt0113089,Fluke,1995,"Drama, Family, Fantasy",96,USA,English,Carlo Carlei,"James Herbert, Carlo Carlei",Metro-Goldwyn-Mayer (MGM),"Samuel L. Jackson, Matthew Modine, Nancy Travis, Eric Stoltz, Max Pomeranc, Ron Perlman, Jon Polito, Bill Cobbs, Collin Wilcox Paxton, Federico Pacifici, Clarinda Ross, Adrian Roberts, Bart Hansard, Deborah Hobart, Libby Whittemore",15000000,3987768,3987768,46.0,25.0
tt0113101,Four Rooms,1995,Comedy,98,USA,English,"Allison Anders, Alexandre Rockwell","Allison Anders, Alexandre Rockwell",Miramax,"Sammi Davis, Amanda De Cadenet, Valeria Golino, Madonna, Ione Skye, Lili Taylor, Alicia Witt, Jennifer Beals, David Proval, Antonio Banderas, Lana McKissack, Patricia Vonne, Tamlyn Tomita, Danny Verduzco, Salma Hayek",4000000,4257354,4257354,190.0,58.0
tt0113118,Friday,1995,"Comedy, Drama",91,USA,English,F. Gary Gray,"Ice Cube, DJ Pooh",New Line Cinema,"Ice Cube, Chris Tucker, Nia Long, Tommy 'Tiny' Lister, John Witherspoon, Anna Maria Horsford, Regina King, Paula Jai Parker, Faizon Love, DJ Pooh, Angela Means, Vickilyn Reynolds, Ronn Riser, Kathleen Bradley, Tony Cox",3500000,27467564,28215918,175.0,24.0
tt0113161,Get Shorty,1995,"Comedy, Crime, Thriller",105,USA,English,Barry Sonnenfeld,"Elmore Leonard, Scott Frank",Metro-Goldwyn-Mayer (MGM),"John Travolta, Gene Hackman, Rene Russo, Danny DeVito, Dennis Farina, Delroy Lindo, James Gandolfini, Jon Gries, Renee Props, David Paymer, Martin Ferrero, Miguel Sandoval, Jacob Vargas, Linda Hart, Bobby Slayton",30250000,72101622,115101622,158.0,105.0
tt0113189,GoldenEye,1995,"Action, Adventure, Thriller",130,"UK, USA","English, Russian, Spanish",Martin Campbell,"Ian Fleming, Michael France",Eon Productions,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, TchÄ‚Â©ky Karyo, Gottfried John, Alan Cumming, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz",60000000,106429941,352194034,451.0,104.0
tt0113211,The Grass Harp,1995,"Drama, Comedy",107,USA,English,Charles Matthau,"Truman Capote, Stirling Silliphant",Charles Matthau-Jerry Tokofsky-John Davis Productions,"Piper Laurie, Sissy Spacek, Walter Matthau, Edward Furlong, Nell Carter, Jack Lemmon, Mary Steenburgen, Sean Patrick Flanery, Joe Don Baker, Charles Durning, Roddy McDowall, Grayson Fricke, Scott Wilson, Bonnie Bartlett, Mia Kirshner",8000000,559771,559771,26.0,16.0
tt0113228,Grumpier Old Men,1995,"Comedy, Romance",101,USA,"English, Italian, German",Howard Deutch,"Mark Steven Johnson, Mark Steven Johnson",Lancaster Gate,"Walter Matthau, Jack Lemmon, Sophia Loren, Ann-Margret, Burgess Meredith, Daryl Hannah, Kevin Pollak, Katie Sagona, Ann Morgan Guilbert, James Andelin, Marcus Klemp, Max Wright, Cheryl Hawker, Wayne A. Evenson, Allison Levine",25000000,71518503,71518503,61.0,26.0
tt0113234,Gumby 1,1995,"Animation, Adventure, Comedy",90,USA,English,Art Clokey,"Art Clokey, Gloria Clokey",Premavision Inc.,"Dal McKennon, Art Clokey, Gloria Clokey, Manny La Carruba, Alice Young, Janet MacDuff, Patti Morse, Bonnie Rudolph, David Ozzie Ahlers, David Archer, Lillian Nicol, Rick Warren",2800000,57100,57100,15.0,9.0
tt0113243,Hackers,1995,"Comedy, Crime, Drama",107,USA,"English, Italian, Japanese, Russian",Iain Softley,Rafael Moreu,United Artists,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford, Matthew Lillard, Laurence Mason, Renoly Santiago, Fisher Stevens, Alberta Watson, Darren Lee, Peter Y. Kim, Ethan Browne, Lorraine Bracco, Wendell Pierce, Michael Gaston, Marc Anthony",20000000,7563728,7563728,241.0,92.0
tt0113253,Halloween: The Curse of Michael Myers,1995,"Horror, Thriller",87,USA,English,Joe Chappelle,"Debra Hill, John Carpenter",Halloween VI Productions,"Donald Pleasence, Paul Rudd, Marianne Hagan, Mitchell Ryan, Kim Darby, Bradford English, Keith Bogart, Mariah O'Brien, Leo Geter, J.C. Brandy, Devin Gardner, Susan Swift, George P. Wilbur, Janice Knickrehm, Alan Echeverria",5000000,15116634,15116634,369.0,139.0
tt0113277,Heat,1995,"Crime, Drama, Thriller",170,USA,"English, Spanish",Michael Mann,Michael Mann,Warner Bros.,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore, Diane Venora, Amy Brenneman, Ashley Judd, Mykelti Williamson, Wes Studi, Ted Levine, Dennis Haysbert, William Fichtner, Natalie Portman, Tom Noonan",60000000,67436818,187436818,1008.0,203.0
tt0113303,Hideaway,1995,"Fantasy, Horror, Thriller",106,USA,English,Brett Leonard,"Dean R. Koontz, Andrew Kevin Walker",TriStar Pictures,"Jeff Goldblum, Christine Lahti, Alicia Silverstone, Jeremy Sisto, Alfred Molina, Rae Dawn Chong, Kenneth Welsh, Suzy Joachim, Shirley Broderick, Tom McBeath, Joely Collins, Roger Cross, Michael McDonald, Don S. Davis, Rebecca Toolan",15000000,12201255,12201255,56.0,29.0
tt0113321,Home for the Holidays,1995,"Comedy, Drama, Romance",103,USA,English,Jodie Foster,"Chris Radant, W.D. Richter",Paramount Pictures,"Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning, Dylan McDermott, Geraldine Chaplin, Steve Guttenberg, Cynthia Stevenson, Claire Danes, Emily Ann Lloyd, Zack Duhame, Austin Pendleton, David Strathairn, Amy Yasbeck, James Lecesne",20000000,17519169,17519169,87.0,52.0
tt0113347,How to Make an American Quilt,1995,"Comedy, Drama, Romance",117,USA,English,Jocelyn Moorhouse,"Whitney Otto, Jane Anderson",Universal Pictures,"Kaelynn Craddick, Sara Craddick, Kate Capshaw, Adam Baldwin, Winona Ryder, Dermot Mulroney, Ellen Burstyn, Anne Bancroft, Maya Angelou, Alfre Woodard, Lois Smith, Jean Simmons, Kate Nelligan, Denis Arndt, Rip Torn",10000000,23600020,41200020,51.0,31.0
tt0113360,The Hunted,1995,"Action, Drama, Thriller",110,USA,"English, Japanese",J.F. Lawton,J.F. Lawton,Universal Pictures,"Christopher Lambert, John Lone, Joan Chen, Yoshio Harada, YÄ‚Â´ko Shimada, Mari Natsuki, Tak Kubota, Masumi Okada, Tatsuya Irie, Michael Warren, Bart Anderson, James Saito, Seth Sakai, Toshishiro Obata, Ken Kensei",25000000,6609661,6609661,59.0,36.0
tt0113409,In the Mouth of Madness,1994,"Drama, Horror, Mystery",95,USA,English,John Carpenter,Michael De Luca,New Line Cinema,"Sam Neill, Julie Carmen, JÄ‚Ä˝rgen Prochnow, David Warner, John Glover, Bernie Casey, Peter Jason, Charlton Heston, Frances Bay, Wilhelm von Homburg, Kevin Rushton, Gene Mack, Conrad Bergschneider, Marvin Scott, Katherine Ashby",8000000,8924549,8924549,262.0,159.0
tt0113416,The Incredibly True Adventure of Two Girls in Love,1995,"Comedy, Drama, Romance",94,USA,English,Maria Maggenti,Maria Maggenti,Fine Line Features,"Laurel Holloman, Maggie Moore, Kate Stafford, Sabrina Artel, Toby Poser, Nelson Edwin RodrÄ‚Â­guez, Dale Dickey, Nicole Ari Parker, Andrew Wright, Katlin Tyler, Anna Padgett, Chelsea Catthouse, Stephanie Berry, Babs Davy, John Elsen",250000,2210408,2210408,36.0,22.0
tt0113419,The Indian in the Cupboard,1995,"Drama, Family, Fantasy",96,USA,English,Frank Oz,"Lynne Reid Banks, Melissa Mathison",Columbia Pictures,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano, Ryan Olson, Leon Tejwani, Lucas Tejwani, Christopher Conte, Cassandra Brown",45000000,35656131,35656131,50.0,27.0
tt0113451,Jade,1995,"Crime, Drama, Thriller",95,USA,English,William Friedkin,Joe Eszterhas,Paramount Pictures,"David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna, Michael Biehn, Donna Murphy, Ken King, Holt McCallany, David Hunt, Angie Everhart, Kevin Tighe, Robin Thomas, Jay Jacobus, Victoria Smith, Drew Snyder",50000000,9851610,9851610,73.0,52.0
tt0113463,Jefferson in Paris,1995,"Biography, Drama, History",139,"USA, France","English, French",James Ivory,Ruth Prawer Jhabvala,Touchstone Pictures,"Nick Nolte, Gwyneth Paltrow, Estelle Eonnet, Thandie Newton, Seth Gilliam, Todd Boyce, Nigel Whitmey, Nicolas Silberg, Catherine Samie, Lionel Robert, Stanislas CarrÄ‚Â© de Malberg, Jean Rupert, Yvette Petit, Paolo Mantini, FrÄ‚Â©dÄ‚Â©ric van den Driessche",14000000,2473668,2473668,31.0,20.0
tt0113481,Johnny Mnemonic,1995,"Action, Drama, Sci-Fi",96,"Canada, USA","English, Japanese",Robert Longo,"William Gibson, William Gibson",TriStar Pictures,"Keanu Reeves, Dina Meyer, Ice-T, Takeshi Kitano, Denis Akiyama, Dolph Lundgren, Henry Rollins, Barbara Sukowa, Udo Kier, Tracy Tweed, Falconer Abraham, Don Francks, Diego Chambers, Sherry Miller, Arthur Eng",26000000,19075720,19075720,143.0,104.0
tt0113492,Judge Dredd,1995,"Action, Crime, Sci-Fi",96,USA,English,Danny Cannon,"John Wagner, Carlos Ezquerra",Hollywood Pictures,"Sylvester Stallone, Armand Assante, Rob Schneider, JÄ‚Ä˝rgen Prochnow, Max von Sydow, Diane Lane, Joanna Miles, Joan Chen, Balthazar Getty, Maurice RoÄ‚Â«ves, Ian Dury, Christopher Adamson, Ewen Bremner, Peter Marinker, Angus MacInnes",90000000,34693481,113493481,251.0,114.0
tt0113497,Jumanji,1995,"Adventure, Comedy, Family",104,USA,"English, French",Joe Johnston,"Jonathan Hensleigh, Greg Taylor",TriStar Pictures,"Robin Williams, Jonathan Hyde, Kirsten Dunst, Bradley Pierce, Bonnie Hunt, Bebe Neuwirth, David Alan Grier, Patricia Clarkson, Adam Hann-Byrd, Laura Bell Bundy, James Handy, Gillian Barber, Brandon Obray, Cyrus Thiedeke, Gary Joseph Thorup",65000000,100499940,262821940,220.0,101.0
tt0113538,A Kid in King Arthur's Court,1995,"Adventure, Comedy, Family",89,"USA, Hungary, UK",English,Michael Gottlieb,"Michael Part, Robert L. Levy",Tapestry Films,"Thomas Ian Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig, David Tysall, Ron Moody, Barry Stanton, Michael Mehlmann, Melanie Oettinger, Rebecca Denton, Michael Kelly, Louise Rosner, Paul Rosner",15000000,13406717,13406717,19.0,11.0
tt0113540,Kids,1995,Drama,91,USA,English,Larry Clark,Harmony Korine,Guys Upstairs,"Leo Fitzpatrick, Sarah Henderson, Justin Pierce, Joseph Chan, Johnathan Staci Kim, Adriane Brown, Sajan Bhagat, Billy Valdes, Billy Waldeman, Javier Nunez, Luis NÄ‚ĹźÄ‚Â±ez, Christian Bruna, Alex Glen, ChloÄ‚Â« Sevigny, Rosario Dawson",1500000,7412216,7412216,418.0,72.0
tt0113552,Kiss of Death,1995,"Action, Crime, Thriller",101,USA,English,Barbet Schroeder,"Eleazar Lipsky, Ben Hecht",Twentieth Century Fox,"David Caruso, Samuel L. Jackson, Nicolas Cage, Helen Hunt, Kathryn Erbe, Stanley Tucci, Michael Rapaport, Ving Rhames, Philip Baker Hall, Anthony Heald, Angel David, John Costelloe, Lindsay J. Wrinn, Megan L. Wrinn, Katie Sagona",40000000,14942422,14942422,60.0,45.0
tt0113627,Leaving Las Vegas,1995,"Drama, Romance",111,"France, UK, USA","English, Russian",Mike Figgis,"John O'Brien, Mike Figgis",Lumiere Pictures,"Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis, Steven Weber, Kim Adams, Emily Procter, Stuart Regen, Valeria Golino, Graham Beckel, Albert Henderson, Shashi Bhatia, Carey Lowell, Anne Lange, Thomas Kopache",3600000,32029928,32029928,314.0,107.0
tt0113670,A Little Princess,1995,"Drama, Family, Fantasy",97,USA,"English, French",Alfonso CuarÄ‚Ĺ‚n,"Frances Hodgson Burnett, Richard LaGravenese",Warner Bros.,"Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer, Arthur Malet, Vanessa Chester, Errol Sitahal, Heather DeLoach, Taylor Fry, Darcie Bradford, Rachael Bella, Alexandra Rea-Baum, Camilla Belle, Lauren Blumenfeld, Kelsey Mulrooney",17000000,10015449,10015449,125.0,30.0
tt0113677,Living in Oblivion,1995,"Comedy, Drama",90,USA,English,Tom DiCillo,Tom DiCillo,JDI Productions,"Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck, James Le Gros, Rica Martens, Peter Dinklage, Kevin Corrigan, Hilary Gilford, Robert Wightman, Tom Jarmusch, Michael Griffiths, Matthew Grace, Ryan Bowker, Francesca DiMauro",500000,1111790,1111790,78.0,49.0
tt0113690,Lord of Illusions,1995,"Horror, Mystery, Thriller",109,USA,English,Clive Barker,"Clive Barker, Clive Barker",Seraphim Films,"Scott Bakula, J. Trevor Edmond, Daniel von Bargen, Kevin J. O'Connor, Joseph Latimore, Sheila Tousey, Susan Traylor, Ashley Tesoro, Michael Angelo Stuno, Keith Brunsmann, Barbara Patrick, Wayne Grace, Mikey LeBeau, Robb Humphreys, Jimmy Shaw",12000000,13294422,13294422,75.0,82.0
