imdb_title_id,title,year,genre,duration,country,language,director,writer,production_company,actors,budget,usa_gross_income,worlwide_gross_income,reviews_from_users,reviews_from_critics
tt0012190,The Four Horsemen of the Apocalypse,1921,"Drama, Romance, War",150,USA,None,Rex Ingram,"Vicente Blasco IbÄ‚Ë‡Ä‚Â±ez, June Mathis",Metro Pictures Corporation,"Pomeroy Cannon, Josef Swickard, Bridgetta Clark, Rudolph Valentino, Virginia Warwick, Alan Hale, Mabel Van Buren, Stuart Holmes, John St. Polis, Alice Terry, Mark Fenton, Derek Ghent, Nigel De Brulier, Bowditch M. Turner, Edward Connelly",800000,9183673,9183673,44.0,16.0
tt0021749,City Lights,1931,"Comedy, Drama, Romance",87,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia, Hank Mann, Charles Chaplin",1500000,19181,32609,270.0,120.0
tt0027977,Modern Times,1936,"Comedy, Drama, Family",87,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin, Hank Mann, Stanley Blystone, Al Ernest Garcia, Richard Alexander, Cecil Reynolds, Mira McKinney, Murdock MacQuarrie, Wilfred Lucas, Edward LeSaint, Fred Malatesta",1500000,163577,445226,262.0,146.0
tt0029583,Snow White and the Seven Dwarfs,1937,"Animation, Family, Fantasy",83,USA,English,"William Cottrell, David Hand","Jacob Grimm, Wilhelm Grimm",Walt Disney Productions,"Roy Atwell, Stuart Buchanan, Adriana Caselotti, Eddie Collins, Pinto Colvig, Marion Darlington, Billy Gilbert, Otis Harlan, Lucille La Verne, James MacDonald, Scotty Mattraw, Moroni Olsen, Purv Pullen, Harry Stockwell",1499000,184925486,184925486,229.0,166.0
tt0031381,Gone with the Wind,1939,"Drama, History, Romance",238,USA,English,"Victor Fleming, George Cukor","Margaret Mitchell, Sidney Howard",Selznick International Pictures,"Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes, Ann Rutherford, George Reeves, Fred Crane, Hattie McDaniel, Oscar Polk, Butterfly McQueen, Victor Jory, Everett Brown, Howard Hickman, Alicia Rhett, Leslie Howard",3977000,200852579,402352579,808.0,183.0
tt0031679,Mr. Smith Goes to Washington,1939,"Comedy, Drama",129,USA,English,Frank Capra,"Sidney Buchman, Lewis R. Foster",Columbia Pictures,"Jean Arthur, James Stewart, Claude Rains, Edward Arnold, Guy Kibbee, Thomas Mitchell, Eugene Pallette, Beulah Bondi, H.B. Warner, Harry Carey, Astrid Allwyn, Ruth Donnelly, Grant Mitchell, Porter Hall, H.V. Kaltenborn",1900000,144738,144738,272.0,110.0
tt0032138,The Wizard of Oz,1939,"Adventure, Family, Fantasy",102,USA,English,"Victor Fleming, George Cukor","Noel Langley, Florence Ryerson",Metro-Goldwyn-Mayer (MGM),"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Pat Walshe, Clara Blandick, Terry, The Singer Midgets",2777000,24790250,26120538,641.0,160.0
tt0032455,Fantasia,1940,"Animation, Family, Fantasy",125,USA,English,"James Algar, Samuel Armstrong","Joe Grant, Dick Huemer",Walt Disney Productions,"Leopold Stokowski, Deems Taylor",2280000,76408097,76411401,322.0,110.0
tt0032910,Pinocchio,1940,"Animation, Comedy, Family",88,USA,English,"Norman Ferguson, T. Hee","Carlo Collodi, Ted Sears",Walt Disney Productions,"Mel Blanc, Don Brodie, Stuart Buchanan, Walter Catlett, Marion Darlington, Frankie Darro, Cliff Edwards, Dickie Jones, Charles Judels, John McLeish, Patricia Page, Christian Rub, Evelyn Venable",2600000,84254167,121892045,183.0,131.0
tt0033467,Citizen Kane,1941,"Drama, Mystery",119,USA,"English, Italian",Orson Welles,"Herman J. Mankiewicz, Orson Welles",RKO Radio Pictures,"Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick, Ray Collins, Erskine Sanford, Everett Sloane, William Alland, Paul Stewart, George Coulouris, Fortunio Bonanova, Gus Schilling, Philip Van Zandt, Georgia Backus, Harry Shannon",839727,1585634,1594107,1371.0,265.0
tt0034167,Sergeant York,1941,"Biography, Drama, History",134,USA,"English, French, German",Howard Hawks,"Abem Finkel, Harry Chandlee",Warner Bros.,"Gary Cooper, Walter Brennan, Joan Leslie, George Tobias, Stanley Ridges, Margaret Wycherly, Ward Bond, Noah Beery Jr., June Lockhart, Dickie Moore, Clem Bevans, Howard Da Silva, Charles Trowbridge, Harvey Stephens, David Bruce",1400000,16361885,16364924,108.0,40.0
tt0034583,Casablanca,1942,"Drama, Romance, War",102,USA,"English, French, German, Italian",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein",Warner Bros.,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois",950000,4108411,4374761,1232.0,187.0
tt0035423,Kate & Leopold,2001,"Comedy, Fantasy, Romance",118,USA,"English, French",James Mangold,"Steven Rogers, James Mangold",Konrad Pictures,"Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman, Charlotte Ayanna, Philip Bosco, Andrew Jack, Stan Tracy, Kristen Schaal",48000000,47121859,76019048,330.0,127.0
tt0036868,The Best Years of Our Lives,1946,"Drama, Romance, War",170,USA,English,William Wyler,"Robert E. Sherwood, MacKinlay Kantor",The Samuel Goldwyn Company,"Myrna Loy, Fredric March, Dana Andrews, Teresa Wright, Virginia Mayo, Cathy O'Donnell, Hoagy Carmichael, Harold Russell, Gladys George, Roman Bohnen, Ray Collins, Minna Gombell, Walter Baldwin, Steve Cochran, Dorothy Adams",2100000,23650000,23656620,275.0,119.0
tt0037638,Detour,1945,"Crime, Drama, Film-Noir",68,USA,English,Edgar G. Ulmer,"Martin Goldsmith, Martin Goldsmith",Producers Releasing Corporation (PRC),"Tom Neal, Ann Savage, Claudia Drake, Edmund MacDonald, Tim Ryan, Esther Howard, Pat Gleason",30000,16172,16172,172.0,106.0
tt0038499,Duel in the Sun,1946,"Drama, Romance, Western",129,USA,English,"King Vidor, Otto Brower","David O. Selznick, Niven Busch",Selznick International Pictures,"Jennifer Jones, Joseph Cotten, Gregory Peck, Lionel Barrymore, Herbert Marshall, Lillian Gish, Walter Huston, Charles Bickford, Harry Carey, Joan Tetzel, Tilly Losch, Butterfly McQueen, Scott McKay, Otto Kruger, Sidney Blackmer",8000000,20408163,20428771,99.0,44.0
tt0039631,Monsieur Verdoux,1947,"Comedy, Crime, Drama",124,USA,English,Charles Chaplin,"Charles Chaplin, Orson Welles",Charles Chaplin Productions,"Charles Chaplin, Mady Correll, Allison Roddan, Robert Lewis, Audrey Betz, Martha Raye, Ada May, Isobel Elsom, Marjorie Bennett, Helene Heigh, Margaret Hoffman, Marilyn Nash, Irving Bacon, Edwin Mills, Virginia Brissac",2000000,64636,64636,80.0,63.0
tt0040897,The Treasure of the Sierra Madre,1948,"Adventure, Drama, Western",126,"USA, Mexico","English, Spanish",John Huston,"John Huston, B. Traven",Warner Bros.,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett, Barton MacLane, Alfonso Bedoya, Arturo Soto Rangel, Manuel DondÄ‚Â©, JosÄ‚Â© Torvay, Margarito Luna",3000000,215295,215295,256.0,94.0
tt0042192,All About Eve,1950,Drama,138,USA,"English, French",Joseph L. Mankiewicz,Joseph L. Mankiewicz,Twentieth Century Fox,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill, Hugh Marlowe, Gregory Ratoff, Barbara Bates, Marilyn Monroe, Thelma Ritter, Walter Hampden, Randy Stuart, Craig Hill, Leland Harris, Barbara White",1400000,63463,150438,358.0,128.0
tt0042332,Cinderella,1950,"Animation, Family, Fantasy",74,USA,English,"Clyde Geronimi, Wilfred Jackson","Charles Perrault, Bill Peet",Walt Disney Productions,"Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey, Rhoda Williams, James MacDonald, Helene Stanley, Luis Van Rooten, Don Barclay, Lucille Bliss, Jeffrey Stone, Mike Douglas, William Phipps, Marion Darlington, Earl Keen",2900000,93141149,95126535,140.0,126.0
tt0043014,Sunset Blvd.,1950,"Drama, Film-Noir",110,USA,English,Billy Wilder,"Charles Brackett, Billy Wilder",Paramount Pictures,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Fred Clark, Lloyd Gough, Jack Webb, Franklyn Farnum, Larry J. Blake, Charles Dayton, Cecil B. DeMille, Hedda Hopper, Buster Keaton, Anna Q. Nilsson, H.B. Warner",1752000,299645,299645,569.0,166.0
tt0044672,The Greatest Show on Earth,1952,"Drama, Family, Romance",152,USA,"English, Russian",Cecil B. DeMille,"Fredric M. Frank, BarrÄ‚Â© Lyndon",Paramount Pictures,"Betty Hutton, Cornel Wilde, Charlton Heston, Dorothy Lamour, Gloria Grahame, Henry Wilcoxon, Lyle Bettger, Lawrence Tierney, Emmett Kelly, Cucciola, Antoinette Concello, John Ringling North, Tuffy Genders, John Kellogg, John Ridgely",4000000,36000000,36000000,125.0,50.0
tt0045152,Singin' in the Rain,1952,"Comedy, Musical, Romance",103,USA,English,"Stanley Donen, Gene Kelly","Betty Comden, Adolph Green",Metro-Goldwyn-Mayer (MGM),"Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen, Millard Mitchell, Cyd Charisse, Douglas Fowley, Rita Moreno",2540800,1826108,1864182,619.0,150.0
tt0045205,Sudden Fear,1952,"Film-Noir, Thriller",110,USA,English,David Miller,"Lenore J. Coffee, Robert Smith",Joseph Kaufman Productions,"Joan Crawford, Jack Palance, Gloria Grahame, Bruce Bennett, Virginia Huston, Mike Connors",720000,24476,24476,90.0,37.0
tt0045793,From Here to Eternity,1953,"Drama, Romance, War",118,USA,English,Fred Zinnemann,"Daniel Taradash, James Jones",Columbia Pictures,"Burt Lancaster, Montgomery Clift, Deborah Kerr, Donna Reed, Frank Sinatra, Philip Ober, Mickey Shaughnessy, Harry Bellaver, Ernest Borgnine, Jack Warden, John Dennis, Merle Travis, Tim Ryan, Arthur Keegan, Barbara Morrison",1650000,36416,36416,167.0,116.0
tt0045826,Glen or Glenda,1953,Drama,65,USA,English,Edward D. Wood Jr.,Edward D. Wood Jr.,Screen Classics (II),"Bela Lugosi, Lyle Talbot, Timothy Farrell, Dolores Fuller, 'Tommy' Haynes, Edward D. Wood Jr., Charlie Crafts, Conrad Brooks",20000,10158,10158,130.0,50.0
tt0045888,House of Wax,1953,Horror,88,USA,English,AndrÄ‚Â© De Toth,"Crane Wilbur, Charles Belden",Bryan Foy Productions,"Vincent Price, Frank Lovejoy, Phyllis Kirk, Carolyn Jones, Paul Picerni, Roy Roberts, Angela Clarke, Paul Cavanagh, Dabbs Greer, Charles Bronson, Reggie Rymal",1000000,23750000,23750000,132.0,72.0
tt0046004,Little Fugitive,1953,"Drama, Family",80,USA,English,"Ray Ashley, Morris Engel","Ray Ashley, Morris Engel",Little Fugitive Production Company,"Richard Brewster, Winifred Cushing, Jay Williams, Will Lee, Charlie Moss, Tommy DeCanio, Richie Andrusco",30000,29505,162373,32.0,40.0
tt0046183,Peter Pan,1953,"Animation, Adventure, Family",77,USA,"English, American Sign Language","Clyde Geronimi, Wilfred Jackson","J.M. Barrie, Ted Sears",Walt Disney Productions,"Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins, Tommy Luske, Candy Candido, Tom Conway, Roland Dupree, Don Barclay",4000000,87404651,87404651,112.0,133.0
tt0046247,The Robe,1953,"Drama, History",135,USA,English,Henry Koster,"Philip Dunne, Gina Kaus",Twentieth Century Fox,"Richard Burton, Jean Simmons, Victor Mature, Michael Rennie, Jay Robinson, Dean Jagger, Torin Thatcher, Richard Boone, Betta St. John, Jeff Morrow, Ernest Thesiger, Dawn Addams, Leon Askin",5000000,36000000,36000000,80.0,43.0
tt0046816,The Caine Mutiny,1954,"Drama, War",124,USA,English,Edward Dmytryk,"Stanley Roberts, Michael Blankfort",Columbia Pictures,"Humphrey Bogart, JosÄ‚Â© Ferrer, Van Johnson, Fred MacMurray, Robert Francis, May Wynn, Tom Tully, E.G. Marshall, Arthur Franz, Lee Marvin, Warner Anderson, Claude Akins, Katherine Warren, Jerry Paris, Steve Brodie",2000000,21750000,21750000,174.0,45.0
tt0046912,Dial M for Murder,1954,"Crime, Thriller",105,USA,English,Alfred Hitchcock,"Frederick Knott, Frederick Knott",Warner Bros.,"Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson, Leo Britt, Patrick Allen, George Leigh, George Alderson, Robin Hughes",1400000,12562,18816,325.0,105.0
tt0047396,Rear Window,1954,"Mystery, Thriller",112,USA,English,Alfred Hitchcock,"John Michael Hayes, Cornell Woolrich",Alfred J. Hitchcock Productions,"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter, Raymond Burr, Judith Evelyn, Ross Bagdasarian, Georgine Darcy, Sara Berner, Frank Cady, Jesslyn Fax, Rand Harper, Irene Winston, Havis Davenport",1000000,36764313,37032034,759.0,145.0
tt0047522,A Star Is Born,1954,"Drama, Musical, Romance",154,USA,English,George Cukor,"Moss Hart, Dorothy Parker",Transcona Enterprises,"Judy Garland, James Mason, Jack Carson, Charles Bickford, Tommy Noonan, Lucy Marlow, Amanda Blake, Irving Bacon, Hazel Shermet, James Brown",5019770,4335968,4348890,145.0,84.0
tt0048280,Lady and the Tramp,1955,"Animation, Adventure, Comedy",76,USA,English,"Clyde Geronimi, Wilfred Jackson","Ward Greene, Erdman Penner",Walt Disney Productions,"Peggy Lee, Larry Roberts, Bill Baucom, Verna Felton, George Givot, Stan Freberg, Lee Millar, Barbara Luddy, Bill Thompson, Dal McKennon, Alan Reed, The Mellomen",4000000,93602326,93933394,122.0,125.0
tt0048545,Rebel Without a Cause,1955,Drama,111,USA,English,Nicholas Ray,"Stewart Stern, Irving Shulman",Warner Bros.,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt, Steffi Sidney, Marietta Canty, Virginia Brissac, Beverly Long, Ian Wolfe",1500000,199963,199963,311.0,157.0
tt0048960,Around the World in 80 Days,1956,"Adventure, Comedy, Family",175,USA,"English, Spanish, French","Michael Anderson, John Farrow","James Poe, John Farrow",Michael Todd Company,"David Niven, Cantinflas, Shirley MacLaine, Robert Newton, Charles Boyer, Joe E. Brown, Martine Carol, John Carradine, Charles Coburn, Ronald Colman, Melville Cooper, NoÄ‚Â«l Coward, Finlay Currie, Reginald Denny, Andy Devine",6000000,42000000,42000000,133.0,35.0
tt0049261,Giant,1956,"Drama, Western",201,USA,"English, Spanish",George Stevens,"Edna Ferber, Fred Guiol",George Stevens Productions,"Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker, Jane Withers, Chill Wills, Mercedes McCambridge, Dennis Hopper, Sal Mineo, Rod Taylor, Judith Evelyn, Earl Holliman, Robert Nichols, Paul Fix, Alexander Scourby",5400000,177909,177909,176.0,110.0
tt0049833,The Ten Commandments,1956,"Adventure, Drama",220,USA,English,Cecil B. DeMille,"Dorothy Clarke Wilson, J.H. Ingraham",Motion Picture Associates (II),"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson, Yvonne De Carlo, Debra Paget, John Derek, Cedric Hardwicke, Nina Foch, Martha Scott, Judith Anderson, Vincent Price, John Carradine, Olive Deering, Douglass Dumbrille",13282712,65500000,65500000,267.0,66.0
tt0050212,The Bridge on the River Kwai,1957,"Adventure, Drama, War",161,"UK, USA","English, Japanese, Thai",David Lean,"Pierre Boulle, Carl Foreman",Horizon Pictures (II),"William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa, James Donald, Geoffrey Horne, AndrÄ‚Â© Morell, Peter Williams, John Boxer, Percy Herbert, Harold Goodwin, Ann Sears, HeihachirÄ‚Â´ Ä‚â€ťkawa, KeiichirÄ‚Â´ Katsumoto, M.R.B. Chakrabandhu",3000000,27200000,27200000,309.0,91.0
tt0052225,South Pacific,1958,"Musical, Romance, War",157,USA,"English, French",Joshua Logan,"Paul Osborn, Richard Rodgers",Rodgers & Hammerstein Productions,"Rossano Brazzi, Mitzi Gaynor, John Kerr, Ray Walston, Juanita Hall, France Nuyen, Russ Brown, Jack Mullaney, Ken Clark, Floyd Simmons, Candace Lee, Warren Hsieh, Tom Laughlin, Giorgio Tozzi, Archie Savage",6000000,458000,458000,119.0,37.0
tt0052311,Touch of Evil,1958,"Crime, Drama, Film-Noir",95,USA,"English, Spanish",Orson Welles,"Orson Welles, Whit Masterson",Universal International Pictures (UI),"Charlton Heston, Janet Leigh, Orson Welles, Joseph Calleia, Akim Tamiroff, Joanna Moore, Ray Collins, Dennis Weaver, Valentin de Vargas, Mort Mills, Victor Millan, Lalo Rios, Michael Sargent, Phil Harvey, Joi Lansing",829000,2247465,2286947,304.0,112.0
tt0052357,Vertigo,1958,"Mystery, Romance, Thriller",128,USA,English,Alfred Hitchcock,"Alec Coppel, Samuel A. Taylor",Alfred J. Hitchcock Productions,"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore, Henry Jones, Raymond Bailey, Ellen Corby, Konstantin Shayne, Lee Patrick",2479000,7705225,7779797,788.0,172.0
tt0052618,Ben-Hur,1959,"Adventure, Drama, History",212,USA,English,William Wyler,"Lew Wallace, Karl Tunberg",Metro-Goldwyn-Mayer (MGM),"Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd, Hugh Griffith, Martha Scott, Cathy O'Donnell, Sam Jaffe, Finlay Currie, Frank Thring, Terence Longdon, George Relph, AndrÄ‚Â© Morell",15000000,74422622,74427638,416.0,128.0
tt0053285,Sleeping Beauty,1959,"Animation, Family, Fantasy",75,USA,English,Clyde Geronimi,"Erdman Penner, Charles Perrault",Walt Disney Productions,"Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton, Barbara Luddy, Barbara Jo Allen, Taylor Holmes, Bill Thompson",6000000,51600000,51600000,173.0,108.0
tt0054215,Psycho,1960,"Horror, Mystery, Thriller",109,USA,English,Alfred Hitchcock,"Joseph Stefano, Robert Bloch",Shamley Productions,"Anthony Perkins, Vera Miles, John Gavin, Janet Leigh, Martin Balsam, John McIntire, Simon Oakland, Frank Albertson, Patricia Hitchcock, Vaughn Taylor, Lurene Tuttle, John Anderson, Mort Mills",806947,32000000,32000000,1190.0,231.0
tt0054331,Spartacus,1960,"Adventure, Biography, Drama",197,USA,English,Stanley Kubrick,"Dalton Trumbo, Howard Fast",Bryna Productions,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton, Peter Ustinov, John Gavin, Nina Foch, John Ireland, Herbert Lom, John Dall, Charles McGraw, Joanna Barnes, Harold J. Stone, Woody Strode, Peter Brocco",12000000,1830650,1836351,293.0,123.0
tt0054357,Swiss Family Robinson,1960,"Adventure, Family",126,USA,English,Ken Annakin,"Lowell S. Hawley, Johann David Wyss",Walt Disney Productions,"John Mills, Dorothy McGuire, James MacArthur, Janet Munro, Sessue Hayakawa, Tommy Kirk, Kevin Corcoran, Cecil Parker, Andy Ho, Milton Reid, Larry Taylor",5000000,40356000,40356000,63.0,32.0
tt0055254,One Hundred and One Dalmatians,1961,"Animation, Adventure, Comedy",79,USA,English,"Clyde Geronimi, Hamilton Luske","Bill Peet, Dodie Smith",Walt Disney Productions,"Rod Taylor, J. Pat O'Malley, Betty Lou Gerson, Martha Wentworth, Ben Wright, Cate Bauer, David Frankham, Frederick Worlock, Lisa Davis, Tom Conway, Tudor Owen, George Pelling, Ramsay Hill, Sylvia Marriott, Queenie Leonard",4000000,144880014,216026182,120.0,96.0
tt0055614,West Side Story,1961,"Crime, Drama, Musical",153,USA,"English, Spanish","Jerome Robbins, Robert Wise","Ernest Lehman, Arthur Laurents",The Mirisch Corporation,"Natalie Wood, Richard Beymer, Russ Tamblyn, Rita Moreno, George Chakiris, Simon Oakland, Ned Glass, William Bramley, Tucker Smith, Tony Mordente, David Winters, Eliot Feld, Bert Michaels, David Bean, Robert Banas",6000000,44055492,44061777,367.0,131.0
tt0056085,How the West Was Won,1962,Western,164,USA,"English, Arapaho","John Ford, Henry Hathaway",James R. Webb,Metro-Goldwyn-Mayer (MGM),"Carroll Baker, Lee J. Cobb, Henry Fonda, Carolyn Jones, Karl Malden, Gregory Peck, George Peppard, Robert Preston, Debbie Reynolds, James Stewart, Eli Wallach, John Wayne, Richard Widmark, Brigid Bazlen, Walter Brennan",15000000,76729,76729,162.0,38.0
tt0056218,The Manchurian Candidate,1962,"Drama, Thriller",126,USA,English,John Frankenheimer,"Richard Condon, George Axelrod",M.C. Productions,"Frank Sinatra, Laurence Harvey, Janet Leigh, Angela Lansbury, Henry Silva, James Gregory, Leslie Parrish, John McGiver, Khigh Dhiegh, James Edwards, Douglas Henderson, Albert Paulsen, Barry Kelley, Lloyd Corrigan, Madame Spivy",2200000,2757256,2757256,326.0,111.0
tt0056592,To Kill a Mockingbird,1962,"Crime, Drama",129,USA,English,Robert Mulligan,"Harper Lee, Horton Foote",Universal International Pictures (UI),"Gregory Peck, John Megna, Frank Overton, Rosemary Murphy, Ruth White, Brock Peters, Estelle Evans, Paul Fix, Collin Wilcox Paxton, James Anderson, Alice Ghostley, Robert Duvall, William Windom, Crahan Denton, Richard Hale",2000000,592237,599146,541.0,149.0
tt0056937,Cleopatra,1963,"Biography, Drama, History",192,"Switzerland, UK, USA",English,Joseph L. Mankiewicz,"Joseph L. Mankiewicz, Ranald MacDougall",Twentieth Century Fox,"Elizabeth Taylor, Richard Burton, Rex Harrison, Pamela Brown, George Cole, Hume Cronyn, Cesare Danova, Kenneth Haigh, Andrew Keir, Martin Landau, Roddy McDowall, Robert Stephens, Francesca Annis, GrÄ‚Â©goire Aslan, Martin Benson",44000000,57777778,57777778,215.0,84.0
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Comedy,95,"UK, USA","English, Russian",Stanley Kubrick,"Stanley Kubrick, Terry Southern",Columbia Pictures,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn, Slim Pickens, Peter Bull, James Earl Jones, Tracy Reed, Jack Creley, Frank Berry, Robert O'Neil, Glenn Beck, Roy Stephens, Shane Rimmer, Hal Galili",1800000,9440272,9443876,899.0,227.0
tt0057193,It's a Mad Mad Mad Mad World,1963,"Action, Adventure, Comedy",205,USA,English,Stanley Kramer,"William Rose, Tania Rose",Casey Productions,"Spencer Tracy, Milton Berle, Sid Caesar, Buddy Hackett, Ethel Merman, Mickey Rooney, Dick Shawn, Phil Silvers, Terry-Thomas, Jonathan Winters, Edie Adams, Dorothy Provine, Eddie 'Rochester' Anderson, Jim Backus, Ben Blue",9400000,46332858,46332858,380.0,72.0
tt0057546,The Sword in the Stone,1963,"Animation, Adventure, Comedy",79,USA,English,Wolfgang Reitherman,"Bill Peet, T.H. White",Walt Disney Productions,"Sebastian Cabot, Karl Swenson, Rickie Sorensen, Junius Matthews, Ginny Tyler, Martha Wentworth, Norman Alden, Alan Napier, Richard Reitherman, Robert Reitherman",3000000,12000000,12000000,93.0,69.0
tt0057877,Becket,1964,"Biography, Drama, History",148,"UK, USA","English, Latin, Welsh",Peter Glenville,"Jean Anouilh, Lucienne Hill",Wallis-Hazen,"Richard Burton, Peter O'Toole, John Gielgud, Gino Cervi, Paolo Stoppa, Donald Wolfit, David Weston, Martita Hunt, Pamela Brown, Percy Herbert, SiÄ‚Ë�n Phillips, Inigo Jackson, Felix Aylmer, Niall MacGinnis, Christopher Rhodes",3000000,149327,149327,104.0,48.0
tt0058331,Mary Poppins,1964,"Comedy, Family, Fantasy",139,USA,English,Robert Stevenson,"Bill Walsh, Don DaGradi",Walt Disney Productions,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Reta Shaw, Karen Dotrice, Matthew Garber, Elsa Lanchester, Arthur Treacher, Reginald Owen, Ed Wynn, Jane Darwell, Arthur Malet, James Logan",6000000,102272727,103078700,318.0,157.0
tt0058385,My Fair Lady,1964,"Drama, Family, Musical",170,USA,English,George Cukor,"Alan Jay Lerner, George Bernard Shaw",Warner Bros.,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel, Mona Washbourne, Isobel Elsom, John Holland",17000000,72560711,72661442,296.0,89.0
tt0058414,Nothing But a Man,1964,"Drama, Romance",95,USA,English,Michael Roemer,"Michael Roemer, Robert M. Young",DuArt Film and Video,"Ivan Dixon, Abbey Lincoln, Julius Harris, Gloria Foster, Martin Priest, Leonard Parker, Yaphet Kotto, Stanley Greene, Helen Lounck, Helene Arrindell, Walter Wilson, Milton Williams, Mel Stewart, Marshal Tompkin, Alfred Puryear",160000,13063,13063,28.0,25.0
tt0059113,Doctor Zhivago,1965,"Drama, Romance, War",197,"USA, Italy, UK, Liechtenstein","English, Russian, French",David Lean,"Boris Pasternak, Robert Bolt",Metro-Goldwyn-Mayer (MGM),"Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger, Alec Guinness, Tom Courtenay, Siobhan McKenna, Ralph Richardson, Rita Tushingham, Jeffrey Rockland, Tarek Sharif, Bernard Kay, Klaus Kinski, GÄ‚Â©rard Tichy, Noel Willman",11000000,111721910,111918564,289.0,94.0
tt0059418,Major Dundee,1965,"Adventure, War, Western",123,USA,"English, French, Spanish",Sam Peckinpah,"Harry Julian Fink, Harry Julian Fink",Jerry Bresler Productions,"Charlton Heston, Richard Harris, Jim Hutton, James Coburn, Michael Anderson Jr., Senta Berger, Mario Adorf, Brock Peters, Warren Oates, Ben Johnson, R.G. Armstrong, L.Q. Jones, Slim Pickens, Karl Swenson, Michael Pate",3800000,20807,20807,74.0,58.0
tt0059742,The Sound of Music,1965,"Biography, Drama, Family",172,USA,"English, German",Robert Wise,"George Hurdalek, Howard Lindsay",Robert Wise Productions,"Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn, Peggy Wood, Charmian Carr, Heather Menzies-Urich, Nicholas Hammond, Duane Chase, Angela Cartwright, Debbie Turner, Kym Karath, Anna Lee, Portia Nelson, Ben Wright",8200000,159287539,159413574,452.0,131.0
tt0061184,Who's Afraid of Virginia Woolf?,1966,Drama,131,USA,"English, Latin, Spanish",Mike Nichols,Ernest Lehman,Warner Bros.,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis",7500000,28000000,28005068,275.0,91.0
tt0061722,The Graduate,1967,"Comedy, Drama, Romance",106,USA,English,Mike Nichols,"Calder Willingham, Buck Henry",Lawrence Turman,"Anne Bancroft, Dustin Hoffman, Katharine Ross, William Daniels, Murray Hamilton, Elizabeth Wilson, Buck Henry, Brian Avery, Walter Brooke, Norman Fell, Alice Ghostley, Marion Lorne, Eddra Gale",3000000,104945305,104982118,734.0,189.0
tt0061735,Guess Who's Coming to Dinner,1967,"Comedy, Drama",108,USA,English,Stanley Kramer,William Rose,Columbia Pictures,"Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton, Cecil Kellaway, Beah Richards, Roy Glenn, Isabel Sanford, Virginia Christine, Alexandra Hay, Barbara Randolph, D'Urville Martin, Tom Heaton, Grace Gaynor, Skip Martin",4000000,56666667,56666667,365.0,67.0
