,year,duration,budget,usa_gross_income,worldwide_gross_income,Real GDP (trillions $),GDP Growth Rate %,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Sum_production_company_income,Sum_Director_income,Director_movies
173,1999,107,25000000,55474756,84565230,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,609016565,563749323,10
174,2008,91,20000000,94514402,149281606,15.605,-0.1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1263521126,563749323,10
175,2018,92,5500000,17857020,39156854,18.638,2.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77278331,563749323,10
176,1997,106,33000000,29022252,30716901,11.522,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,37666766,5
177,1991,112,7500000,6266621,6266621,9.355,-0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,520884847,37666766,5
178,1993,114,15000000,9285189,9285189,9.952,2.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,37666766,5
179,1995,115,10000000,7027517,7027517,10.63,2.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25023434,37666766,5
180,2004,111,22000000,28176497,37666766,14.406,3.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,63368939,37666766,5
181,1997,99,8000000,8363899,9615840,11.522,4.4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,9615840,1
182,1997,104,90000000,49323468,122823468,11.522,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2789968301,411006740,5
183,1994,107,18000000,7355425,7355425,10.352,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1017003568,411006740,5
184,1992,129,25000000,122006740,411006740,9.685,3.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,411006740,411006740,5
185,2002,105,17000000,5491,5491,13.493,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5491,411006740,5
186,2016,109,10000000,4073489,7994527,17.689,1.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68968688,411006740,5
187,1998,121,26000000,65705771,98005666,12.038,4.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,368015934,8
188,1997,109,20000000,29481428,29481428,11.522,4.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,368015934,8
189,2005,118,70000000,179495555,368015934,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,368015934,8
190,2010,110,40000000,67061228,136333522,15.599,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,368015934,8
191,2008,112,70000000,70231041,111231041,15.605,-0.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,368015934,8
192,2002,108,30000000,127223418,180622424,13.493,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,553709788,368015934,8
193,1999,148,92000000,39263420,113996937,12.611,4.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,609016565,368015934,8
194,2016,86,10000000,40598,247949,17.689,1.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247949,368015934,8
195,2005,106,100000000,154696080,330120875,14.913,3.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2789968301,330120875,9
196,2004,97,25000000,36879320,69372109,14.406,3.8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,330120875,9
197,2007,92,130000000,131921738,289047763,15.626,1.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2789968301,330120875,9
198,2014,99,25000000,134938200,154468902,16.912,2.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,330120875,9
199,2016,102,40000000,91221830,124605297,17.689,1.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,330120875,9
200,2019,111,30000000,21360215,21360215,19.073,2.3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270248367,330120875,9
201,2002,102,12000000,75782105,77063924,13.493,1.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1017003568,330120875,9
202,2012,122,12000000,91547205,96070507,16.197,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196114570,330120875,9
203,2014,106,24000000,65182182,70181428,16.912,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79799880,330120875,9
204,1998,89,19000000,8165212,8165212,12.038,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2789968301,8165212,1
205,2001,122,35000000,31602566,74558115,13.262,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2789968301,157107755,4
206,1993,97,3500000,27912072,27912072,9.952,2.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1120424614,157107755,4
207,1995,119,10000000,24147179,24147179,10.63,2.7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,164839294,157107755,4
208,2010,118,80000000,94835059,157107755,15.599,2.6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,309208309,157107755,4
209,1998,124,20000000,37672941,39278722,12.038,4.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,101866030,3
210,2005,105,35000000,68915888,101866030,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1131845802,101866030,3
211,2004,106,30000000,65111277,65991448,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1017003568,101866030,3
212,1998,122,27000000,10452012,10452012,12.038,4.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,131095614,15
213,2003,109,35000000,81261177,131095614,13.879,2.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1123794079,131095614,15
214,2005,113,35000000,32868349,34252847,14.913,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1123794079,131095614,15
215,1995,101,2500000,5535405,5986708,10.63,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,313500433,131095614,15
216,1990,97,23000,1228108,1228108,9.366,1.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1228108,131095614,15
217,2001,86,100000,490475,515900,13.262,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1228108,131095614,15
218,1993,102,6900000,7993039,7993039,9.952,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112983889,131095614,15
219,2014,165,4000000,25352281,44495281,16.912,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44495281,131095614,15
220,2004,80,2700000,5820649,15622722,14.406,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54641191,131095614,15
221,2006,100,8700000,5501616,7659654,15.338,2.9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54641191,131095614,15
222,2019,109,20000000,9198356,10073314,19.073,2.3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,145018230,131095614,15
223,2016,117,10000000,3400278,4644472,17.689,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145018230,131095614,15
224,2008,114,25000000,1190003,2336172,15.605,-0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2336172,131095614,15
225,2011,99,5000000,9206470,10173061,15.841,1.6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10173061,131095614,15
226,2013,109,3000000,8114627,11176469,16.495,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11176469,131095614,15
227,1998,121,66000000,83898313,189176423,12.038,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2789968301,189176423,4
228,2005,97,43000000,24409722,56681566,14.913,3.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,189176423,4
229,1993,91,2600000,2850263,2850263,9.952,2.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213216216,189176423,4
230,2002,101,60000000,43061982,82150183,13.493,1.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,484592874,189176423,4
231,2000,104,75000000,157299718,296339528,13.130999999999998,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2789968301,903655259,9
232,2003,134,110000000,214949694,407711549,13.879,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2789968301,903655259,9
233,2014,132,200000000,233921534,746045700,16.912,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2789968301,903655259,9
234,2016,144,178000000,155442489,543934105,17.689,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2789968301,903655259,9
235,2006,154,270000000,200081192,391081192,15.338,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1341932398,903655259,9
236,2008,121,75000000,83077833,200292390,15.605,-0.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1017003568,903655259,9
237,1995,106,6000000,23341568,23341568,10.63,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60611975,903655259,9
238,1998,111,14000000,8863193,8863193,12.038,4.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,96085477,903655259,9
239,2018,134,52000000,216428042,903655259,18.638,2.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,903655259,903655259,9
240,1998,119,23000000,176484651,369884651,12.038,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,369884651,11
241,2000,116,51000000,90570999,149270999,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,369884651,11
242,2001,114,40000000,70839203,141069860,13.262,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2789968301,369884651,11
243,2003,118,55000000,33832741,65784503,13.879,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,369884651,11
244,2012,92,30000000,44338224,54819301,16.197,2.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,369884651,11
245,2014,109,40000000,86208010,169837010,16.912,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670400637,369884651,11
246,2001,95,70000000,13596911,14026418,13.262,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,369884651,11
247,2011,105,36000000,45060734,83160734,15.841,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1120424614,369884651,11
248,1996,114,27000000,25023434,25023434,11.031,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25023434,369884651,11
249,2007,116,60000000,36787257,127766650,15.626,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,923075336,369884651,11
250,2005,104,30000000,42071069,50451307,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,609016565,369884651,11
251,1998,116,70000000,40981289,116672912,12.038,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2789968301,454627263,9
252,2016,118,60000000,58697076,162146076,17.689,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1123794079,454627263,9
253,2003,154,140000000,111127263,454627263,13.879,2.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1341932398,454627263,9
254,2006,143,100000000,57377916,171720398,15.338,2.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1341932398,454627263,9
255,1994,133,30000000,66638883,160638883,10.352,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,314178011,454627263,9
256,1996,116,46000000,59031057,100860818,11.031,3.8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,270248367,454627263,9
257,2010,112,30000000,32367005,102820008,15.599,2.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,609016565,454627263,9
258,2008,137,32000000,28644813,51155219,15.605,-0.1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,171627166,454627263,9
259,2014,115,19000000,2436633,5578519,16.912,2.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5578519,454627263,9
260,1999,113,66000000,87704396,212404396,12.611,4.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,212404396,5
261,2003,135,60000000,31186896,73498611,13.879,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1123794079,212404396,5
262,1997,94,20000000,13717039,13717039,11.522,4.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,212404396,5
263,1990,107,11000000,1794001,1794001,9.366,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1794001,212404396,5
264,1995,123,20000000,32051917,32051917,10.63,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,532950503,212404396,5
265,2000,126,80000000,30919168,39459427,13.130999999999998,4.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2789968301,186883563,7
266,1998,169,60000000,75383563,186883563,12.038,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,553709788,186883563,7
267,2007,92,35000000,15002854,63215872,15.626,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1017003568,186883563,7
268,1994,133,31000000,24822619,24822619,10.352,4.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,64256513,186883563,7
269,1992,123,12000000,43440294,43440294,9.685,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43440294,186883563,7
270,2012,125,2000000,5133027,19633027,16.197,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,49230772,186883563,7
271,2010,122,25000000,11538204,15481161,15.599,2.6,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15481161,186883563,7
272,1999,89,10000000,10827810,10827810,12.611,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,10848783,2
273,2009,92,8000000,10823158,10848783,15.209,-2.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10848783,10848783,2
274,2001,106,40000000,58856790,91753202,13.262,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2789968301,304654182,5
275,2004,113,45000000,21009180,34586268,14.406,3.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,304654182,5
276,2006,110,25000000,54607383,119498909,15.338,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2789968301,304654182,5
277,2013,98,92000000,67349198,304654182,16.495,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2789968301,304654182,5
278,2008,100,35000000,40689393,85416905,15.605,-0.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85416905,304654182,5
279,2000,143,90000000,233632142,429632142,13.130999999999998,4.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,678151134,13
280,1994,142,55000000,330455270,678151134,10.352,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1123794079,678151134,13
281,2007,115,150000000,82280579,196393745,15.626,1.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,678151134,13
282,2012,138,31000000,93772375,161772375,16.197,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1123794079,678151134,13
283,2016,124,85000000,40098064,119520023,17.689,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1123794079,678151134,13
284,1990,118,40000000,88277583,246144250,9.366,1.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1670400637,678151134,13
285,1992,104,55000000,58422650,149022650,9.685,3.5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1670400637,678151134,13
286,1997,150,90000000,100920329,171120329,11.522,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1341932398,678151134,13
287,2004,100,165000000,187224490,313500433,14.406,3.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313500433,678151134,13
288,2009,96,200000000,137855863,325286646,15.209,-2.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1332539889,678151134,13
289,2000,130,100000000,155464351,291420351,13.130999999999998,4.1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,923075336,678151134,13
290,2018,116,39000000,10763520,13061491,18.638,2.9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13061491,678151134,13
291,2015,123,35000000,10137502,61181942,17.404,2.9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,375540831,678151134,13
292,1999,91,8500000,17845337,22593409,12.611,4.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,62274780,5
293,2002,99,30000000,51432760,62274780,13.493,1.7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2789968301,62274780,5
294,2009,86,45000000,25200412,57881056,15.209,-2.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,62274780,5
295,2005,90,25000000,12843849,13183426,14.913,3.5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,62274780,5
296,2011,91,20000000,15013650,15691640,15.841,1.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,226904017,62274780,5
297,2001,93,75000000,5411999,7622365,13.262,1.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2789968301,124596398,4
298,1993,76,18000000,75082668,88170974,9.952,2.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,553709788,124596398,4
299,1996,79,38000000,28946127,28946127,11.031,3.8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1332539889,124596398,4
300,2009,100,60000000,75286229,124596398,15.209,-2.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,569651467,124596398,4
301,2002,145,102000000,132072926,358372926,13.493,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2789968301,1030314141,20
302,2017,116,50000000,81903458,179769457,18.108,2.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2789968301,1030314141,20
303,2008,122,185000000,317101119,786636033,15.605,-0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123794079,1030314141,20
304,2005,116,132000000,234280354,591745532,14.913,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1123794079,1030314141,20
305,2011,107,135000000,77591831,373993951,15.841,1.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,1030314141,20
306,1993,127,63000000,402828120,1030314141,9.952,2.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1670400637,1030314141,20
307,1993,195,22000000,96898818,322243445,9.952,2.8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1670400637,1030314141,20
308,1997,129,73000000,229086679,618638999,11.522,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1670400637,1030314141,20
309,2001,146,100000000,78616689,235926552,13.262,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1341932398,1030314141,20
310,2018,140,175000000,137690172,582890172,18.638,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1341932398,1030314141,20
311,2016,117,140000000,55483770,183288689,17.689,1.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1332539889,1030314141,20
312,1991,142,70000000,119654823,300854823,9.355,-0.1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,300854823,1030314141,20
313,1997,155,36000000,44229441,44229441,11.522,4.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,923075336,1030314141,20
314,1998,169,70000000,217049603,482349603,12.038,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,923075336,1030314141,20
315,2002,141,52000000,164615351,352114312,13.493,1.7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,923075336,1030314141,20
316,2004,128,60000000,77872883,218685607,14.406,3.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,923075336,1030314141,20
317,2005,164,70000000,47403685,130358645,14.913,3.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,923075336,1030314141,20
318,2012,150,65000000,182207973,275293450,16.197,2.2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,923075336,1030314141,20
319,2011,146,66000000,79884879,177584879,15.841,1.6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,923075336,1030314141,20
320,2015,142,40000000,72313754,165478348,17.404,2.9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,923075336,1030314141,20
321,2000,120,15000000,33772838,40863718,13.130999999999998,4.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,40863718,1
322,2001,127,50000000,57386607,184928135,13.262,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2789968301,353641895,4
323,2008,165,130000000,49554002,211368784,15.605,-0.1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,353641895,4
324,2013,143,105000000,144840419,353641895,16.495,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1341932398,353641895,4
325,1996,120,14500000,46351345,151841661,11.031,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,151841661,353641895,4
326,2000,93,48000000,37886980,90383208,13.130999999999998,4.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2789968301,176885658,7
327,1993,101,14600000,70906973,70906973,9.952,2.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1131845802,176885658,7
328,1996,117,45000000,21075014,21075014,11.031,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1131845802,176885658,7
329,2009,97,60000000,43337279,62357900,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,176885658,7
330,2002,96,60000000,32130627,55003135,13.493,1.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341932398,176885658,7
331,1999,103,80000000,106885658,176885658,12.611,4.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356700357,176885658,7
332,2005,92,16000000,9016782,10156968,14.913,3.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,569651467,176885658,7
333,2001,95,25000000,5520393,12320393,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2789968301,287553595,3
334,2001,108,30000000,145103595,287553595,13.262,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287553595,287553595,3
335,2009,107,15000000,2269,2269,15.209,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10172519,287553595,3
336,2001,87,70000000,112952899,176104344,13.262,1.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2789968301,183293131,7
337,2005,86,33100000,16809014,17492014,14.913,3.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2789968301,183293131,7
338,2009,91,26000000,146336178,183293131,15.209,-2.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131845802,183293131,7
339,2000,98,11000000,57328603,59827328,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120424614,183293131,7
340,2003,92,60000000,104297061,164433867,13.879,2.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,277448382,183293131,7
341,2007,92,28000000,49662533,58388068,15.626,1.9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,277448382,183293131,7
342,2016,92,8500000,20007149,23316139,17.689,1.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134409025,183293131,7
343,2002,81,10000000,16037962,16994625,13.493,1.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789968301,212385533,4
344,1997,98,25000000,44480039,44480039,11.522,4.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553709788,212385533,4
345,1995,90,30000000,108385533,212385533,10.63,2.7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212385533,212385533,4
346,2006,90,51000000,72637803,116476887,15.338,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116476887,212385533,4
347,2000,83,13000000,46729800,73180723,13.130999999999998,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2789968301,73180723,3
348,2004,88,9000000,18250550,23936908,14.406,3.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176506819,73180723,3
349,2005,87,500000,150142,193968,14.913,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,193968,73180723,3
