,Unnamed: 0,genres,imdb_id,production_companies,Title,year,GDP in Trilion $,GDP growth rate %,Duration,Country,Director,Budget,USA_gross_income,Worldwide_gross_income,DirectorGrossSum,ProductionCompSum,genre_10752,genre_12,genre_14,genre_16,genre_80,genre_18,genre_10769,genre_27,genre_28,genre_10402,genre_35,genre_36,genre_37,genre_878,genre_9648,genre_53,genre_10749,genre_10751
1622,1622,[35],tt0384793,"[33, 159]",Accepted,2006,15.338,2.9,93,USA,Steve Pink,23000000,36323505,38505009,1.0,10420494860.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1623,1623,"[14, 18, 53, 10749]",tt0443543,"[1187, 11345, 12260, 25432, 52740]",The Illusionist,2006,15.338,2.9,110,"USA, Czech Republic",Neil Burger,16500000,39868642,87892388,1.0,223810729.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1624,1624,[35],tt0486551,[2773],Beerfest,2006,15.338,2.9,110,USA,Jay Chandrasekhar,17500000,19185184,20387597,141817545.0,30748031.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1625,1625,"[9648, 53, 27]",tt0450345,"[831, 1063, 1088, 4741, 6194, 10254, 10405, 10885, 20453]",The Wicker Man,2006,15.338,2.9,102,"USA, Mexico, Canada, Germany",Neil LaBute,40000000,23649127,38756278,19530556.0,2767656819.3333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1626,1626,"[28, 12, 18]",tt0473024,"[2894, 2895, 2896]",Crossover,2006,15.338,2.9,95,USA,Preston A. Whitmore II,5800000,7009668,7009668,1.0,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1627,1627,"[28, 12, 14, 27, 878, 53]",tt0475944,[127],The Covenant,2006,15.338,2.9,97,USA,Renny Harlin,20000000,23380495,37597471,671915940.0,1.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1628,1628,[18],tt0423169,[4732],Sherrybaby,2006,15.338,2.9,96,USA,Laurie Collyer,2000000,199176,622806,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1629,1629,"[18, 12, 878, 10749]",tt0414993,"[508, 6194, 6438, 7503, 10104]",The Fountain,2006,15.338,2.9,97,"Canada, USA",Darren Aronofsky,35000000,10144010,15978422,10611260.0,5807043825.2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1630,1630,[18],tt0387877,"[33, 342, 2982, 4700, 8769, 10254, 10885, 22443]",The Black Dahlia,2006,15.338,2.9,121,"USA, Germany, France",Brian De Palma,50000000,22545080,49332692,789318758.0,2589050872.125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1631,1631,"[28, 12, 80, 18]",tt0421206,[5],Gridiron Gang,2006,15.338,2.9,125,USA,Phil Joanou,30000000,38432823,41480851,1.0,7435091243.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1632,1632,"[28, 12, 18, 53]",tt0472043,"[152, 4564, 9195]",Apocalypto,2006,15.338,2.9,139,USA,Mel Gibson,40000000,50866635,120654337,823277733.0,3303139793.3333335,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1633,1633,"[28, 12, 18, 36, 10749, 10752]",tt0454824,"[289, 3241, 6277, 6362]",Flyboys,2006,15.338,2.9,140,"UK, USA",Tony Bill,60000000,13090630,17858059,1677807.0,0.25,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1634,1634,"[18, 53]",tt0405676,"[441, 1208, 7295, 11317, 23238]",All the Kings Men,2006,15.338,2.9,128,"Germany, USA",Steven Zaillian,55000000,7221458,9450897,1.0,1722272215.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1635,1635,[35],tt0443453,"[306, 20567]",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,15.338,2.9,84,"USA, UK",Larry Charles,18000000,128505958,261572744,1.0,8976112368.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1636,1636,"[28, 12, 18]",tt0406816,"[1836, 1838, 9195, 10157, 15763]",The Guardian,2006,15.338,2.9,139,USA,Andrew Davis,70000000,55011732,94973540,795219204.0,1784647185.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1637,1637,"[12, 16, 10751]",tt0400717,[2251],Open Season,2006,15.338,2.9,86,USA,"Roger Allers, Jill Culton",85000000,85105259,197309027,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1638,1638,"[35, 18, 10749]",tt0462519,[7405],School for Scoundrels,2006,15.338,2.9,100,USA,Todd Phillips,35000000,17807569,24470583,377078377.0,2663207556.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1639,1639,"[18, 53, 80]",tt0407887,"[829, 5552, 6194, 7380, 45778]",The Departed,2006,15.338,2.9,151,USA,Martin Scorsese,90000000,132384315,291465034,743837019.0,5058247206.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1640,1640,"[35, 10749]",tt0424993,[1632],Employee of the Month,2006,15.338,2.9,103,USA,Greg Coolidge,12000000,28444855,38368909,1.0,221601267.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1641,1641,"[12, 28, 10751]",tt0457495,"[2268, 7289, 22514]",Stormbreaker,2006,15.338,2.9,93,"UK, USA, Germany",Geoffrey Sax,40000000,677646,23937870,91196419.0,0.3333333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1642,1642,"[18, 35]",tt0439289,[559],Running with Scissors,2006,15.338,2.9,116,USA,Ryan Murphy,12000000,7022827,7460797,1.0,4271975786.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1643,1643,"[27, 53]",tt0433386,"[441, 768, 829]",The Grudge 2,2006,15.338,2.9,102,"USA, Japan",Takashi Shimizu,20000000,39143839,70711175,187281115.0,2818804601.3333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1644,1644,"[35, 18, 10749, 53]",tt0483726,"[33, 10210]",Man of the Year,2006,15.338,2.9,115,USA,Barry Levinson,20000000,37327390,41237648,597653083.0,10785682785.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1645,1645,"[28, 12, 18, 53]",tt0419946,"[306, 4024, 10339]",The Marine,2006,15.338,2.9,92,USA,John Bonito,20000000,18844784,22164661,1.0,6030143513.666667,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1646,1646,[18],tt0420609,"[1422, 8802, 11509, 33617]",Infamous,2006,15.338,2.9,110,USA,Douglas McGrath,13000000,1151330,2613717,22231658.0,28842952.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1647,1647,[18],tt0430431,[3957],One Night with the King,2006,15.338,2.9,123,USA,Michael O. Sajbel,20000000,13395961,13728450,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1648,1648,"[10749, 18]",tt0404203,"[12, 716, 2570]",Little Children,2006,15.338,2.9,136,USA,Todd Field,26000000,5463019,14821658,1.0,3411871649.6666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1649,1649,[18],tt0805526,[769],Facing the Giants,2006,15.338,2.9,111,USA,Alex Kendrick,100000,10178331,10307987,1.0,12346551.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1650,1650,"[10749, 18, 35]",tt0367027,"[1615, 1616, 1617]",Shortbus,2006,15.338,2.9,101,USA,John Cameron Mitchell,2000000,1985292,5516192,1.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1651,1651,"[18, 28, 53, 878]",tt0206634,"[33, 655, 11429]",Children of Men,2006,15.338,2.9,109,"USA, UK, Japan",Alfonso CuarĂ„â€šÄąâ€šn,76000000,35552383,70099445,851587868.0,6829111357.333333,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1652,1652,"[18, 9648, 53]",tt0482571,"[6194, 9195, 9996]",The Prestige,2006,15.338,2.9,130,"USA, UK",Christopher Nolan,40000000,53089891,109676311,526895163.0,10894817216.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1653,1653,"[10752, 18, 36]",tt0418689,"[27, 56, 171, 6194]",Flags of Our Fathers,2006,15.338,2.9,135,USA,Clint Eastwood,90000000,33602376,65900249,1107150189.0,10784375273.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1654,1654,[18],tt0434215,"[306, 711, 12194]",Flicka,2006,15.338,2.9,95,"USA, UK",Michael Mayer,15000000,21000147,21893591,1644653.0,6411340221.666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1655,1655,"[27, 53, 80]",tt0489270,"[35, 2061, 23019]",Saw III,2006,15.338,2.9,108,"USA, Canada",Darren Lynn Bousman,10000000,80238724,164874275,147748505.0,572502723.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1656,1656,"[12, 16, 35, 10751]",tt0424095,"[297, 521]",Flushed Away,2006,15.338,2.9,85,"UK, USA","David Bowers, Sam Fell",149000000,64665672,178120010,1.0,1909056440.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1657,1657,"[80, 14, 18]",tt0396171,"[342, 753, 1208, 2116, 2875, 5755, 7956]",Perfume: The Story of a Murderer,2006,15.338,2.9,147,"Germany, France, Spain, USA, Czech Republic, Belgium, Netherlands, Luxembourg, Latvia, UK",Tom Tykwer,60000000,2223293,135039924,1.0,106084680.85714285,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1658,1658,"[35, 10751, 12]",tt0452681,"[2, 12626, 19507, 95593]",The Santa Clause 3: The Escape Clause,2006,15.338,2.9,97,USA,Michael Lembeck,12000000,84500122,110768122,184196081.0,2866722372.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1659,1659,"[35, 18, 10749]",tt0401445,"[711, 1645]",A Good Year,2006,15.338,2.9,117,"USA, UK",Ridley Scott,35000000,7459300,42064105,1366305973.0,1503434559.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1660,1660,"[18, 27, 53]",tt0433442,"[134, 1224, 20450, 22927, 22928]",The Return,2006,15.338,2.9,85,USA,Asif Kapadia,15000000,7749851,11994195,1.0,19083717.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1661,1661,"[35, 18]",tt0470765,[2265],For Your Consideration,2006,15.338,2.9,86,USA,Christopher Guest,12000000,5549923,5925637,1.0,6801717.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1662,1662,"[12, 28, 53]",tt0381061,"[7576, 11345, 19481]",Casino Royale,2006,15.338,2.9,144,"UK, Czech Republic, USA, Germany, Bahamas",Martin Campbell,150000000,167445960,609447995,975885511.0,846313926.3333334,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1663,1663,"[16, 35]",tt0366548,"[2537, 8089]",Happy Feet,2006,15.338,2.9,108,"USA, Australia","George Miller, Warren Coleman",100000000,198000317,384335608,1.0,127067455.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1664,1664,"[28, 53, 878]",tt0453467,"[130, 1645, 9195]",Deja Vu,2006,15.338,2.9,126,"USA, UK",Tony Scott,75000000,64038616,180557550,794982781.0,4513171960.333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1665,1665,"[35, 10749]",tt0457939,"[5, 33, 735, 7295]",The Holiday,2006,15.338,2.9,136,USA,Nancy Meyers,85000000,63224849,205135175,639440445.0,7001123356.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1666,1666,"[35, 10402]",tt0365830,"[12, 12178]",Tenacious D in The Pick of Destiny,2006,15.338,2.9,93,"USA, Germany",Liam Lynch,20000000,8334575,13924471,1.0,5230686740.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1667,1667,"[18, 53, 28]",tt0450259,"[348, 430, 449, 705, 6194, 7380, 20938]",Blood Diamond,2006,15.338,2.9,143,"USA, Germany",Edward Zwick,100000000,57377916,171720398,832799876.0,3694584282.428571,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1668,1668,"[35, 10751, 14]",tt0413895,"[4, 7311]",Charlottes Web,2006,15.338,2.9,97,"USA, Germany, Australia",Gary Winick,85000000,82985708,144877632,99655938.0,7839021864.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1669,1669,"[14, 28, 12, 10751]",tt0449010,"[289, 306, 444, 445, 711, 1302, 2735]",Eragon,2006,15.338,2.9,104,"USA, UK, Hungary",Stefen Fangmeier,100000000,75030163,249488115,1.0,3100200794.714286,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1670,1670,[18],tt0479143,"[5, 497, 696, 8411]",Rocky Balboa,2006,15.338,2.9,102,USA,Sylvester Stallone,24000000,70270943,155721132,1.0,3140887301.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1671,1671,"[18, 9648, 10749]",tt0422295,"[1246, 6455, 36650]",Fur: An Imaginary Portrait of Diane Arbus,2006,15.338,2.9,122,USA,Steven Shainberg,16800000,223202,2305841,9304609.0,87674151.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1672,1672,"[35, 10749]",tt0443431,"[328, 402]",Another Gay Movie,2006,15.338,2.9,92,USA,Todd Stephens,500000,654132,745327,1.0,868394.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1673,1673,[18],tt0758794,"[923, 3528, 4022, 6194]",We Are Marshall,2006,15.338,2.9,131,USA,McG,65000000,43545364,43545364,523281333.0,6137194310.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1674,1674,"[18, 53, 36]",tt0343737,"[33, 70, 10210]",The Good Shepherd,2006,15.338,2.9,167,USA,Robert De Niro,90000000,59952835,100266865,17287898.0,7496602644.333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1675,1675,[18],tt0443489,"[4, 27, 415]",Dreamgirls,2006,15.338,2.9,130,USA,Bill Condon,70000000,103365956,154937680,6451628.0,8889232137.666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1676,1676,"[12, 28, 53]",tt0398913,"[248, 5755, 8068, 12317, 23238, 37134]",DOA: Dead or Alive,2006,15.338,2.9,87,"UK, Germany, Japan, USA",Corey Yuen,21000000,480813,7563172,1.0,160291021.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1677,1677,"[10752, 80, 18, 9648, 10749, 53]",tt0452624,"[6194, 14315, 70319]",The Good German,2006,15.338,2.9,105,USA,Steven Soderbergh,32000000,1308696,5914908,1391761307.0,7990276448.666667,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
1678,1678,"[28, 12, 18, 10752]",tt0498380,"[27, 56, 171, 6194]",Letters from Iwo Jima,2006,15.338,2.9,141,USA,Clint Eastwood,19000000,13756082,68673228,1107150189.0,10784375273.25,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1679,1679,"[27, 53]",tt0454082,[7405],Black Christmas,2006,15.338,2.9,84,"USA, Canada",Glen Morgan,9000000,16273581,21510851,1.0,2663207556.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1680,1680,"[16, 35, 10751, 14, 878]",tt0308353,"[614, 1632, 1718, 46875]",Happily NEver After,2006,15.338,2.9,75,"USA, Germany, Canada, UK","Paul Bolger, Yvette Kaplan",47000000,15589393,38085778,1.0,70837038.75,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1681,1681,"[18, 10751, 10749]",tt0482546,[288],Miss Potter,2006,15.338,2.9,88,"UK, USA, Isle Of Man",Chris Noonan,30000000,3005605,35078241,254134910.0,30657855.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1682,1682,"[35, 18, 10749]",tt0395495,"[441, 7295]",Catch and Release,2006,15.338,2.9,124,USA,Susannah Grant,25000000,15539051,16159325,1.0,3973150818.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1683,1683,"[28, 35, 80, 53]",tt0475394,"[33, 694, 7295, 7419, 10163]",Smokin Aces,2006,15.338,2.9,109,"UK, France, USA",Joe Carnahan,17000000,35787686,57103895,12648782.0,4759735708.6,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1684,1684,"[12, 35, 18, 878]",tt0469263,[1861],The Astronaut Farmer,2006,15.338,2.9,104,USA,Michael Polish,13000000,11003643,11130889,1.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1685,1685,"[35, 14, 10749]",tt0482527,"[2844, 4564, 7419, 28320, 36346]",Its a Boy Girl Thing,2006,15.338,2.9,95,"USA, UK, Canada",Nick Hurran,15500000,848,7385679,22034832.0,249003696.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1686,1686,"[80, 18, 9648, 53]",tt0450340,[3564],Unknown,2006,15.338,2.9,85,USA,Simon Brand,3700000,26403,3419456,1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1687,1687,[18],tt0462200,[2315],Black Snake Moan,2006,15.338,2.9,116,USA,Craig Brewer,15000000,9396870,10903846,23563727.0,3520374.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1688,1688,[53],tt0429277,[92534],Zyzzyx Rd,2006,15.338,2.9,90,USA,John Penney,2000000,30,30,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1689,1689,"[28, 12, 10752]",tt0416449,"[449, 923, 2994, 2995, 6194, 7636, 78685]",300,2006,15.338,2.9,117,"USA, Canada, Bulgaria",Zack Snyder,65000000,210614939,456068181,102278712.0,3590577454.571429,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1690,1690,[18],tt0433416,"[43, 6235]",The Namesake,2006,15.338,2.9,122,"USA, India",Mira Nair,9500000,13569248,20138836,26405106.0,231937842.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1691,1691,"[37, 18]",tt0479537,[152],Seraphim Falls,2006,15.338,2.9,115,USA,David Von Ancken,18000000,418296,1220058,1.0,626858030.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1692,1692,"[35, 18]",tt0462338,"[14, 1557, 2448, 12260]",The Hoax,2006,15.338,2.9,116,USA,Lasse HallstrĂ„â€šĂ‚Â¶m,25000000,7164995,11772461,269896087.0,1306097790.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1693,1693,[18],tt0455957,"[4169, 5237, 11737, 57206]",Goyas Ghosts,2006,15.338,2.9,113,"USA, Spain",Milos Forman,50000000,1000626,9448082,67734815.0,533082713.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1694,1694,"[27, 53]",tt0470705,"[35, 1305, 12691]",Bug,2006,15.338,2.9,102,"USA, Germany",William Friedkin,4000000,7025810,8095658,127080447.0,376860247.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1695,1695,"[80, 18, 10749, 53]",tt0472259,"[308, 13358]",Alone with Her,2006,15.338,2.9,78,USA,Eric Nicholas,1000000,10787,1677967,1.0,130114522.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1696,1696,"[12, 18, 10752]",tt0462504,[8411],Rescue Dawn,2006,15.338,2.9,120,"USA, Luxembourg",Werner Herzog,10000000,5490423,7177143,1.0,3101086469.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1697,1697,"[28, 80, 18, 9648, 53]",tt0360323,[446],10th & Wolf,2006,15.338,2.9,107,USA,Bobby Moresco,8000000,54702,143451,1.0,545437.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
1698,1698,"[35, 878, 53]",tt0405336,"[33, 769, 810, 856, 8848, 11278, 12622, 87783, 95289, 95290]",Southland Tales,2006,15.338,2.9,145,"France, Germany, USA",Richard Kelly,17000000,275380,374743,4269636.0,2036048776.7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1700,1700,"[18, 10749]",tt0433350,"[328, 3107]",Boy Culture,2006,15.338,2.9,88,USA,Q. Allan Brocka,500000,220409,263200,1.0,868394.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1701,1701,"[18, 14, 878]",tt0479162,[2830],Special,2006,15.338,2.9,81,USA,"Hal Haberman, Jeremy Passmore",1000000,7202,14967,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1702,1702,[27],tt0489244,"[7535, 74791]",Night of the Living Dead 3D,2006,15.338,2.9,80,USA,Jeff Broadstreet,750000,271000,1657729,1.0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1703,1703,"[28, 35, 18, 27]",tt0475298,"[4616, 4636, 4716, 4717]",Hood of Horror,2006,15.338,2.9,84,USA,Stacy Title,5000000,25900,25900,1.0,0.25,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1704,1704,[18],tt0465407,"[1607, 5113, 38616, 38617, 38618, 38619]",Eye of the Dolphin,2006,15.338,2.9,102,USA,Michael D. Sellers,2500000,72210,72310,1.0,106687662.33333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1705,1705,[18],tt0472126,"[2226, 2324, 2959, 2960]",Local Color,2006,15.338,2.9,107,USA,George Gallo,3000000,32788,32788,1.0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1708,1708,"[80, 18]",tt0463998,"[215, 216, 20396]",Freedom Writers,2007,15.626,1.9,123,"Germany, USA",Richard LaGravenese,21000000,36605602,43090741,15610299.0,546908313.3333334,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1709,1709,"[28, 35, 80]",tt0462229,[12],Code Name: The Cleaner,2007,15.626,1.9,84,USA,Les Mayfield,20000000,8135024,10337477,309414639.0,10336831733.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1710,1710,"[18, 10402]",tt0775539,[1309],Stomp the Yard,2007,15.626,1.9,109,USA,Sylvain White,13000000,61356221,75511123,1.0,1161844.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1711,1711,"[28, 27, 80]",tt0455960,"[1224, 1268, 2481]",The Hitcher,2007,15.626,1.9,84,USA,Dave Meyers,10000000,16472961,25399945,1.0,75624424.33333333,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1712,1712,"[12, 18, 10751]",tt0398808,"[10221, 23890, 60611]",Bridge to Terabithia,2007,15.626,1.9,96,USA,Gabor Csupo,17000000,82272442,137587063,1.0,272397337.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1713,1713,[35],tt0473308,[24133],Waitress,2007,15.626,1.9,108,USA,Adrienne Shelly,1500000,19074800,22179430,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1714,1714,"[28, 12, 35]",tt0799949,"[306, 508, 10104, 23596]",Epic Movie,2007,15.626,1.9,86,USA,"Jason Friedberg, Aaron Seltzer",20000000,39739367,86865564,1.0,6525625319.75,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1715,1715,"[9648, 53, 27]",tt0425430,"[5, 768, 771, 2779, 3287, 22039]",The Messengers,2007,15.626,1.9,90,USA,"Danny Pang, Oxide Chun Pang",16000000,35374833,55060212,1.0,1670966227.1666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1716,1716,"[80, 18, 53]",tt0367959,"[289, 2979, 6370, 10308, 16923, 20394, 20395]",Hannibal Rising,2007,15.626,1.9,121,"UK, Czech Republic, France, Italy, USA",Peter Webber,50000000,27670986,82169884,1.0,306116339.85714287,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1717,1717,[35],tt0477051,"[27, 1302, 2184]",Norbit,2007,15.626,1.9,102,USA,Brian Robbins,60000000,95673607,159313561,143689031.0,4562697819.666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1718,1718,"[16, 35, 10751, 14]",tt0382932,"[2, 3]",Ratatouille,2007,15.626,1.9,111,USA,"Brad Bird, Jan Pinkava",150000000,206445654,623722818,1.0,8538926940.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1719,1719,"[53, 28, 14, 27]",tt0259324,"[441, 7295, 11370, 19551, 20241, 20475, 20476]",Ghost Rider,2007,15.626,1.9,114,"USA, Australia",Mark Steven Johnson,110000000,115802596,228738393,197433133.0,1921225094.2857144,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1720,1720,"[35, 18, 10749]",tt0778661,"[35, 3096]",Daddys Little Girls,2007,15.626,1.9,100,USA,Tyler Perry,10000000,31366978,31609243,63368939.0,705080694.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1721,1721,"[35, 10402, 10749]",tt0758766,"[79, 97, 10222, 19813]",Music and Lyrics,2007,15.626,1.9,96,USA,Marc Lawrence,40000000,50572589,145896422,199043242.0,2119087971.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1722,1722,"[53, 18, 9648]",tt0481369,"[12, 1836, 1838]",The Number 23,2007,15.626,1.9,98,"Germany, USA",Joel Schumacher,30000000,35193167,77566815,1310333423.0,3678096150.6666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1723,1723,"[28, 12, 35, 80]",tt0499554,"[4, 215, 216, 306, 7480, 37845, 89635]",Reno 911!: Miami,2007,15.626,1.9,84,USA,Robert Ben Garant,10000000,20342161,22021262,1.0,5525149591.857142,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1724,1724,"[28, 878, 53]",tt0435705,"[4, 449, 497, 831, 8000]",Next,2007,15.626,1.9,96,USA,Lee Tamahori,70000000,18211013,77421190,608172370.0,4198445045.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
